Wavelength (nm),Sum,Ca I (1.4e-01),Ca II (8.6e-01),Ca III (4.4e-04)
205.12,2.763e-17,,,2.763e-17
205.17,9.287e-18,,,9.287e-18
205.22,2.793e-18,,,2.793e-18
205.27,7.504e-19,,,7.504e-19
205.32,1.800e-19,,,1.800e-19
205.37,3.853e-20,,,3.853e-20
205.42,7.482e-21,,,7.482e-21
205.47,2.102e-21,,,2.102e-21
205.52,4.890e-21,,,4.890e-21
205.57,2.302e-20,,,2.302e-20
205.62,9.997e-20,,,9.997e-20
205.67,3.864e-19,,,3.864e-19
205.72,1.328e-18,,,1.328e-18
205.77,4.058e-18,,,4.058e-18
205.82,1.103e-17,,,1.103e-17
205.87,2.663e-17,,,2.663e-17
205.92,5.718e-17,,,5.718e-17
205.97,1.092e-16,,,1.092e-16
206.02,1.853e-16,,,1.853e-16
206.07,2.797e-16,,,2.797e-16
206.12,3.752e-16,,,3.752e-16
206.17,4.476e-16,,,4.476e-16
206.22,4.747e-16,,,4.747e-16
206.27,4.476e-16,,,4.476e-16
206.32,3.752e-16,,,3.752e-16
206.37,2.797e-16,,,2.797e-16
206.42,1.853e-16,,,1.853e-16
206.47,1.092e-16,,,1.092e-16
206.52,5.718e-17,,,5.718e-17
206.57,2.663e-17,,,2.663e-17
206.62,1.103e-17,,,1.103e-17
206.67,4.059e-18,,,4.059e-18
206.72,1.330e-18,,,1.330e-18
206.77,3.950e-19,,,3.950e-19
206.82,1.420e-19,,,1.420e-19
206.87,2.066e-19,,,2.066e-19
206.92,7.191e-19,,,7.191e-19
206.97,2.476e-18,,,2.476e-18
207.02,7.638e-18,,,7.638e-18
207.07,2.098e-17,,,2.098e-17
207.12,5.132e-17,,,5.132e-17
207.17,1.118e-16,,,1.118e-16
207.22,2.168e-16,,,2.168e-16
207.27,3.749e-16,,,3.749e-16
207.32,5.788e-16,,,5.788e-16
207.37,8.011e-16,,,8.011e-16
207.42,1.005e-15,,,1.005e-15
207.47,1.170e-15,,,1.170e-15
207.52,1.329e-15,,,1.329e-15
207.57,1.587e-15,,,1.587e-15
207.62,2.094e-15,,,2.094e-15
207.67,2.978e-15,,,2.978e-15
207.72,4.242e-15,,,4.242e-15
207.77,5.698e-15,,,5.698e-15
207.82,6.986e-15,,,6.986e-15
207.87,7.704e-15,,,7.704e-15
207.92,7.597e-15,,,7.597e-15
207.97,6.683e-15,,,6.683e-15
208.02,5.240e-15,,,5.240e-15
208.07,3.660e-15,,,3.660e-15
208.12,2.277e-15,,,2.277e-15
208.17,1.262e-15,,,1.262e-15
208.22,6.233e-16,,,6.233e-16
208.27,2.741e-16,,,2.741e-16
208.32,1.074e-16,,,1.074e-16
208.37,3.748e-17,,,3.748e-17
208.42,1.165e-17,,,1.165e-17
208.47,3.226e-18,,,3.226e-18
208.52,7.955e-19,,,7.955e-19
208.57,1.748e-19,,,1.748e-19
208.62,3.420e-20,,,3.420e-20
208.67,5.961e-21,,,5.961e-21
208.72,9.256e-22,,,9.256e-22
208.77,1.280e-22,,,1.280e-22
208.82,1.598e-23,,,1.598e-23
208.87,3.789e-24,,,3.789e-24
208.92,1.817e-23,,,1.817e-23
208.97,1.406e-22,,,1.406e-22
209.02,9.797e-22,,,9.797e-22
209.07,1.418e-8,,1.418e-8,6.095e-21
209.12,2.261e-7,,2.261e-7,3.385e-20
209.17,3.220e-6,,3.220e-6,1.678e-19
209.22,4.096e-5,,4.096e-5,7.427e-19
209.27,4.653e-4,,4.653e-4,2.934e-18
209.32,4.721e-3,,4.721e-3,1.035e-17
209.37,4.279e-2,,4.279e-2,3.257e-17
209.42,3.463e-1,,3.463e-1,9.153e-17
209.47,2.503e+0,,2.503e+0,2.296e-16
209.52,1.616e+1,,1.616e+1,5.141e-16
209.57,9.318e+1,,9.318e+1,1.028e-15
209.62,4.798e+2,,4.798e+2,1.834e-15
209.67,2.207e+3,,2.207e+3,2.921e-15
209.72,9.066e+3,,9.066e+3,4.153e-15
209.77,3.326e+4,,3.326e+4,5.272e-15
209.82,1.090e+5,,1.090e+5,5.973e-15
209.87,3.189e+5,,3.189e+5,6.041e-15
209.92,8.335e+5,,8.335e+5,5.454e-15
209.97,1.946e+6,,1.946e+6,4.396e-15
210.02,4.057e+6,,4.057e+6,3.163e-15
210.07,7.554e+6,,7.554e+6,2.031e-15
210.12,1.256e+7,,1.256e+7,1.165e-15
210.17,1.866e+7,,1.866e+7,5.965e-16
210.22,2.475e+7,,2.475e+7,2.740e-16
210.27,2.932e+7,,2.932e+7,1.162e-16
210.32,3.103e+7,,3.103e+7,5.356e-17
210.37,2.932e+7,,2.932e+7,4.305e-17
210.42,2.475e+7,,2.475e+7,6.463e-17
210.47,1.866e+7,,1.866e+7,1.115e-16
210.52,1.256e+7,,1.256e+7,1.795e-16
210.57,7.554e+6,,7.554e+6,2.600e-16
210.62,4.060e+6,,4.060e+6,3.369e-16
210.67,1.959e+6,,1.959e+6,3.900e-16
210.72,8.844e+5,,8.844e+5,4.037e-16
210.77,4.882e+5,,4.882e+5,3.742e-16
210.82,6.126e+5,,6.126e+5,3.139e-16
210.87,1.373e+6,,1.373e+6,2.501e-16
210.92,3.195e+6,,3.195e+6,2.275e-16
210.97,6.780e+6,,6.780e+6,3.236e-16
211.02,1.289e+7,,1.289e+7,6.835e-16
211.07,2.193e+7,,2.193e+7,1.563e-15
211.12,3.337e+7,,3.337e+7,3.344e-15
211.17,4.541e+7,,4.541e+7,6.454e-15
211.22,5.526e+7,,5.526e+7,1.116e-14
211.27,6.014e+7,,6.014e+7,1.726e-14
211.32,5.854e+7,,5.854e+7,2.387e-14
211.37,5.097e+7,,5.097e+7,2.952e-14
211.42,3.969e+7,,3.969e+7,3.265e-14
211.47,2.765e+7,,2.765e+7,3.229e-14
211.52,1.722e+7,,1.722e+7,2.855e-14
211.57,9.599e+6,,9.599e+6,2.257e-14
211.62,4.785e+6,,4.785e+6,1.596e-14
211.67,2.134e+6,,2.134e+6,1.010e-14
211.72,8.512e+5,,8.512e+5,5.735e-15
211.77,3.038e+5,,3.038e+5,2.989e-15
211.82,9.699e+4,,9.699e+4,1.628e-15
211.87,2.770e+4,,2.770e+4,1.419e-15
211.92,7.079e+3,,7.079e+3,2.381e-15
211.97,1.619e+3,,1.619e+3,4.876e-15
212.02,3.311e+2,,3.311e+2,9.490e-15
212.07,6.061e+1,,6.061e+1,1.668e-14
212.12,9.927e+0,,9.927e+0,2.628e-14
212.17,1.455e+0,,1.455e+0,3.707e-14
212.22,1.908e-1,,1.908e-1,4.679e-14
212.27,2.239e-2,,2.239e-2,5.287e-14
212.32,2.352e-3,,2.352e-3,5.346e-14
212.37,2.210e-4,,2.210e-4,4.839e-14
212.42,1.859e-5,,1.859e-5,3.923e-14
212.47,1.400e-6,,1.400e-6,2.854e-14
212.52,9.430e-8,,9.430e-8,1.877e-14
212.57,5.686e-9,,5.686e-9,1.147e-14
212.62,7.143e-15,,,7.143e-15
212.67,5.489e-15,,,5.489e-15
212.72,5.844e-15,,,5.844e-15
212.77,7.416e-15,,,7.416e-15
212.82,9.382e-15,,,9.382e-15
212.87,1.097e-14,,,1.097e-14
212.92,1.163e-14,,,1.163e-14
212.97,1.117e-14,,,1.117e-14
213.02,9.888e-15,,,9.888e-15
213.07,8.427e-15,,,8.427e-15
213.12,7.531e-15,,,7.531e-15
213.17,7.741e-15,,,7.741e-15
213.22,9.172e-15,,,9.172e-15
213.27,1.144e-14,,,1.144e-14
213.32,1.377e-14,,,1.377e-14
213.37,1.529e-14,,,1.529e-14
213.42,1.538e-14,,,1.538e-14
213.47,1.391e-14,,,1.391e-14
213.52,1.132e-14,,,1.132e-14
213.57,8.335e-15,,,8.335e-15
213.62,5.704e-15,,,5.704e-15
213.67,3.978e-15,,,3.978e-15
213.72,3.455e-15,,,3.455e-15
213.77,2.345e-9,2.345e-9,,4.237e-15
213.82,3.772e-8,3.772e-8,,6.249e-15
213.87,5.445e-7,5.445e-7,,9.195e-15
213.92,7.055e-6,7.055e-6,,1.250e-14
213.97,8.205e-5,8.205e-5,,1.535e-14
214.02,8.564e-4,8.564e-4,,1.695e-14
214.07,8.024e-3,8.024e-3,,1.681e-14
214.12,6.747e-2,6.747e-2,,1.499e-14
214.17,5.092e-1,5.092e-1,,1.206e-14
214.22,3.450e+0,3.450e+0,,8.807e-15
214.27,2.098e+1,2.098e+1,,5.901e-15
214.32,1.145e+2,1.145e+2,,3.702e-15
214.37,5.607e+2,5.607e+2,,2.240e-15
214.42,2.465e+3,2.465e+3,,1.352e-15
214.47,9.727e+3,9.727e+3,,8.304e-16
214.52,3.445e+4,3.445e+4,,5.150e-16
214.57,1.095e+5,1.095e+5,,3.139e-16
214.62,3.125e+5,3.125e+5,,1.854e-16
214.67,8.002e+5,8.002e+5,,1.157e-16
214.72,1.839e+6,1.839e+6,,1.110e-16
214.77,3.794e+6,3.794e+6,,2.083e-16
214.82,7.026e+6,7.026e+6,,4.990e-16
214.87,1.168e+7,1.168e+7,,1.154e-15
214.92,1.742e+7,1.742e+7,,2.426e-15
214.97,2.332e+7,2.332e+7,,4.584e-15
215.02,2.803e+7,2.803e+7,,7.779e-15
215.07,3.023e+7,3.023e+7,,1.185e-14
215.12,2.926e+7,2.926e+7,,1.620e-14
215.17,2.543e+7,2.543e+7,,1.989e-14
215.22,1.983e+7,1.983e+7,,2.192e-14
215.27,1.388e+7,1.388e+7,,2.169e-14
215.32,8.722e+6,8.722e+6,,1.926e-14
215.37,4.918e+6,4.918e+6,,1.535e-14
215.42,2.489e+6,2.489e+6,,1.099e-14
215.47,1.131e+6,1.131e+6,,7.059e-15
215.52,4.611e+5,4.611e+5,,4.071e-15
215.57,1.687e+5,1.687e+5,,2.108e-15
215.62,5.543e+4,5.543e+4,,9.795e-16
215.67,1.634e+4,1.634e+4,,4.088e-16
215.72,4.324e+3,4.324e+3,,1.535e-16
215.77,1.027e+3,1.027e+3,,5.293e-17
215.82,2.189e+2,2.189e+2,,2.023e-17
215.87,4.189e+1,4.189e+1,,1.775e-17
215.92,7.194e+0,7.194e+0,,3.607e-17
215.97,1.109e+0,1.109e+0,,8.172e-17
216.02,1.534e-1,1.534e-1,,1.704e-16
216.07,1.905e-2,1.905e-2,,3.199e-16
216.12,2.123e-3,2.123e-3,,5.399e-16
216.17,2.124e-4,2.124e-4,,8.190e-16
216.22,1.907e-5,1.907e-5,,1.116e-15
216.27,1.537e-6,1.537e-6,,1.368e-15
216.32,1.112e-7,1.112e-7,,1.506e-15
216.37,7.216e-9,7.216e-9,,1.490e-15
216.42,1.325e-15,,,1.325e-15
216.47,1.059e-15,,,1.059e-15
216.52,7.617e-16,,,7.617e-16
216.57,4.966e-16,,,4.966e-16
216.62,3.048e-16,,,3.048e-16
216.67,2.084e-16,,,2.084e-16
216.72,2.293e-16,,,2.293e-16
216.77,4.116e-16,,,4.116e-16
216.82,8.338e-16,,,8.338e-16
216.87,1.597e-15,,,1.597e-15
216.92,2.776e-15,,,2.776e-15
216.97,4.350e-15,,,4.350e-15
217.02,6.134e-15,,,6.134e-15
217.07,7.783e-15,,,7.783e-15
217.12,8.885e-15,,,8.885e-15
217.17,9.125e-15,,,9.125e-15
217.22,8.431e-15,,,8.431e-15
217.27,7.011e-15,,,7.011e-15
217.32,5.250e-15,,,5.250e-15
217.37,3.553e-15,,,3.553e-15
217.42,2.208e-15,,,2.208e-15
217.47,1.341e-15,,,1.341e-15
217.52,9.549e-16,,,9.549e-16
217.57,1.000e-15,,,1.000e-15
217.62,1.410e-15,,,1.410e-15
217.67,2.098e-15,,,2.098e-15
217.72,2.934e-15,,,2.934e-15
217.77,3.735e-15,,,3.735e-15
217.82,4.299e-15,,,4.299e-15
217.87,4.474e-15,,,4.474e-15
217.92,4.227e-15,,,4.227e-15
217.97,3.657e-15,,,3.657e-15
218.02,2.940e-15,,,2.940e-15
218.07,2.253e-15,,,2.253e-15
218.12,1.699e-15,,,1.699e-15
218.17,1.298e-15,,,1.298e-15
218.22,1.011e-15,,,1.011e-15
218.27,7.860e-16,,,7.860e-16
218.32,5.903e-16,,,5.903e-16
218.37,4.161e-16,,,4.161e-16
218.42,2.700e-16,,,2.700e-16
218.47,2.869e-9,,2.869e-9,1.597e-16
218.52,4.103e-8,,4.103e-8,8.581e-17
218.57,5.290e-7,,5.290e-7,4.265e-17
218.62,6.151e-6,,6.151e-6,2.213e-17
218.67,6.448e-5,,6.448e-5,1.823e-17
218.72,6.095e-4,,6.095e-4,2.959e-17
218.77,5.194e-3,6.131e-8,5.194e-3,5.996e-17
218.82,3.992e-2,8.527e-7,3.992e-2,1.166e-16
218.87,2.766e-1,1.070e-5,2.766e-1,2.065e-16
218.92,1.728e+0,1.210e-4,1.728e+0,3.298e-16
218.97,9.735e+0,1.235e-3,9.734e+0,4.749e-16
219.02,4.945e+1,1.137e-2,4.944e+1,6.161e-16
219.07,2.265e+2,9.436e-2,2.264e+2,7.203e-16
219.12,9.357e+2,7.065e-1,9.350e+2,7.588e-16
219.17,3.486e+3,4.770e+0,3.481e+3,7.203e-16
219.22,1.172e+4,2.905e+1,1.169e+4,6.161e-16
219.27,3.554e+4,1.596e+2,3.538e+4,4.749e-16
219.32,9.736e+4,7.905e+2,9.657e+4,3.298e-16
219.37,2.412e+5,3.532e+3,2.377e+5,2.064e-16
219.42,5.416e+5,1.423e+4,5.274e+5,1.164e-16
219.47,1.107e+6,5.173e+4,1.055e+6,5.917e-17
219.52,2.073e+6,1.696e+5,1.904e+6,2.712e-17
219.57,3.598e+6,5.013e+5,3.096e+6,1.128e-17
219.62,5.878e+6,1.337e+6,4.541e+6,4.517e-18
219.67,9.221e+6,3.215e+6,6.006e+6,2.624e-18
219.72,1.413e+7,6.973e+6,7.161e+6,4.220e-18
219.77,2.134e+7,1.364e+7,7.699e+6,1.071e-17
219.82,3.153e+7,2.407e+7,7.464e+6,2.674e-17
219.87,4.483e+7,3.830e+7,6.524e+6,6.096e-17
219.92,6.011e+7,5.497e+7,5.142e+6,1.261e-16
219.97,7.481e+7,7.116e+7,3.654e+6,2.369e-16
220.02,8.542e+7,8.308e+7,2.341e+6,4.056e-16
220.07,8.883e+7,8.748e+7,1.353e+6,6.349e-16
220.12,8.378e+7,8.308e+7,7.049e+5,9.133e-16
220.17,7.149e+7,7.116e+7,3.319e+5,1.214e-15
220.22,5.512e+7,5.497e+7,1.436e+5,1.498e-15
220.27,3.837e+7,3.830e+7,6.569e+4,1.727e-15
220.32,2.413e+7,2.407e+7,5.715e+4,1.864e-15
220.37,1.376e+7,1.364e+7,1.170e+5,1.885e-15
220.42,7.264e+6,6.973e+6,2.903e+5,1.782e-15
220.47,3.891e+6,3.215e+6,6.764e+5,1.568e-15
220.52,2.765e+6,1.337e+6,1.429e+6,1.277e-15
220.57,3.226e+6,5.013e+5,2.725e+6,9.577e-16
220.62,4.861e+6,1.696e+5,4.691e+6,6.577e-16
220.67,7.342e+6,5.173e+4,7.290e+6,4.120e-16
220.72,1.024e+7,1.423e+4,1.022e+7,2.347e-16
220.77,1.295e+7,3.532e+3,1.294e+7,1.213e-16
220.82,1.479e+7,7.905e+2,1.479e+7,5.675e-17
220.87,1.525e+7,1.596e+2,1.525e+7,2.402e-17
220.92,1.419e+7,2.905e+1,1.419e+7,9.191e-18
220.97,1.192e+7,4.770e+0,1.192e+7,3.177e-18
221.02,9.041e+6,7.065e-1,9.041e+6,9.913e-19
221.07,6.187e+6,9.436e-2,6.187e+6,2.793e-19
221.12,3.822e+6,1.137e-2,3.822e+6,7.115e-20
221.17,2.131e+6,1.235e-3,2.131e+6,1.706e-20
221.22,1.072e+6,1.210e-4,1.072e+6,7.217e-21
221.27,4.870e+5,1.070e-5,4.870e+5,1.806e-20
221.32,1.996e+5,8.527e-7,1.996e+5,7.153e-20
221.37,7.386e+4,6.131e-8,7.386e+4,2.644e-19
221.42,2.466e+4,3.975e-9,2.466e+4,8.845e-19
221.47,7.434e+3,,7.434e+3,2.673e-18
221.52,2.022e+3,,2.022e+3,7.299e-18
221.57,4.966e+2,,4.966e+2,1.801e-17
221.62,1.101e+2,,1.101e+2,4.014e-17
221.67,2.202e+1,,2.202e+1,8.084e-17
221.72,3.975e+0,,3.975e+0,1.471e-16
221.77,6.477e-1,,6.477e-1,2.418e-16
221.82,9.527e-2,,9.527e-2,3.593e-16
221.87,1.265e-2,,1.265e-2,4.822e-16
221.92,1.515e-3,,1.515e-3,5.847e-16
221.97,1.639e-4,,1.639e-4,6.406e-16
222.02,1.599e-5,,1.599e-5,6.341e-16
222.07,1.409e-6,,1.409e-6,5.672e-16
222.12,1.120e-7,,1.120e-7,4.583e-16
222.17,8.042e-9,,8.042e-9,3.346e-16
222.22,2.207e-16,,,2.207e-16
222.27,1.316e-16,,,1.316e-16
222.32,7.085e-17,,,7.085e-17
222.37,3.447e-17,,,3.447e-17
222.42,1.515e-17,,,1.515e-17
222.47,6.019e-18,,,6.019e-18
222.52,2.160e-18,,,2.160e-18
222.57,7.004e-19,,,7.004e-19
222.62,2.052e-19,,,2.052e-19
222.67,5.431e-20,,,5.431e-20
222.72,1.299e-20,,,1.299e-20
222.77,2.806e-21,,,2.806e-21
222.82,5.478e-22,,,5.478e-22
222.87,9.663e-23,,,9.663e-23
222.92,1.540e-23,,,1.540e-23
222.97,2.217e-24,,,2.217e-24
223.02,2.885e-25,,,2.885e-25
223.07,3.391e-26,,,3.391e-26
223.12,3.601e-27,,,3.601e-27
223.17,3.456e-28,,,3.456e-28
223.22,2.996e-29,,,2.996e-29
223.27,2.347e-30,,,2.347e-30
223.32,1.661e-31,,,1.661e-31
226.17,2.228e-8,2.228e-8,,
226.22,3.051e-7,3.051e-7,,
226.27,3.794e-6,3.794e-6,,7.392e-31
226.32,4.283e-5,4.283e-5,,1.010e-29
226.37,4.390e-4,4.390e-4,,1.253e-28
226.42,4.086e-3,4.086e-3,,1.411e-27
226.47,3.452e-2,3.452e-2,,1.443e-26
226.52,2.649e-1,2.649e-1,,1.340e-25
226.57,1.845e+0,1.845e+0,,1.130e-24
226.62,1.167e+1,1.167e+1,,8.655e-24
226.67,6.700e+1,6.700e+1,,6.018e-23
226.72,3.493e+2,3.493e+2,,3.800e-22
226.77,1.654e+3,1.654e+3,,2.178e-21
226.82,7.108e+3,7.108e+3,,1.134e-20
226.87,2.774e+4,2.774e+4,,5.361e-20
226.92,9.828e+4,9.828e+4,,2.301e-19
226.97,3.162e+5,3.162e+5,,8.968e-19
227.02,9.235e+5,9.235e+5,,3.174e-18
227.07,2.449e+6,2.449e+6,,1.020e-17
227.12,5.897e+6,5.897e+6,,2.976e-17
227.17,1.289e+7,1.289e+7,,7.886e-17
227.22,2.559e+7,2.559e+7,,1.897e-16
227.27,4.613e+7,4.613e+7,,4.145e-16
227.32,7.548e+7,7.548e+7,,8.223e-16
227.37,1.121e+8,1.121e+8,,1.481e-15
227.42,1.513e+8,1.513e+8,,2.423e-15
227.47,1.853e+8,1.853e+8,,3.598e-15
227.52,2.061e+8,2.061e+8,,4.853e-15
227.57,2.081e+8,2.081e+8,,5.943e-15
227.62,1.907e+8,1.907e+8,,6.608e-15
227.67,1.588e+8,1.588e+8,,6.672e-15
227.72,1.200e+8,1.200e+8,,6.117e-15
227.77,8.233e+7,8.233e+7,,5.093e-15
227.82,5.129e+7,5.129e+7,,3.850e-15
227.87,2.902e+7,2.902e+7,,2.643e-15
227.92,1.490e+7,1.490e+7,,1.647e-15
227.97,6.949e+6,6.949e+6,,9.324e-16
228.02,2.942e+6,2.942e+6,,4.793e-16
228.07,1.131e+6,1.131e+6,,2.239e-16
228.12,3.948e+5,3.948e+5,,9.508e-17
228.17,1.251e+5,1.251e+5,,3.681e-17
228.22,3.600e+4,3.600e+4,,1.306e-17
228.27,9.405e+3,9.405e+3,,4.314e-18
228.32,2.231e+3,2.231e+3,,1.371e-18
228.37,4.804e+2,4.804e+2,,4.469e-19
228.42,9.394e+1,9.394e+1,,1.613e-19
228.47,1.668e+1,1.668e+1,,6.607e-20
228.52,2.689e+0,2.689e+0,,2.907e-20
228.57,3.935e-1,3.935e-1,,1.272e-20
228.62,5.229e-2,5.229e-2,,5.269e-21
228.67,6.309e-3,6.309e-3,,2.015e-21
228.72,6.912e-4,6.912e-4,,7.043e-22
228.77,6.875e-5,6.875e-5,,2.242e-22
228.82,6.208e-6,6.208e-6,,6.490e-23
228.87,5.091e-7,5.091e-7,,1.707e-23
228.92,3.790e-8,3.790e-8,,4.082e-24
228.97,8.975e-25,,,8.975e-25
229.02,2.322e-25,,,2.322e-25
229.07,2.856e-25,,,2.856e-25
229.12,1.028e-24,,,1.028e-24
229.17,3.740e-24,,,3.740e-24
229.22,1.244e-23,,,1.244e-23
229.27,3.766e-23,,,3.766e-23
229.32,1.037e-22,,,1.037e-22
229.37,2.597e-22,,,2.597e-22
229.42,5.917e-22,,,5.917e-22
229.47,1.226e-21,,,1.226e-21
229.52,2.312e-21,,,2.312e-21
229.57,3.966e-21,,,3.966e-21
229.62,6.189e-21,,,6.189e-21
229.67,8.784e-21,,,8.784e-21
229.72,1.134e-20,,,1.134e-20
229.77,1.332e-20,,,1.332e-20
229.82,1.423e-20,,,1.423e-20
229.87,1.384e-20,,,1.384e-20
229.92,1.223e-20,,,1.223e-20
229.97,9.841e-21,,,9.841e-21
230.02,7.205e-21,,,7.205e-21
230.07,4.830e-21,,,4.830e-21
230.12,3.187e-21,,,3.187e-21
230.17,3.593e-21,,,3.593e-21
230.22,1.364e-20,,,1.364e-20
230.27,7.617e-20,,,7.617e-20
230.32,4.101e-19,,,4.101e-19
230.37,2.028e-18,,,2.028e-18
230.42,9.175e-18,,,9.175e-18
230.47,3.792e-17,,,3.792e-17
230.52,1.431e-16,,,1.431e-16
230.57,4.925e-16,,,4.925e-16
230.62,1.547e-15,,,1.547e-15
230.67,4.430e-15,,,4.430e-15
230.72,1.156e-14,,,1.156e-14
230.77,2.752e-14,,,2.752e-14
230.82,5.967e-14,,,5.967e-14
230.87,1.179e-13,,,1.179e-13
230.92,2.122e-13,,,2.122e-13
230.97,3.480e-13,,,3.480e-13
231.02,5.198e-13,,,5.198e-13
231.07,7.073e-13,,,7.073e-13
231.12,8.765e-13,,,8.765e-13
231.17,9.895e-13,,,9.895e-13
231.22,1.017e-12,,,1.017e-12
231.27,9.525e-13,,,9.525e-13
231.32,8.123e-13,,,8.123e-13
231.37,6.309e-13,,,6.309e-13
231.42,4.463e-13,,,4.463e-13
231.47,2.875e-13,,,2.875e-13
231.52,1.687e-13,,,1.687e-13
231.58,7.863e-14,,,7.863e-14
231.63,3.756e-14,,,3.756e-14
231.68,1.634e-14,,,1.634e-14
231.73,6.471e-15,,,6.471e-15
231.78,2.335e-15,,,2.335e-15
231.83,7.670e-16,,,7.670e-16
231.88,2.295e-16,,,2.295e-16
231.93,6.256e-17,,,6.256e-17
231.98,1.555e-17,,,1.555e-17
232.03,3.542e-18,,,3.542e-18
232.08,7.642e-19,,,7.642e-19
232.13,1.832e-19,,,1.832e-19
232.18,7.399e-20,,,7.399e-20
232.23,5.469e-20,,,5.469e-20
232.28,4.907e-20,,,4.907e-20
232.33,4.371e-20,,,4.371e-20
232.38,3.701e-20,,,3.701e-20
232.43,2.946e-20,,,2.946e-20
232.48,2.189e-20,,,2.189e-20
232.53,1.510e-20,,,1.510e-20
232.58,9.632e-21,,,9.632e-21
232.63,5.656e-21,,,5.656e-21
232.68,3.049e-21,,,3.049e-21
232.73,1.506e-21,,,1.506e-21
232.78,6.807e-22,,,6.807e-22
232.83,2.831e-22,,,2.831e-22
232.88,1.140e-22,,,1.140e-22
232.93,6.130e-23,,,6.130e-23
232.98,8.041e-23,,,8.041e-23
