Wavelength (nm),Sum,Fe I (4.4e-02),Fe II (9.5e-01),Fe III (2.2e-03)
204.3,1.025e+8,,1.024e+8,3.699e+3
204.4,7.813e+7,,7.813e+7,3.535e+3
204.5,5.749e+7,,5.749e+7,3.303e+3
204.6,4.585e+7,,4.585e+7,2.980e+3
204.7,4.517e+7,,4.517e+7,2.583e+3
204.8,5.395e+7,,5.395e+7,2.171e+3
204.9,6.809e+7,,6.809e+7,1.832e+3
205,8.242e+7,,8.241e+7,1.669e+3
205.1,9.233e+7,,9.233e+7,1.815e+3
205.2,9.527e+7,,9.527e+7,2.457e+3
205.3,9.108e+7,,9.108e+7,3.893e+3
205.4,8.137e+7,,8.137e+7,6.643e+3
205.5,6.844e+7,,6.843e+7,1.158e+4
205.6,5.458e+7,,5.456e+7,1.996e+4
205.7,4.191e+7,,4.188e+7,3.308e+4
205.8,3.245e+7,,3.240e+7,5.153e+4
205.9,2.796e+7,,2.789e+7,7.425e+4
206,2.946e+7,,2.936e+7,9.822e+4
206.1,3.675e+7,,3.663e+7,1.195e+5
206.2,4.828e+7,,4.814e+7,1.355e+5
206.3,6.146e+7,,6.132e+7,1.466e+5
206.4,7.337e+7,,7.321e+7,1.561e+5
206.5,8.154e+7,,8.138e+7,1.670e+5
206.6,8.451e+7,,8.433e+7,1.790e+5
206.7,8.190e+7,,8.171e+7,1.871e+5
206.8,7.426e+7,,7.408e+7,1.849e+5
206.9,6.289e+7,,6.272e+7,1.689e+5
207,4.957e+7,,4.943e+7,1.410e+5
207.1,3.630e+7,,3.619e+7,1.089e+5
207.2,2.489e+7,,2.481e+7,8.253e+4
207.3,1.666e+7,,1.659e+7,7.045e+4
207.4,1.226e+7,,1.218e+7,7.778e+4
207.5,1.173e+7,,1.163e+7,1.048e+5
207.6,1.459e+7,,1.444e+7,1.461e+5
207.7,1.977e+7,,1.958e+7,1.911e+5
207.8,2.571e+7,,2.548e+7,2.263e+5
207.9,3.064e+7,,3.040e+7,2.402e+5
208,3.331e+7,,3.308e+7,2.279e+5
208.1,3.363e+7,,3.344e+7,1.938e+5
208.2,3.297e+7,,3.282e+7,1.483e+5
208.3,3.354e+7,,3.344e+7,1.031e+5
208.4,3.721e+7,,3.714e+7,6.658e+4
208.5,4.430e+7,,4.426e+7,4.166e+4
208.6,5.310e+7,,5.307e+7,2.720e+4
208.7,6.048e+7,,6.046e+7,2.014e+4
208.8,6.341e+7,,6.340e+7,1.730e+4
208.9,6.049e+7,,6.048e+7,1.627e+4
209,5.257e+7,,5.255e+7,1.566e+4
209.1,4.207e+7,,4.205e+7,1.500e+4
209.2,3.165e+7,,3.164e+7,1.446e+4
209.3,2.303e+7,,2.302e+7,1.454e+4
209.4,1.665e+7,,1.664e+7,1.554e+4
209.5,1.209e+7,,1.208e+7,1.727e+4
209.6,8.757e+6,,8.738e+6,1.901e+4
209.7,6.244e+6,,6.224e+6,1.983e+4
209.8,4.428e+6,,4.408e+6,1.906e+4
209.9,3.312e+6,,3.296e+6,1.669e+4
210,2.939e+6,,2.925e+6,1.329e+4
210.1,3.398e+6,,3.388e+6,9.762e+3
210.2,4.910e+6,,4.903e+6,6.890e+3
210.3,7.854e+6,,7.849e+6,5.084e+3
210.4,1.265e+7,,1.265e+7,4.317e+3
210.5,1.950e+7,,1.950e+7,4.253e+3
210.6,2.805e+7,5.042e-10,2.805e+7,4.439e+3
210.7,3.723e+7,8.334e-9,3.722e+7,4.487e+3
210.8,4.536e+7,1.234e-7,4.536e+7,4.193e+3
210.9,5.073e+7,1.636e-6,5.072e+7,3.566e+3
211,5.218e+7,1.944e-5,5.218e+7,2.763e+3
211.1,4.970e+7,2.069e-4,4.970e+7,1.985e+3
211.2,4.442e+7,1.973e-3,4.442e+7,1.384e+3
211.3,3.813e+7,1.685e-2,3.813e+7,1.019e+3
211.4,3.244e+7,1.290e-1,3.244e+7,8.681e+2
211.5,2.814e+7,8.841e-1,2.814e+7,8.609e+2
211.6,2.502e+7,5.429e+0,2.502e+7,9.157e+2
211.7,2.230e+7,2.987e+1,2.230e+7,9.625e+2
211.8,1.923e+7,1.472e+2,1.923e+7,9.574e+2
211.9,1.562e+7,6.499e+2,1.561e+7,8.869e+2
212,1.182e+7,2.570e+3,1.182e+7,7.641e+2
212.1,8.494e+6,9.107e+3,8.484e+6,6.170e+2
212.2,6.213e+6,2.890e+4,6.183e+6,4.742e+2
212.3,5.274e+6,8.219e+4,5.191e+6,3.540e+2
212.4,5.707e+6,2.093e+5,5.497e+6,2.617e+2
212.5,7.379e+6,4.777e+5,6.901e+6,1.938e+2
212.6,1.008e+7,9.765e+5,9.101e+6,1.449e+2
212.7,1.351e+7,1.788e+6,1.172e+7,1.120e+2
212.8,1.726e+7,2.934e+6,1.433e+7,9.659e+1
212.9,2.077e+7,4.311e+6,1.646e+7,1.028e+2
213,2.342e+7,5.676e+6,1.774e+7,1.365e+2
213.1,2.474e+7,6.694e+6,1.804e+7,2.025e+2
213.2,2.462e+7,7.072e+6,1.754e+7,3.011e+2
213.3,2.335e+7,6.694e+6,1.666e+7,4.246e+2
213.4,2.148e+7,5.676e+6,1.580e+7,5.560e+2
213.5,1.945e+7,4.311e+6,1.514e+7,6.732e+2
213.6,1.743e+7,2.934e+6,1.449e+7,7.588e+2
213.7,1.531e+7,1.788e+6,1.352e+7,8.110e+2
213.8,1.295e+7,9.765e+5,1.197e+7,8.488e+2
213.9,1.040e+7,4.777e+5,9.923e+6,9.040e+2
214,8.007e+6,2.093e+5,7.797e+6,1.004e+3
214.1,6.300e+6,8.219e+4,6.216e+6,1.154e+3
214.2,5.851e+6,2.890e+4,5.821e+6,1.324e+3
214.3,7.149e+6,9.107e+3,7.138e+6,1.466e+3
214.4,1.050e+7,2.570e+3,1.050e+7,1.529e+3
214.5,1.596e+7,6.499e+2,1.596e+7,1.488e+3
214.6,2.319e+7,1.472e+2,2.319e+7,1.353e+3
214.7,3.138e+7,2.999e+1,3.137e+7,1.165e+3
214.8,3.922e+7,6.361e+0,3.922e+7,9.759e+2
214.9,4.520e+7,7.562e+0,4.520e+7,8.230e+2
215,4.793e+7,4.319e+1,4.792e+7,7.191e+2
215.1,4.671e+7,2.496e+2,4.671e+7,6.516e+2
215.2,4.192e+7,1.300e+3,4.191e+7,5.960e+2
215.3,3.508e+7,6.092e+3,3.507e+7,5.323e+2
215.4,2.857e+7,2.565e+4,2.855e+7,4.544e+2
215.5,2.507e+7,9.712e+4,2.497e+7,3.694e+2
215.6,2.696e+7,3.305e+5,2.663e+7,2.895e+2
215.7,3.583e+7,1.011e+6,3.482e+7,2.228e+2
215.8,5.205e+7,2.781e+6,4.927e+7,1.708e+2
215.9,7.462e+7,6.876e+6,6.775e+7,1.302e+2
216,1.016e+8,1.528e+7,8.628e+7,9.672e+1
216.1,1.308e+8,3.054e+7,1.002e+8,6.837e+1
216.2,1.609e+8,5.486e+7,1.060e+8,4.514e+1
216.3,1.912e+8,8.859e+7,1.026e+8,2.793e+1
216.4,2.204e+8,1.286e+8,9.176e+7,1.778e+1
216.5,2.450e+8,1.678e+8,7.718e+7,1.635e+1
216.6,2.595e+8,1.969e+8,6.255e+7,2.791e+1
216.7,2.581e+8,2.077e+8,5.046e+7,6.184e+1
216.8,2.390e+8,1.969e+8,4.213e+7,1.343e+2
216.9,2.059e+8,1.678e+8,3.804e+7,2.661e+2
217,1.671e+8,1.286e+8,3.846e+7,4.758e+2
217.1,1.319e+8,8.859e+7,4.334e+7,7.656e+2
217.2,1.066e+8,5.486e+7,5.178e+7,1.108e+3
217.3,9.218e+7,3.054e+7,6.164e+7,1.444e+3
217.4,8.506e+7,1.528e+7,6.977e+7,1.692e+3
217.5,8.005e+7,6.876e+6,7.318e+7,1.784e+3
217.6,7.303e+7,2.781e+6,7.025e+7,1.692e+3
217.7,6.250e+7,1.012e+6,6.149e+7,1.444e+3
217.8,4.955e+7,3.329e+5,4.922e+7,1.108e+3
217.9,3.655e+7,1.067e+5,3.644e+7,7.656e+2
218,2.569e+7,6.081e+4,2.563e+7,4.758e+2
218.1,1.816e+7,1.226e+5,1.804e+7,2.660e+2
218.2,1.396e+7,3.492e+5,1.361e+7,1.338e+2
218.3,1.245e+7,9.373e+5,1.151e+7,6.054e+1
218.4,1.297e+7,2.277e+6,1.069e+7,2.464e+1
218.5,1.539e+7,4.993e+6,1.039e+7,9.026e+0
218.6,2.018e+7,9.893e+6,1.029e+7,2.974e+0
218.7,2.814e+7,1.773e+7,1.042e+7,8.818e-1
218.8,3.973e+7,2.878e+7,1.095e+7,2.352e-1
218.9,5.439e+7,4.246e+7,1.193e+7,5.643e-2
219,7.029e+7,5.714e+7,1.315e+7,1.218e-2
219.1,8.478e+7,7.053e+7,1.424e+7,2.378e-3
219.2,9.542e+7,8.052e+7,1.490e+7,4.822e-4
219.3,1.011e+8,8.592e+7,1.514e+7,4.382e-4
219.4,1.023e+8,8.690e+7,1.541e+7,1.836e-3
219.5,1.010e+8,8.465e+7,1.639e+7,8.076e-3
219.6,9.942e+7,8.070e+7,1.872e+7,3.221e-2
219.7,9.880e+7,7.618e+7,2.262e+7,1.159e-1
219.8,9.933e+7,7.148e+7,2.785e+7,3.768e-1
219.9,1.001e+8,6.626e+7,3.387e+7,1.105e+0
220,1.001e+8,5.986e+7,4.026e+7,2.925e+0
220.1,9.890e+7,5.183e+7,4.707e+7,6.990e+0
220.2,9.712e+7,4.233e+7,5.479e+7,1.508e+1
220.3,9.618e+7,3.220e+7,6.397e+7,2.935e+1
220.4,9.728e+7,2.259e+7,7.469e+7,5.156e+1
220.5,1.007e+8,1.452e+7,8.617e+7,8.178e+1
220.6,1.055e+8,8.512e+6,9.701e+7,1.171e+2
220.7,1.106e+8,4.537e+6,1.061e+8,1.512e+2
220.8,1.155e+8,2.194e+6,1.133e+8,1.764e+2
220.9,1.213e+8,9.618e+5,1.204e+8,1.856e+2
221,1.301e+8,3.818e+5,1.297e+8,1.764e+2
221.1,1.434e+8,1.371e+5,1.433e+8,1.512e+2
221.2,1.615e+8,4.457e+4,1.615e+8,1.171e+2
221.3,1.828e+8,1.310e+4,1.828e+8,8.178e+1
221.4,2.053e+8,3.483e+3,2.053e+8,5.156e+1
221.5,2.278e+8,8.370e+2,2.278e+8,2.935e+1
221.6,2.502e+8,1.819e+2,2.502e+8,1.508e+1
221.7,2.722e+8,3.571e+1,2.722e+8,7.003e+0
221.8,2.920e+8,6.338e+0,2.920e+8,2.966e+0
221.9,3.053e+8,1.017e+0,3.053e+8,1.222e+0
222,3.066e+8,1.473e-1,3.066e+8,6.819e-1
222.1,2.927e+8,1.929e-2,2.927e+8,8.335e-1
222.2,2.640e+8,2.281e-3,2.640e+8,1.558e+0
222.3,2.255e+8,2.437e-4,2.255e+8,2.943e+0
222.4,1.846e+8,2.352e-5,1.846e+8,5.108e+0
222.5,1.482e+8,2.050e-6,1.482e+8,8.034e+0
222.6,1.207e+8,1.613e-7,1.207e+8,1.144e+1
222.7,1.037e+8,1.146e-8,1.037e+8,1.476e+1
222.8,9.600e+7,6.630e-10,9.600e+7,1.729e+1
222.9,9.564e+7,,9.564e+7,1.853e+1
223,1.003e+8,,1.003e+8,1.843e+1
223.1,1.077e+8,,1.077e+8,1.762e+1
223.2,1.158e+8,1.690e-10,1.158e+8,1.723e+1
223.3,1.224e+8,2.497e-9,1.224e+8,1.855e+1
223.4,1.260e+8,3.346e-8,1.260e+8,2.268e+1
223.5,1.260e+8,4.066e-7,1.260e+8,3.015e+1
223.6,1.228e+8,4.479e-6,1.228e+8,4.082e+1
223.7,1.178e+8,4.475e-5,1.178e+8,5.391e+1
223.8,1.127e+8,4.053e-4,1.127e+8,6.805e+1
223.9,1.093e+8,3.328e-3,1.093e+8,8.133e+1
224,1.091e+8,2.478e-2,1.091e+8,9.148e+1
224.1,1.136e+8,1.673e-1,1.136e+8,9.625e+1
224.2,1.239e+8,1.024e+0,1.239e+8,9.416e+1
224.3,1.403e+8,5.685e+0,1.403e+8,8.511e+1
224.4,1.619e+8,2.861e+1,1.619e+8,7.073e+1
224.5,1.870e+8,1.305e+2,1.870e+8,5.380e+1
224.6,2.128e+8,5.401e+2,2.128e+8,3.734e+1
224.7,2.367e+8,2.026e+3,2.367e+8,2.358e+1
224.8,2.561e+8,6.892e+3,2.561e+8,1.354e+1
224.9,2.694e+8,2.126e+4,2.694e+8,7.052e+0
225,2.760e+8,5.944e+4,2.759e+8,3.332e+0
225.1,2.761e+8,1.507e+5,2.760e+8,1.427e+0
225.2,2.708e+8,3.465e+5,2.705e+8,5.537e-1
225.3,2.612e+8,7.222e+5,2.605e+8,1.951e-1
225.4,2.482e+8,1.365e+6,2.468e+8,6.319e-2
225.5,2.320e+8,2.339e+6,2.297e+8,2.011e-2
225.6,2.128e+8,3.635e+6,2.092e+8,8.325e-3
225.7,1.910e+8,5.121e+6,1.859e+8,6.640e-3
225.8,1.678e+8,6.541e+6,1.613e+8,8.084e-3
225.9,1.456e+8,7.576e+6,1.380e+8,1.050e-2
226,1.266e+8,7.956e+6,1.187e+8,1.310e-2
226.1,1.123e+8,7.576e+6,1.048e+8,1.536e-2
226.2,1.024e+8,6.542e+6,9.584e+7,1.686e-2
226.3,9.497e+7,5.124e+6,8.985e+7,1.725e-2
226.4,8.764e+7,3.646e+6,8.399e+7,1.644e-2
226.5,7.847e+7,2.373e+6,7.610e+7,1.464e-2
226.6,6.690e+7,1.457e+6,6.545e+7,1.237e-2
226.7,5.377e+7,9.523e+5,5.281e+7,1.025e-2
226.8,4.077e+7,8.690e+5,3.990e+7,8.830e-3
226.9,2.973e+7,1.229e+6,2.850e+7,8.379e-3
227,2.203e+7,2.078e+6,1.995e+7,8.810e-3
227.1,1.848e+7,3.455e+6,1.502e+7,9.716e-3
227.2,1.951e+7,5.314e+6,1.420e+7,1.053e-2
227.3,2.549e+7,7.455e+6,1.803e+7,1.075e-2
227.4,3.680e+7,9.525e+6,2.727e+7,1.013e-2
227.5,5.357e+7,1.110e+7,4.246e+7,8.721e-3
227.6,7.511e+7,1.187e+7,6.324e+7,6.841e-3
227.7,9.935e+7,1.177e+7,8.758e+7,4.910e-3
227.8,1.227e+8,1.107e+7,1.117e+8,3.350e-3
227.9,1.409e+8,1.026e+7,1.307e+8,2.681e-3
228,1.503e+8,9.859e+6,1.404e+8,4.105e-3
228.1,1.490e+8,1.017e+7,1.388e+8,1.119e-2
228.2,1.380e+8,1.120e+7,1.268e+8,3.404e-2
228.3,1.203e+8,1.263e+7,1.077e+8,9.859e-2
228.4,9.966e+7,1.397e+7,8.569e+7,2.650e-1
228.5,7.934e+7,1.474e+7,6.459e+7,6.600e-1
228.6,6.147e+7,1.465e+7,4.683e+7,1.523e+0
228.7,4.708e+7,1.365e+7,3.343e+7,3.262e+0
228.8,3.649e+7,1.202e+7,2.447e+7,6.480e+0
228.9,2.984e+7,1.030e+7,1.954e+7,1.193e+1
229,2.734e+7,9.211e+6,1.813e+7,2.033e+1
229.1,2.921e+7,9.559e+6,1.965e+7,3.201e+1
229.2,3.547e+7,1.206e+7,2.340e+7,4.646e+1
229.3,4.556e+7,1.714e+7,2.843e+7,6.203e+1
229.4,5.815e+7,2.460e+7,3.355e+7,7.603e+1
229.5,7.107e+7,3.348e+7,3.760e+7,8.540e+1
229.6,8.176e+7,4.208e+7,3.968e+7,8.776e+1
229.7,8.790e+7,4.837e+7,3.954e+7,8.242e+1
229.8,8.832e+7,5.066e+7,3.765e+7,7.066e+1
229.9,8.344e+7,4.830e+7,3.513e+7,5.524e+1
230,7.525e+7,4.191e+7,3.335e+7,3.937e+1
230.1,6.657e+7,3.308e+7,3.348e+7,2.556e+1
230.2,5.991e+7,2.378e+7,3.613e+7,1.511e+1
230.3,5.669e+7,1.560e+7,4.109e+7,8.134e+0
230.4,5.692e+7,9.450e+6,4.747e+7,3.988e+0
230.5,5.955e+7,5.506e+6,5.405e+7,1.792e+0
230.6,6.319e+7,3.511e+6,5.968e+7,7.777e-1
230.7,6.668e+7,3.050e+6,6.363e+7,4.490e-1
230.8,6.933e+7,3.725e+6,6.560e+7,6.226e-1
230.9,7.084e+7,5.189e+6,6.565e+7,1.443e+0
231,7.106e+7,7.101e+6,6.396e+7,3.431e+0
231.1,6.989e+7,9.104e+6,6.078e+7,7.546e+0
231.2,6.732e+7,1.087e+7,5.645e+7,1.515e+1
231.3,6.368e+7,1.222e+7,5.146e+7,2.772e+1
231.4,5.977e+7,1.317e+7,4.660e+7,4.623e+1
231.5,5.689e+7,1.398e+7,4.291e+7,7.026e+1
231.6,5.677e+7,1.491e+7,4.186e+7,9.733e+1
231.7,6.169e+7,1.607e+7,4.562e+7,1.229e+2
231.8,7.493e+7,1.726e+7,5.767e+7,1.417e+2
231.9,1.015e+8,1.805e+7,8.346e+7,1.493e+2
232,1.487e+8,1.793e+7,1.308e+8,1.443e+2
232.1,2.258e+8,1.663e+7,2.091e+8,1.291e+2
232.2,3.421e+8,1.424e+7,3.278e+8,1.089e+2
232.3,5.047e+8,1.120e+7,4.935e+8,9.006e+1
232.4,7.164e+8,8.059e+6,7.084e+8,7.741e+1
232.5,9.760e+8,5.295e+6,9.707e+8,7.332e+1
232.6,1.281e+9,3.173e+6,1.278e+9,7.713e+1
232.7,1.631e+9,1.734e+6,1.629e+9,8.585e+1
232.8,2.021e+9,8.640e+5,2.020e+9,9.549e+1
232.9,2.441e+9,3.923e+5,2.440e+9,1.025e+2
233,2.858e+9,1.623e+5,2.858e+9,1.052e+2
233.1,3.225e+9,6.122e+4,3.224e+9,1.047e+2
233.2,3.487e+9,2.104e+4,3.487e+9,1.048e+2
233.3,3.614e+9,6.591e+3,3.614e+9,1.111e+2
233.4,3.617e+9,1.881e+3,3.617e+9,1.280e+2
233.5,3.561e+9,4.894e+2,3.561e+9,1.572e+2
233.6,3.541e+9,1.160e+2,3.541e+9,1.951e+2
233.7,3.663e+9,2.506e+1,3.663e+9,2.336e+2
233.8,4.007e+9,4.935e+0,4.007e+9,2.622e+2
233.9,4.600e+9,8.854e-1,4.600e+9,2.719e+2
234,5.398e+9,1.448e-1,5.398e+9,2.586e+2
234.1,6.287e+9,2.157e-2,6.287e+9,2.251e+2
234.2,7.111e+9,2.929e-3,7.111e+9,1.790e+2
234.3,7.712e+9,3.625e-4,7.712e+9,1.299e+2
234.4,7.984e+9,4.088e-5,7.984e+9,8.610e+1
234.5,7.894e+9,4.201e-6,7.894e+9,5.208e+1
234.6,7.479e+9,3.935e-7,7.479e+9,2.875e+1
234.7,6.815e+9,3.358e-8,6.815e+9,1.449e+1
234.8,5.988e+9,2.612e-9,5.988e+9,6.662e+0
234.9,5.083e+9,1.852e-10,5.083e+9,2.796e+0
235,4.182e+9,,4.182e+9,1.071e+0
235.1,3.371e+9,,3.371e+9,3.744e-1
235.2,2.730e+9,,2.730e+9,1.194e-1
235.3,2.320e+9,,2.320e+9,3.478e-2
235.4,2.169e+9,,2.169e+9,9.242e-3
235.5,2.267e+9,,2.267e+9,2.242e-3
235.6,2.564e+9,,2.564e+9,4.963e-4
235.7,2.982e+9,,2.982e+9,1.009e-4
235.8,3.421e+9,,3.421e+9,2.226e-5
235.9,3.787e+9,,3.787e+9,2.256e-5
236,4.012e+9,,4.012e+9,9.205e-5
236.1,4.073e+9,,4.073e+9,3.946e-4
236.2,3.988e+9,,3.988e+9,1.556e-3
236.3,3.798e+9,,3.798e+9,5.614e-3
236.4,3.552e+9,,3.552e+9,1.855e-2
236.5,3.287e+9,,3.287e+9,5.607e-2
236.6,3.028e+9,,3.028e+9,1.552e-1
236.7,2.797e+9,,2.797e+9,3.931e-1
236.8,2.616e+9,,2.616e+9,9.113e-1
236.9,2.509e+9,,2.509e+9,1.934e+0
237,2.494e+9,,2.494e+9,3.756e+0
237.1,2.579e+9,,2.579e+9,6.677e+0
237.2,2.768e+9,,2.768e+9,1.086e+1
237.3,3.076e+9,,3.076e+9,1.618e+1
237.4,3.551e+9,,3.551e+9,2.206e+1
237.5,4.285e+9,,4.285e+9,2.753e+1
237.6,5.400e+9,,5.400e+9,3.144e+1
237.7,6.983e+9,,6.983e+9,3.290e+1
237.8,9.008e+9,,9.008e+9,3.159e+1
237.9,1.127e+10,,1.127e+10,2.795e+1
238,1.340e+10,,1.340e+10,2.314e+1
238.1,1.494e+10,,1.494e+10,1.867e+1
238.2,1.552e+10,,1.552e+10,1.610e+1
238.3,1.502e+10,,1.502e+10,1.678e+1
238.4,1.360e+10,,1.360e+10,2.161e+1
238.5,1.163e+10,,1.163e+10,3.083e+1
238.6,9.579e+9,,9.579e+9,4.377e+1
238.7,7.809e+9,,7.809e+9,5.862e+1
238.8,6.540e+9,,6.540e+9,7.264e+1
238.9,5.847e+9,,5.847e+9,8.271e+1
239,5.726e+9,,5.726e+9,8.638e+1
239.1,6.141e+9,,6.141e+9,8.269e+1
239.2,7.023e+9,,7.023e+9,7.255e+1
239.3,8.240e+9,,8.240e+9,5.842e+1
239.4,9.568e+9,,9.568e+9,4.334e+1
239.5,1.072e+10,,1.072e+10,3.000e+1
239.6,1.143e+10,,1.143e+10,2.014e+1
239.7,1.155e+10,,1.155e+10,1.449e+1
239.8,1.111e+10,,1.111e+10,1.296e+1
239.9,1.032e+10,,1.032e+10,1.495e+1
240,9.468e+9,,9.468e+9,1.953e+1
240.1,8.828e+9,,8.828e+9,2.550e+1
240.2,8.548e+9,,8.548e+9,3.142e+1
240.3,8.620e+9,,8.620e+9,3.583e+1
240.4,8.911e+9,,8.911e+9,3.761e+1
240.5,9.239e+9,,9.239e+9,3.626e+1
240.6,9.453e+9,,9.453e+9,3.212e+1
240.7,9.479e+9,,9.479e+9,2.613e+1
240.8,9.314e+9,1.619e-10,9.314e+9,1.953e+1
240.9,8.982e+9,1.936e-9,8.982e+9,1.341e+1
241,8.493e+9,2.384e-8,8.493e+9,8.471e+0
241.1,7.835e+9,2.455e-7,7.835e+9,4.919e+0
241.2,6.996e+9,2.332e-6,6.996e+9,2.628e+0
241.3,5.992e+9,2.043e-5,5.992e+9,1.292e+0
241.4,4.893e+9,1.651e-4,4.893e+9,5.853e-1
241.5,3.800e+9,1.233e-3,3.800e+9,2.442e-1
241.6,2.821e+9,8.497e-3,2.821e+9,9.393e-2
241.7,2.037e+9,5.413e-2,2.037e+9,3.332e-2
241.8,1.481e+9,3.188e-1,1.481e+9,1.091e-2
241.9,1.145e+9,1.736e+0,1.145e+9,3.297e-3
242,9.926e+8,8.751e+0,9.926e+8,9.204e-4
242.1,9.724e+8,4.082e+1,9.724e+8,2.374e-4
242.2,1.033e+9,1.763e+2,1.033e+9,5.659e-5
242.3,1.130e+9,7.049e+2,1.130e+9,1.247e-5
242.4,1.233e+9,2.610e+3,1.233e+9,2.546e-6
242.5,1.326e+9,8.953e+3,1.326e+9,5.157e-7
242.6,1.405e+9,2.844e+4,1.405e+9,3.092e-7
242.7,1.475e+9,8.369e+4,1.475e+9,1.265e-6
242.8,1.541e+9,2.280e+5,1.541e+9,6.376e-6
242.9,1.603e+9,5.755e+5,1.602e+9,2.986e-5
243,1.657e+9,1.345e+6,1.655e+9,1.287e-4
243.1,1.694e+9,2.913e+6,1.691e+9,5.102e-4
243.2,1.709e+9,5.842e+6,1.703e+9,1.861e-3
243.3,1.698e+9,1.086e+7,1.687e+9,6.242e-3
243.4,1.662e+9,1.873e+7,1.643e+9,1.927e-2
243.5,1.607e+9,2.997e+7,1.577e+9,5.469e-2
243.6,1.542e+9,4.455e+7,1.498e+9,1.428e-1
243.7,1.477e+9,6.161e+7,1.415e+9,3.432e-1
243.8,1.421e+9,7.935e+7,1.342e+9,7.585e-1
243.9,1.386e+9,9.532e+7,1.290e+9,1.542e+0
244,1.380e+9,1.070e+8,1.273e+9,2.884e+0
244.1,1.411e+9,1.123e+8,1.299e+9,4.962e+0
244.2,1.476e+9,1.103e+8,1.366e+9,7.853e+0
244.3,1.559e+9,1.015e+8,1.457e+9,1.143e+1
244.4,1.632e+9,8.765e+7,1.544e+9,1.531e+1
244.5,1.663e+9,7.106e+7,1.592e+9,1.887e+1
244.6,1.628e+9,5.437e+7,1.574e+9,2.138e+1
244.7,1.519e+9,3.976e+7,1.480e+9,2.230e+1
244.8,1.350e+9,2.864e+7,1.322e+9,2.138e+1
244.9,1.151e+9,2.159e+7,1.129e+9,1.887e+1
245,9.566e+8,1.848e+7,9.382e+8,1.531e+1
245.1,7.998e+8,1.879e+7,7.810e+8,1.143e+1
245.2,7.022e+8,2.191e+7,6.803e+8,7.853e+0
245.3,6.743e+8,2.733e+7,6.469e+8,4.962e+0
245.4,7.169e+8,3.474e+7,6.822e+8,2.884e+0
245.5,8.240e+8,4.404e+7,7.800e+8,1.542e+0
245.6,9.839e+8,5.523e+7,9.287e+8,7.585e-1
245.7,1.180e+9,6.836e+7,1.112e+9,3.432e-1
245.8,1.391e+9,8.327e+7,1.308e+9,1.428e-1
245.9,1.594e+9,9.944e+7,1.495e+9,5.469e-2
246,1.766e+9,1.157e+8,1.650e+9,1.927e-2
246.1,1.888e+9,1.302e+8,1.758e+9,6.242e-3
246.2,1.952e+9,1.410e+8,1.811e+9,1.861e-3
246.3,1.956e+9,1.464e+8,1.810e+9,5.102e-4
246.4,1.911e+9,1.462e+8,1.765e+9,1.287e-4
246.5,1.829e+9,1.421e+8,1.687e+9,2.986e-5
246.6,1.728e+9,1.374e+8,1.591e+9,6.374e-6
246.7,1.625e+9,1.364e+8,1.488e+9,1.252e-6
246.8,1.531e+9,1.422e+8,1.389e+9,2.261e-7
