Wavelength (nm),Sum,Cu I (8.1e-01),Cu II (1.9e-01)
513.52,9.113e+2,9.113e+2,
513.57,1.778e+3,1.778e+3,
513.62,3.404e+3,3.404e+3,
513.67,6.397e+3,6.397e+3,
513.72,1.180e+4,1.180e+4,
513.77,2.135e+4,2.135e+4,
513.82,3.791e+4,3.791e+4,
513.87,6.606e+4,6.606e+4,
513.92,1.130e+5,1.130e+5,
513.97,1.896e+5,1.896e+5,
514.02,3.123e+5,3.123e+5,
514.07,5.047e+5,5.047e+5,
514.12,8.005e+5,8.005e+5,
514.17,1.246e+6,1.246e+6,
514.22,1.903e+6,1.903e+6,
514.27,2.853e+6,2.853e+6,
514.32,4.197e+6,4.197e+6,
514.37,6.059e+6,6.059e+6,
514.42,8.584e+6,8.584e+6,
514.47,1.193e+7,1.193e+7,
514.52,1.628e+7,1.628e+7,
514.57,2.180e+7,2.180e+7,
514.62,2.864e+7,2.864e+7,
514.67,3.693e+7,3.693e+7,
514.72,4.673e+7,4.673e+7,
514.77,5.803e+7,5.803e+7,
514.82,7.071e+7,7.071e+7,
514.87,8.456e+7,8.456e+7,
514.92,9.924e+7,9.924e+7,
514.97,1.143e+8,1.143e+8,
515.02,1.292e+8,1.292e+8,
515.07,1.433e+8,1.433e+8,
515.12,1.559e+8,1.559e+8,
515.17,1.666e+8,1.666e+8,
515.22,1.746e+8,1.746e+8,
515.27,1.796e+8,1.796e+8,
515.32,1.813e+8,1.813e+8,
515.37,1.796e+8,1.796e+8,
515.42,1.746e+8,1.746e+8,
515.47,1.666e+8,1.666e+8,
515.52,1.559e+8,1.559e+8,
515.57,1.433e+8,1.433e+8,
515.62,1.292e+8,1.292e+8,
515.67,1.143e+8,1.143e+8,
515.72,9.924e+7,9.924e+7,
515.77,8.456e+7,8.456e+7,
515.82,7.071e+7,7.071e+7,
515.87,5.803e+7,5.803e+7,
515.92,4.673e+7,4.673e+7,
515.97,3.693e+7,3.693e+7,
516.02,2.864e+7,2.864e+7,
516.07,2.180e+7,2.180e+7,
516.12,1.628e+7,1.628e+7,
516.17,1.193e+7,1.193e+7,
516.22,8.584e+6,8.584e+6,
516.27,6.059e+6,6.059e+6,
516.32,4.197e+6,4.197e+6,
516.37,2.853e+6,2.853e+6,
516.42,1.903e+6,1.903e+6,
516.47,1.246e+6,1.246e+6,
516.52,8.005e+5,8.005e+5,
516.57,5.047e+5,5.047e+5,
516.62,3.123e+5,3.123e+5,
516.67,1.896e+5,1.896e+5,
516.72,1.130e+5,1.130e+5,
516.77,6.606e+4,6.606e+4,
516.82,3.791e+4,3.791e+4,
516.87,2.135e+4,2.135e+4,
516.92,1.180e+4,1.180e+4,
516.97,6.397e+3,6.397e+3,
517.02,3.404e+3,3.404e+3,
517.07,1.778e+3,1.778e+3,
517.12,9.113e+2,9.113e+2,
517.17,4.583e+2,4.583e+2,
517.22,2.262e+2,2.262e+2,
517.27,1.096e+2,1.096e+2,
517.32,5.209e+1,5.209e+1,
517.37,2.430e+1,2.430e+1,
517.42,1.112e+1,1.112e+1,
517.47,4.997e+0,4.997e+0,
517.52,2.203e+0,2.203e+0,
517.57,9.531e-1,9.531e-1,
517.62,4.047e-1,4.047e-1,
517.67,1.686e-1,1.686e-1,
517.72,6.894e-2,6.894e-2,
517.77,2.766e-2,2.766e-2,
517.82,1.089e-2,1.089e-2,
517.87,4.209e-3,4.209e-3,
517.92,1.596e-3,1.596e-3,
517.97,5.940e-4,5.940e-4,
518.02,2.169e-4,2.169e-4,
518.07,7.774e-5,7.774e-5,
518.12,2.734e-5,2.734e-5,
518.17,9.437e-6,9.437e-6,
518.22,3.196e-6,3.196e-6,
518.27,1.062e-6,1.062e-6,
518.32,3.465e-7,3.465e-7,
518.37,1.109e-7,1.109e-7,
518.42,3.485e-8,3.485e-8,
518.67,4.946e-8,4.946e-8,
518.72,1.558e-7,1.558e-7,
518.77,4.820e-7,4.820e-7,
518.82,1.464e-6,1.464e-6,
518.87,4.374e-6,4.374e-6,
518.92,1.281e-5,1.281e-5,
518.97,3.682e-5,3.682e-5,
519.02,1.039e-4,1.039e-4,
519.07,2.880e-4,2.880e-4,
519.12,7.836e-4,7.836e-4,
519.17,2.093e-3,2.093e-3,
519.22,5.490e-3,5.490e-3,
519.27,1.414e-2,1.414e-2,
519.32,3.574e-2,3.574e-2,
519.37,8.872e-2,8.872e-2,
519.42,2.162e-1,2.162e-1,
519.47,5.174e-1,5.174e-1,
519.52,1.216e+0,1.216e+0,
519.57,2.804e+0,2.804e+0,
519.62,6.351e+0,6.351e+0,
519.67,1.412e+1,1.412e+1,
519.72,3.083e+1,3.083e+1,
519.77,6.609e+1,6.609e+1,
519.82,1.391e+2,1.391e+2,
519.87,2.875e+2,2.875e+2,
519.92,5.832e+2,5.832e+2,
519.97,1.162e+3,1.162e+3,
520.02,2.272e+3,2.272e+3,
520.07,4.364e+3,4.364e+3,
520.12,8.229e+3,8.229e+3,
520.17,1.523e+4,1.523e+4,
520.22,2.769e+4,2.769e+4,
520.27,4.943e+4,4.943e+4,
520.32,8.662e+4,8.662e+4,
520.37,1.490e+5,1.490e+5,
520.42,2.518e+5,2.518e+5,
520.47,4.177e+5,4.177e+5,
520.52,6.804e+5,6.804e+5,
520.57,1.088e+6,1.088e+6,
520.62,1.709e+6,1.709e+6,
520.67,2.635e+6,2.635e+6,
520.72,3.989e+6,3.989e+6,
520.77,5.931e+6,5.931e+6,
520.82,8.659e+6,8.659e+6,
520.87,1.241e+7,1.241e+7,
520.92,1.747e+7,1.747e+7,
520.97,2.415e+7,2.415e+7,
521.02,3.277e+7,3.277e+7,
521.07,4.368e+7,4.368e+7,
521.12,5.717e+7,5.717e+7,
521.17,7.347e+7,7.347e+7,
521.22,9.273e+7,9.273e+7,
521.27,1.149e+8,1.149e+8,
521.32,1.399e+8,1.399e+8,
521.37,1.672e+8,1.672e+8,
521.42,1.963e+8,1.963e+8,
521.47,2.263e+8,2.263e+8,
521.52,2.562e+8,2.562e+8,
521.57,2.849e+8,2.849e+8,
521.62,3.111e+8,3.111e+8,
521.67,3.337e+8,3.337e+8,
521.72,3.516e+8,3.516e+8,
521.77,3.638e+8,3.638e+8,
521.82,3.698e+8,3.698e+8,
521.87,3.692e+8,3.692e+8,
521.92,3.620e+8,3.620e+8,
521.97,3.487e+8,3.487e+8,
522.02,3.300e+8,3.300e+8,
522.07,3.068e+8,3.068e+8,
522.12,2.802e+8,2.802e+8,
522.17,2.513e+8,2.513e+8,
522.22,2.215e+8,2.215e+8,
522.27,1.919e+8,1.919e+8,
522.32,1.632e+8,1.632e+8,
522.37,1.365e+8,1.365e+8,
522.42,1.121e+8,1.121e+8,
522.47,9.048e+7,9.048e+7,
522.52,7.176e+7,7.176e+7,
522.57,5.593e+7,5.593e+7,
522.62,4.284e+7,4.284e+7,
522.67,3.224e+7,3.224e+7,
522.72,2.385e+7,2.385e+7,
522.77,1.734e+7,1.734e+7,
522.82,1.239e+7,1.239e+7,
522.87,8.701e+6,8.701e+6,
522.92,6.006e+6,6.006e+6,
522.97,4.075e+6,4.075e+6,
523.02,2.717e+6,2.717e+6,
523.07,1.781e+6,1.781e+6,
523.12,1.148e+6,1.148e+6,
523.17,7.270e+5,7.270e+5,
523.22,4.526e+5,4.526e+5,
523.27,2.770e+5,2.770e+5,
523.32,1.667e+5,1.667e+5,
523.37,9.856e+4,9.856e+4,
523.42,5.730e+4,5.730e+4,
523.47,3.275e+4,3.275e+4,
523.52,1.840e+4,1.840e+4,
523.57,1.016e+4,1.016e+4,
523.62,5.516e+3,5.516e+3,
523.67,2.943e+3,2.943e+3,
523.72,1.544e+3,1.544e+3,
523.77,7.959e+2,7.959e+2,
523.82,4.034e+2,4.034e+2,
523.87,2.009e+2,2.009e+2,
523.92,9.837e+1,9.837e+1,
523.97,4.734e+1,4.734e+1,
524.02,2.239e+1,2.239e+1,
524.07,1.041e+1,1.041e+1,
524.12,4.753e+0,4.753e+0,
524.17,2.134e+0,2.134e+0,
524.22,9.412e-1,9.412e-1,
524.27,4.080e-1,4.080e-1,
524.32,1.738e-1,1.738e-1,
524.37,7.275e-2,7.275e-2,
524.42,2.992e-2,2.992e-2,
524.47,1.209e-2,1.209e-2,
524.52,4.800e-3,4.800e-3,
524.57,1.872e-3,1.872e-3,
524.62,7.175e-4,7.175e-4,
524.67,2.701e-4,2.701e-4,
524.72,9.990e-5,9.990e-5,
524.77,3.630e-5,3.630e-5,
524.82,1.295e-5,1.295e-5,
524.87,4.542e-6,4.542e-6,
524.92,1.564e-6,1.564e-6,
524.97,5.291e-7,5.291e-7,
525.02,1.604e-7,1.604e-7,
525.07,5.266e-8,5.266e-8,
525.12,1.697e-8,1.697e-8,
526.07,1.438e-9,1.438e-9,
526.12,4.434e-9,4.434e-9,
526.17,1.343e-8,1.343e-8,
526.22,3.998e-8,3.998e-8,
526.27,1.169e-7,1.169e-7,
526.32,3.357e-7,3.357e-7,
526.37,9.470e-7,9.470e-7,
526.42,2.624e-6,2.624e-6,
526.47,7.143e-6,7.143e-6,
526.52,1.910e-5,1.910e-5,
526.57,5.017e-5,5.017e-5,
526.62,1.294e-4,1.294e-4,
526.67,3.281e-4,3.281e-4,
526.72,8.168e-4,8.168e-4,
526.77,1.998e-3,1.998e-3,
526.82,4.799e-3,4.799e-3,
526.87,1.132e-2,1.132e-2,
526.92,2.625e-2,2.625e-2,
526.97,5.978e-2,5.978e-2,
527.02,1.337e-1,1.337e-1,
527.07,2.938e-1,2.938e-1,
527.12,6.341e-1,6.341e-1,
527.17,1.344e+0,1.344e+0,
527.22,2.800e+0,2.800e+0,
527.27,5.728e+0,5.728e+0,
527.32,1.151e+1,1.151e+1,
527.37,2.272e+1,2.272e+1,
527.42,4.407e+1,4.407e+1,
527.47,8.394e+1,8.394e+1,
527.52,1.571e+2,1.571e+2,
527.57,2.887e+2,2.887e+2,
527.62,5.212e+2,5.212e+2,
527.67,9.244e+2,9.244e+2,
527.72,1.610e+3,1.610e+3,
527.77,2.756e+3,2.756e+3,
527.82,4.633e+3,4.633e+3,
527.87,7.651e+3,7.651e+3,
527.92,1.241e+4,1.241e+4,
527.97,1.978e+4,1.978e+4,
528.02,3.096e+4,3.096e+4,
528.07,4.760e+4,4.760e+4,
528.12,7.189e+4,7.189e+4,
528.17,1.067e+5,1.067e+5,
528.22,1.554e+5,1.554e+5,
528.27,2.225e+5,2.225e+5,
528.32,3.129e+5,3.129e+5,
528.37,4.323e+5,4.323e+5,
528.42,5.866e+5,5.866e+5,
528.47,7.818e+5,7.818e+5,
528.52,1.024e+6,1.024e+6,
528.57,1.317e+6,1.317e+6,
528.62,1.664e+6,1.664e+6,
528.67,2.065e+6,2.065e+6,
528.72,2.517e+6,2.517e+6,
528.77,3.014e+6,3.014e+6,
528.82,3.546e+6,3.546e+6,
528.87,4.098e+6,4.098e+6,
528.92,4.651e+6,4.651e+6,
528.97,5.186e+6,5.186e+6,
529.02,5.681e+6,5.681e+6,
529.07,6.112e+6,6.112e+6,
529.12,6.460e+6,6.460e+6,
529.17,6.706e+6,6.706e+6,
529.22,6.839e+6,6.839e+6,
529.27,6.852e+6,6.852e+6,
529.32,6.742e+6,6.742e+6,
529.37,6.518e+6,6.518e+6,
529.42,6.189e+6,6.189e+6,
529.47,5.773e+6,5.773e+6,
529.52,5.289e+6,5.289e+6,
529.57,4.760e+6,4.760e+6,
529.62,4.209e+6,4.209e+6,
529.67,3.655e+6,3.655e+6,
529.72,3.118e+6,3.118e+6,
529.77,2.613e+6,2.613e+6,
529.82,2.151e+6,2.151e+6,
529.87,1.739e+6,1.739e+6,
529.92,1.382e+6,1.382e+6,
529.97,1.078e+6,1.078e+6,
530.02,8.263e+5,8.263e+5,
530.07,6.221e+5,6.221e+5,
530.12,4.601e+5,4.601e+5,
530.17,3.343e+5,3.343e+5,
530.22,2.386e+5,2.386e+5,
530.27,1.672e+5,1.672e+5,
530.32,1.152e+5,1.152e+5,
530.37,7.790e+4,7.790e+4,
530.42,5.176e+4,5.176e+4,
530.47,3.378e+4,3.378e+4,
530.52,2.166e+4,2.166e+4,
530.57,1.364e+4,1.364e+4,
530.62,8.440e+3,8.440e+3,
530.67,5.130e+3,5.130e+3,
530.72,3.062e+3,3.062e+3,
530.77,1.796e+3,1.796e+3,
530.82,1.034e+3,1.034e+3,
530.87,5.853e+2,5.853e+2,
530.92,3.254e+2,3.254e+2,
530.97,1.776e+2,1.776e+2,
531.02,9.528e+1,9.528e+1,
531.07,5.020e+1,5.020e+1,
531.12,2.598e+1,2.598e+1,
531.17,1.321e+1,1.321e+1,
531.22,6.596e+0,6.596e+0,
531.27,3.236e+0,3.236e+0,
531.32,1.559e+0,1.559e+0,
531.37,7.380e-1,7.380e-1,
531.42,3.431e-1,3.431e-1,
531.47,1.567e-1,1.567e-1,
531.52,7.032e-2,7.032e-2,
531.57,3.099e-2,3.099e-2,
531.62,1.342e-2,1.342e-2,
531.67,5.706e-3,5.706e-3,
531.72,2.384e-3,2.384e-3,
531.77,9.782e-4,9.782e-4,
531.82,3.943e-4,3.943e-4,
531.87,1.561e-4,1.561e-4,
531.92,6.073e-5,6.073e-5,
531.97,2.320e-5,2.320e-5,
532.02,8.708e-6,8.708e-6,
532.07,3.211e-6,3.211e-6,
532.12,1.163e-6,1.163e-6,
532.17,4.136e-7,4.136e-7,
532.22,1.446e-7,1.446e-7,
532.27,4.962e-8,4.962e-8,
532.32,1.673e-8,1.673e-8,
532.37,5.542e-9,5.542e-9,
532.42,1.803e-9,1.803e-9,
590.54,2.827e-15,,2.827e-15
590.59,7.739e-15,,7.739e-15
590.64,2.089e-14,,2.089e-14
590.69,5.559e-14,,5.559e-14
590.74,1.459e-13,,1.459e-13
590.79,3.773e-13,,3.773e-13
590.84,9.625e-13,,9.625e-13
590.89,2.420e-12,,2.420e-12
590.94,6.001e-12,,6.001e-12
590.99,1.467e-11,,1.467e-11
591.04,3.535e-11,,3.535e-11
591.09,8.400e-11,,8.400e-11
591.14,1.968e-10,,1.968e-10
591.19,4.546e-10,,4.546e-10
591.24,1.035e-9,,1.035e-9
591.29,2.324e-9,,2.324e-9
591.34,5.145e-9,,5.145e-9
591.39,1.123e-8,,1.123e-8
591.44,2.417e-8,,2.417e-8
591.49,5.127e-8,,5.127e-8
591.54,1.072e-7,,1.072e-7
591.59,2.212e-7,,2.212e-7
591.64,4.497e-7,,4.497e-7
591.69,9.016e-7,,9.016e-7
591.74,1.782e-6,,1.782e-6
591.79,3.473e-6,,3.473e-6
591.84,6.672e-6,,6.672e-6
591.89,1.264e-5,,1.264e-5
591.94,2.360e-5,,2.360e-5
591.99,4.347e-5,,4.347e-5
592.04,7.891e-5,,7.891e-5
592.09,1.412e-4,,1.412e-4
592.14,2.493e-4,,2.493e-4
592.19,4.337e-4,,4.337e-4
592.24,7.440e-4,,7.440e-4
592.29,1.258e-3,,1.258e-3
592.34,2.098e-3,,2.098e-3
592.39,3.450e-3,,3.450e-3
592.44,5.593e-3,,5.593e-3
592.49,8.938e-3,,8.938e-3
592.54,1.408e-2,,1.408e-2
592.59,2.188e-2,,2.188e-2
592.64,3.351e-2,,3.351e-2
592.69,5.061e-2,,5.061e-2
592.74,7.535e-2,,7.535e-2
592.79,1.106e-1,,1.106e-1
592.84,1.601e-1,,1.601e-1
592.89,2.284e-1,,2.284e-1
592.94,3.214e-1,,3.214e-1
592.99,4.458e-1,,4.458e-1
593.04,6.097e-1,,6.097e-1
593.09,8.221e-1,,8.221e-1
593.14,1.093e+0,,1.093e+0
593.19,1.432e+0,,1.432e+0
593.24,1.851e+0,,1.851e+0
593.29,2.358e+0,,2.358e+0
593.34,2.963e+0,,2.963e+0
593.39,3.669e+0,,3.669e+0
593.44,4.480e+0,,4.480e+0
593.49,5.394e+0,,5.394e+0
593.54,6.402e+0,,6.402e+0
593.59,7.492e+0,,7.492e+0
593.64,8.645e+0,,8.645e+0
593.69,9.834e+0,,9.834e+0
593.74,1.103e+1,,1.103e+1
593.79,1.220e+1,,1.220e+1
593.84,1.330e+1,,1.330e+1
593.89,1.429e+1,,1.429e+1
593.94,1.515e+1,,1.515e+1
593.99,1.583e+1,,1.583e+1
594.04,1.631e+1,,1.631e+1
594.09,1.656e+1,,1.656e+1
594.14,1.659e+1,,1.659e+1
594.19,1.638e+1,,1.638e+1
594.24,1.594e+1,,1.594e+1
594.29,1.530e+1,,1.530e+1
594.34,1.448e+1,,1.448e+1
594.39,1.351e+1,,1.351e+1
594.44,1.242e+1,,1.242e+1
594.49,1.127e+1,,1.127e+1
594.54,1.007e+1,,1.007e+1
594.59,8.880e+0,,8.880e+0
594.64,7.718e+0,,7.718e+0
594.69,6.614e+0,,6.614e+0
594.74,5.588e+0,,5.588e+0
594.79,4.655e+0,,4.655e+0
594.84,3.823e+0,,3.823e+0
594.89,3.096e+0,,3.096e+0
594.94,2.471e+0,,2.471e+0
594.99,1.945e+0,,1.945e+0
595.04,1.509e+0,,1.509e+0
595.09,1.155e+0,,1.155e+0
595.14,8.712e-1,,8.712e-1
595.19,6.480e-1,,6.480e-1
595.24,4.752e-1,,4.752e-1
595.29,3.435e-1,,3.435e-1
595.34,2.449e-1,,2.449e-1
595.39,1.721e-1,,1.721e-1
595.44,1.192e-1,,1.192e-1
595.49,8.146e-2,,8.146e-2
595.54,5.487e-2,,5.487e-2
595.59,3.643e-2,,3.643e-2
595.64,2.385e-2,,2.385e-2
595.69,1.540e-2,,1.540e-2
595.74,9.800e-3,,9.800e-3
595.79,6.149e-3,,6.149e-3
595.84,3.804e-3,,3.804e-3
595.89,2.321e-3,,2.321e-3
595.94,1.396e-3,,1.396e-3
595.99,8.274e-4,,8.274e-4
596.04,4.837e-4,,4.837e-4
596.09,2.788e-4,,2.788e-4
596.14,1.584e-4,,1.584e-4
596.19,8.876e-5,,8.876e-5
596.24,4.903e-5,,4.903e-5
596.29,2.670e-5,,2.670e-5
596.34,1.434e-5,,1.434e-5
596.39,7.590e-6,,7.590e-6
596.44,3.962e-6,,3.962e-6
596.49,2.039e-6,,2.039e-6
596.54,1.034e-6,,1.034e-6
596.59,5.174e-7,,5.174e-7
596.64,2.552e-7,,2.552e-7
596.69,1.241e-7,,1.241e-7
596.74,5.949e-8,,5.949e-8
596.79,2.812e-8,,2.812e-8
596.84,1.310e-8,,1.310e-8
596.89,6.021e-9,,6.021e-9
596.94,2.728e-9,,2.728e-9
596.99,1.218e-9,,1.218e-9
597.04,5.365e-10,,5.365e-10
597.09,2.329e-10,,2.329e-10
597.14,9.971e-11,,9.971e-11
597.19,4.208e-11,,4.208e-11
597.24,1.751e-11,,1.751e-11
597.29,7.183e-12,,7.183e-12
597.34,2.906e-12,,2.906e-12
597.39,1.159e-12,,1.159e-12
597.44,4.556e-13,,4.556e-13
597.49,1.766e-13,,1.766e-13
597.54,6.750e-14,,6.750e-14
597.59,2.543e-14,,2.543e-14
597.64,9.450e-15,,9.450e-15
597.69,3.461e-15,,3.461e-15
