Wavelength (nm),Sum,Cu I (1.2e-02),Cu II (9.5e-01)
234.48,1.449e+2,,1.449e+2
234.53,2.864e+1,,2.864e+1
234.58,5.163e+0,,5.163e+0
234.63,8.493e-1,,8.493e-1
234.68,1.275e-1,,1.275e-1
234.73,1.746e-2,,1.746e-2
234.78,2.182e-3,,2.182e-3
234.83,2.489e-4,,2.489e-4
234.88,2.589e-5,,2.589e-5
234.93,2.458e-6,,2.458e-6
234.98,2.130e-7,,2.130e-7
235.03,1.684e-8,,1.684e-8
235.58,6.709e-6,,6.709e-6
235.63,7.899e-5,,7.899e-5
235.68,8.510e-4,,8.510e-4
235.73,8.386e-3,,8.386e-3
235.78,7.560e-2,,7.560e-2
235.83,6.235e-1,,6.235e-1
235.88,4.704e+0,,4.704e+0
235.93,3.247e+1,,3.247e+1
235.98,2.050e+2,,2.050e+2
236.03,1.184e+3,,1.184e+3
236.08,6.259e+3,,6.259e+3
236.13,3.026e+4,,3.026e+4
236.18,1.338e+5,,1.338e+5
236.23,5.414e+5,,5.414e+5
236.28,2.004e+6,,2.004e+6
236.33,6.785e+6,,6.785e+6
236.38,2.102e+7,,2.102e+7
236.43,5.956e+7,,5.956e+7
236.48,1.544e+8,,1.544e+8
236.53,3.662e+8,,3.662e+8
236.58,7.944e+8,,7.944e+8
236.63,1.577e+9,,1.577e+9
236.68,2.863e+9,,2.863e+9
236.73,4.755e+9,,4.755e+9
236.78,7.226e+9,,7.226e+9
236.83,1.005e+10,,1.005e+10
236.88,1.277e+10,,1.277e+10
236.93,1.486e+10,,1.486e+10
236.98,1.582e+10,,1.582e+10
237.03,1.540e+10,,1.540e+10
237.08,1.372e+10,,1.372e+10
237.13,1.118e+10,,1.118e+10
237.18,8.338e+9,,8.338e+9
237.23,5.695e+9,,5.695e+9
237.28,3.571e+9,,3.571e+9
237.33,2.069e+9,,2.069e+9
237.38,1.131e+9,,1.131e+9
237.43,6.164e+8,,6.164e+8
237.48,3.730e+8,,3.730e+8
237.53,2.784e+8,,2.784e+8
237.58,2.496e+8,,2.496e+8
237.63,2.380e+8,,2.380e+8
237.68,2.207e+8,,2.207e+8
237.73,1.912e+8,,1.912e+8
237.78,1.528e+8,,1.528e+8
237.83,1.119e+8,,1.119e+8
237.88,7.512e+7,,7.512e+7
237.93,4.616e+7,,4.616e+7
237.98,2.596e+7,,2.596e+7
238.03,1.336e+7,,1.336e+7
238.08,6.295e+6,,6.295e+6
238.13,2.714e+6,,2.714e+6
238.18,1.071e+6,,1.071e+6
238.23,3.869e+5,,3.869e+5
238.28,1.279e+5,,1.279e+5
238.33,3.871e+4,,3.871e+4
238.38,1.072e+4,,1.072e+4
238.43,2.718e+3,,2.718e+3
238.48,6.305e+2,,6.305e+2
238.53,1.339e+2,,1.339e+2
238.58,2.602e+1,,2.602e+1
238.63,4.628e+0,,4.628e+0
238.68,7.536e-1,,7.536e-1
238.73,1.123e-1,,1.123e-1
238.78,1.531e-2,,1.531e-2
238.83,1.912e-3,,1.912e-3
238.88,2.185e-4,,2.185e-4
238.93,2.414e-5,,2.414e-5
238.98,1.620e-5,,1.620e-5
239.03,1.392e-4,,1.392e-4
239.08,1.264e-3,,1.264e-3
239.13,1.054e-2,,1.054e-2
239.18,8.056e-2,,8.056e-2
239.23,5.650e-1,,5.650e-1
239.28,3.633e+0,,3.633e+0
239.33,2.143e+1,,2.143e+1
239.38,1.159e+2,,1.159e+2
239.43,5.749e+2,,5.749e+2
239.48,2.615e+3,,2.615e+3
239.53,1.091e+4,,1.091e+4
239.58,4.174e+4,,4.174e+4
239.63,1.464e+5,,1.464e+5
239.68,4.712e+5,,4.712e+5
239.73,1.390e+6,,1.390e+6
239.78,3.762e+6,,3.762e+6
239.83,9.336e+6,,9.336e+6
239.88,2.125e+7,,2.125e+7
239.93,4.435e+7,,4.435e+7
239.98,8.489e+7,,8.489e+7
240.03,1.490e+8,,1.490e+8
240.08,2.399e+8,,2.399e+8
240.13,3.541e+8,,3.541e+8
240.18,4.794e+8,,4.794e+8
240.23,5.953e+8,,5.953e+8
240.28,6.778e+8,,6.778e+8
240.33,7.078e+8,,7.078e+8
240.38,6.778e+8,,6.778e+8
240.43,5.953e+8,,5.953e+8
240.48,4.794e+8,,4.794e+8
240.53,3.541e+8,,3.541e+8
240.58,2.399e+8,,2.399e+8
240.63,1.490e+8,,1.490e+8
240.68,8.489e+7,,8.489e+7
240.73,4.435e+7,,4.435e+7
240.78,2.125e+7,,2.125e+7
240.83,9.336e+6,,9.336e+6
240.88,3.762e+6,,3.762e+6
240.93,1.390e+6,,1.390e+6
240.98,4.712e+5,,4.712e+5
241.03,1.464e+5,,1.464e+5
241.08,4.174e+4,,4.174e+4
241.13,1.091e+4,,1.091e+4
241.18,2.615e+3,,2.615e+3
241.23,5.749e+2,,5.749e+2
241.28,1.159e+2,,1.159e+2
241.33,2.152e+1,,2.152e+1
241.38,4.209e+0,,4.209e+0
241.43,3.916e+0,,3.916e+0
241.48,1.798e+1,,1.798e+1
241.53,8.786e+1,,8.786e+1
241.58,3.960e+2,,3.960e+2
241.63,1.639e+3,,1.639e+3
241.68,6.232e+3,,6.232e+3
241.73,2.176e+4,,2.176e+4
241.78,6.979e+4,,6.979e+4
241.83,2.056e+5,,2.056e+5
241.88,5.562e+5,,5.562e+5
241.93,1.382e+6,,1.382e+6
241.98,3.154e+6,,3.154e+6
242.03,6.611e+6,,6.611e+6
242.08,1.273e+7,,1.273e+7
242.13,2.250e+7,,2.250e+7
242.18,3.654e+7,,3.654e+7
242.23,5.451e+7,,5.451e+7
242.28,7.467e+7,,7.467e+7
242.33,9.395e+7,,9.395e+7
242.38,1.086e+8,,1.086e+8
242.43,1.152e+8,,1.152e+8
242.48,1.123e+8,,1.123e+8
242.53,1.006e+8,,1.006e+8
242.58,8.269e+7,,8.269e+7
242.63,6.245e+7,,6.245e+7
242.68,4.332e+7,,4.332e+7
242.73,2.760e+7,,2.760e+7
242.78,1.615e+7,,1.615e+7
242.83,8.679e+6,,8.679e+6
242.88,4.284e+6,,4.284e+6
242.93,1.942e+6,,1.942e+6
242.98,8.086e+5,,8.086e+5
243.03,3.092e+5,,3.092e+5
243.08,1.086e+5,,1.086e+5
243.13,3.504e+4,,3.504e+4
243.18,1.038e+4,,1.038e+4
243.23,2.825e+3,,2.825e+3
243.28,7.061e+2,,7.061e+2
243.33,1.621e+2,,1.621e+2
243.38,3.417e+1,,3.417e+1
243.43,6.617e+0,,6.617e+0
243.48,1.177e+0,,1.177e+0
243.53,1.922e-1,,1.922e-1
243.58,2.884e-2,,2.884e-2
243.63,3.974e-3,,3.974e-3
243.68,5.030e-4,,5.030e-4
243.73,5.846e-5,,5.846e-5
243.78,6.241e-6,,6.241e-6
243.83,6.120e-7,,6.120e-7
243.88,5.511e-8,,5.511e-8
245.83,2.739e-8,,2.739e-8
245.88,3.053e-7,,3.053e-7
245.93,3.136e-6,,3.136e-6
245.98,2.968e-5,,2.968e-5
246.03,2.589e-4,,2.589e-4
246.08,2.081e-3,,2.081e-3
246.13,1.542e-2,,1.542e-2
246.18,1.052e-1,,1.052e-1
246.23,6.620e-1,,6.620e-1
246.28,3.838e+0,,3.838e+0
246.33,2.050e+1,,2.050e+1
246.38,1.009e+2,,1.009e+2
246.43,4.577e+2,,4.577e+2
246.48,1.913e+3,,1.913e+3
246.53,7.371e+3,,7.371e+3
246.58,2.616e+4,,2.616e+4
246.63,8.559e+4,,8.559e+4
246.68,2.580e+5,,2.580e+5
246.73,7.167e+5,,7.167e+5
246.78,1.835e+6,,1.835e+6
246.83,4.328e+6,,4.328e+6
246.88,9.408e+6,,9.408e+6
246.93,1.885e+7,,1.885e+7
246.98,3.479e+7,,3.479e+7
247.03,5.918e+7,,5.918e+7
247.08,9.277e+7,,9.277e+7
247.13,1.340e+8,,1.340e+8
247.18,1.784e+8,,1.784e+8
247.23,2.188e+8,,2.188e+8
247.28,2.474e+8,,2.474e+8
247.33,2.577e+8,,2.577e+8
247.38,2.474e+8,,2.474e+8
247.43,2.188e+8,,2.188e+8
247.48,1.784e+8,,1.784e+8
247.53,1.340e+8,,1.340e+8
247.58,9.277e+7,,9.277e+7
247.63,5.918e+7,,5.918e+7
247.68,3.479e+7,,3.479e+7
247.73,1.885e+7,1.320e-8,1.885e+7
247.78,9.418e+6,1.374e-7,9.418e+6
247.83,4.362e+6,1.319e-6,4.362e+6
247.88,1.947e+6,1.169e-5,1.947e+6
247.93,1.051e+6,9.559e-5,1.051e+6
247.98,1.178e+6,7.211e-4,1.178e+6
248.03,2.418e+6,5.019e-3,2.418e+6
248.08,5.481e+6,3.223e-2,5.481e+6
248.13,1.177e+7,1.910e-1,1.177e+7
248.18,2.341e+7,1.044e+0,2.341e+7
248.23,4.295e+7,5.265e+0,4.295e+7
248.28,7.267e+7,2.450e+1,7.267e+7
248.33,1.134e+8,1.052e+2,1.134e+8
248.38,1.632e+8,4.168e+2,1.632e+8
248.43,2.166e+8,1.523e+3,2.166e+8
248.48,2.652e+8,5.137e+3,2.652e+8
248.53,2.995e+8,1.599e+4,2.994e+8
248.58,3.119e+8,4.589e+4,3.118e+8
248.63,2.996e+8,1.216e+5,2.994e+8
248.68,2.655e+8,2.971e+5,2.652e+8
248.73,2.173e+8,6.699e+5,2.166e+8
248.78,1.646e+8,1.394e+6,1.632e+8
248.83,1.161e+8,2.675e+6,1.134e+8
248.88,7.740e+7,4.738e+6,7.267e+7
248.93,5.069e+7,7.742e+6,4.294e+7
248.98,3.508e+7,1.167e+7,2.341e+7
249.03,2.800e+7,1.624e+7,1.177e+7
249.08,2.630e+7,2.084e+7,5.455e+6
249.13,2.701e+7,2.468e+7,2.332e+6
249.18,2.788e+7,2.696e+7,9.198e+5
249.23,2.752e+7,2.718e+7,3.345e+5
249.28,2.540e+7,2.528e+7,1.122e+5
249.33,2.173e+7,2.170e+7,3.471e+4
249.38,1.719e+7,1.718e+7,9.902e+3
249.43,1.255e+7,1.255e+7,2.606e+3
249.48,8.460e+6,8.459e+6,6.329e+2
249.53,5.261e+6,5.261e+6,1.452e+2
249.58,3.019e+6,3.019e+6,4.949e+1
249.63,1.598e+6,1.598e+6,1.093e+2
249.68,7.811e+5,7.806e+5,4.907e+2
249.73,3.539e+5,3.518e+5,2.136e+3
249.78,1.549e+5,1.463e+5,8.599e+3
249.83,8.810e+4,5.612e+4,3.198e+4
249.88,1.297e+5,1.987e+4,1.098e+5
249.93,3.548e+5,6.488e+3,3.483e+5
249.98,1.022e+6,1.955e+3,1.020e+6
250.03,2.760e+6,5.436e+2,2.759e+6
250.08,6.892e+6,1.394e+2,6.891e+6
250.13,1.590e+7,3.300e+1,1.590e+7
250.18,3.386e+7,7.207e+0,3.386e+7
250.23,6.661e+7,1.452e+0,6.661e+7
250.28,1.210e+8,2.699e-1,1.210e+8
250.33,2.030e+8,4.630e-2,2.030e+8
250.38,3.145e+8,7.327e-3,3.145e+8
250.43,4.500e+8,1.070e-3,4.500e+8
250.48,5.946e+8,1.441e-4,5.946e+8
250.53,7.255e+8,1.791e-5,7.255e+8
250.58,8.175e+8,2.054e-6,8.175e+8
250.63,8.507e+8,2.174e-7,8.507e+8
250.68,8.175e+8,2.122e-8,8.175e+8
250.73,7.255e+8,1.912e-9,7.255e+8
250.78,5.946e+8,,5.946e+8
250.83,4.500e+8,,4.500e+8
250.88,3.145e+8,,3.145e+8
250.93,2.030e+8,,2.030e+8
250.98,1.210e+8,,1.210e+8
251.03,6.661e+7,,6.661e+7
251.08,3.386e+7,,3.386e+7
251.13,1.590e+7,,1.590e+7
251.18,6.891e+6,,6.891e+6
251.23,2.759e+6,,2.759e+6
251.28,1.020e+6,,1.020e+6
251.33,3.483e+5,,3.483e+5
251.38,1.098e+5,,1.098e+5
251.43,3.198e+4,,3.198e+4
251.48,8.599e+3,,8.599e+3
251.53,2.136e+3,,2.136e+3
251.58,4.916e+2,,4.916e+2
251.63,1.136e+2,,1.136e+2
251.68,6.801e+1,,6.801e+1
251.73,2.167e+2,,2.167e+2
251.78,8.803e+2,,8.803e+2
251.83,3.358e+3,,3.358e+3
251.88,1.185e+4,,1.185e+4
251.93,3.870e+4,,3.870e+4
251.98,1.169e+5,,1.169e+5
252.03,3.265e+5,,3.265e+5
252.08,8.439e+5,,8.439e+5
252.13,2.019e+6,,2.019e+6
252.18,4.472e+6,,4.472e+6
252.23,9.180e+6,,9.180e+6
252.28,1.748e+7,,1.748e+7
252.33,3.094e+7,,3.094e+7
252.38,5.099e+7,,5.099e+7
252.43,7.855e+7,,7.855e+7
252.48,1.136e+8,,1.136e+8
252.53,1.551e+8,,1.551e+8
252.58,2.013e+8,,2.013e+8
252.63,2.502e+8,,2.502e+8
252.68,2.994e+8,,2.994e+8
252.73,3.463e+8,,3.463e+8
252.78,3.868e+8,,3.868e+8
252.83,4.157e+8,,4.157e+8
252.88,4.272e+8,,4.272e+8
252.93,4.168e+8,,4.168e+8
252.98,3.836e+8,,3.836e+8
253.03,3.311e+8,,3.311e+8
253.08,2.669e+8,,2.669e+8
253.13,2.003e+8,,2.003e+8
253.18,1.397e+8,,1.397e+8
253.23,9.034e+7,,9.034e+7
253.28,5.415e+7,,5.415e+7
253.33,3.006e+7,,3.006e+7
253.38,1.544e+7,,1.544e+7
253.43,7.341e+6,,7.341e+6
253.48,3.229e+6,,3.229e+6
253.53,1.315e+6,,1.315e+6
253.58,4.987e+5,,4.987e+5
253.63,1.886e+5,,1.886e+5
253.68,1.144e+5,,1.144e+5
253.73,2.117e+5,,2.117e+5
253.78,6.025e+5,,6.025e+5
253.83,1.697e+6,,1.697e+6
253.88,4.452e+6,,4.452e+6
253.93,1.082e+7,,1.082e+7
253.98,2.433e+7,,2.433e+7
254.03,5.067e+7,,5.067e+7
254.08,9.766e+7,,9.766e+7
254.13,1.743e+8,,1.743e+8
254.18,2.879e+8,,2.879e+8
254.23,4.401e+8,,4.401e+8
254.28,6.230e+8,,6.230e+8
254.33,8.163e+8,,8.163e+8
254.38,9.901e+8,,9.901e+8
254.43,1.112e+9,,1.112e+9
254.48,1.155e+9,,1.155e+9
254.53,1.112e+9,,1.112e+9
254.58,9.901e+8,,9.901e+8
254.63,8.163e+8,,8.163e+8
254.68,6.230e+8,,6.230e+8
254.73,4.401e+8,,4.401e+8
254.78,2.879e+8,,2.879e+8
254.83,1.743e+8,,1.743e+8
254.88,9.766e+7,,9.766e+7
254.93,5.067e+7,,5.067e+7
254.98,2.433e+7,,2.433e+7
255.03,1.082e+7,,1.082e+7
255.08,4.451e+6,,4.451e+6
255.13,1.696e+6,,1.696e+6
255.18,5.980e+5,,5.980e+5
255.23,1.952e+5,,1.952e+5
255.28,5.899e+4,,5.899e+4
255.33,1.650e+4,,1.650e+4
255.38,4.273e+3,,4.273e+3
255.43,1.024e+3,,1.024e+3
255.48,2.273e+2,,2.273e+2
255.53,4.668e+1,,4.668e+1
255.58,8.877e+0,,8.877e+0
255.63,1.562e+0,,1.562e+0
255.68,2.546e-1,,2.546e-1
255.73,3.840e-2,,3.840e-2
255.78,5.361e-3,,5.361e-3
255.83,6.930e-4,,6.930e-4
255.88,8.291e-5,,8.291e-5
255.93,9.183e-6,,9.183e-6
255.98,9.415e-7,,9.415e-7
256.03,8.936e-8,,8.936e-8
257.48,1.356e-8,,1.356e-8
257.53,1.355e-7,,1.355e-7
257.58,1.258e-6,,1.258e-6
257.63,1.083e-5,,1.083e-5
257.68,8.659e-5,,8.659e-5
257.73,6.425e-4,,6.425e-4
257.78,4.425e-3,,4.425e-3
257.83,2.829e-2,,2.829e-2
257.88,1.679e-1,,1.679e-1
257.93,9.247e-1,,9.247e-1
257.98,4.728e+0,,4.728e+0
258.03,2.243e+1,,2.243e+1
258.08,9.882e+1,,9.882e+1
258.13,4.040e+2,,4.040e+2
258.18,1.533e+3,,1.533e+3
258.23,5.401e+3,,5.401e+3
258.28,1.766e+4,,1.766e+4
258.33,5.359e+4,,5.359e+4
258.38,1.509e+5,,1.509e+5
258.43,3.947e+5,,3.947e+5
258.48,9.579e+5,,9.579e+5
258.53,2.158e+6,,2.158e+6
258.58,4.512e+6,,4.512e+6
258.63,8.756e+6,,8.756e+6
258.68,1.577e+7,,1.577e+7
258.73,2.638e+7,,2.638e+7
258.78,4.094e+7,,4.094e+7
258.83,5.898e+7,,5.898e+7
258.88,7.886e+7,,7.886e+7
258.93,9.788e+7,,9.788e+7
258.98,1.128e+8,,1.128e+8
259.03,1.206e+8,,1.206e+8
259.08,1.197e+8,,1.197e+8
259.13,1.103e+8,,1.103e+8
259.18,9.443e+7,,9.443e+7
259.23,7.520e+7,,7.520e+7
259.28,5.604e+7,,5.604e+7
259.33,3.984e+7,,3.984e+7
259.38,2.868e+7,,2.868e+7
259.43,2.399e+7,,2.399e+7
259.48,2.701e+7,,2.701e+7
259.53,3.916e+7,,3.916e+7
259.58,6.213e+7,,6.213e+7
259.63,9.752e+7,,9.752e+7
259.68,1.459e+8,,1.459e+8
259.73,2.061e+8,,2.061e+8
259.78,2.738e+8,,2.738e+8
259.83,3.421e+8,,3.421e+8
259.88,4.019e+8,,4.019e+8
259.93,4.438e+8,,4.438e+8
259.98,4.602e+8,,4.602e+8
260.03,4.479e+8,,4.479e+8
260.08,4.088e+8,,4.088e+8
260.13,3.495e+8,,3.495e+8
260.18,2.796e+8,,2.796e+8
260.23,2.091e+8,,2.091e+8
260.28,1.460e+8,4.323e-8,1.460e+8
260.33,9.517e+7,4.056e-7,9.517e+7
260.38,5.782e+7,3.539e-6,5.782e+7
260.43,3.274e+7,2.870e-5,3.274e+7
260.48,1.726e+7,2.164e-4,1.726e+7
260.53,8.470e+6,1.517e-3,8.470e+6
260.58,3.867e+6,9.883e-3,3.867e+6
260.63,1.642e+6,5.987e-2,1.642e+6
260.68,6.484e+5,3.372e-1,6.484e+5
260.73,2.380e+5,1.765e+0,2.380e+5
260.78,8.120e+4,8.594e+0,8.119e+4
260.83,2.578e+4,3.889e+1,2.574e+4
260.88,7.746e+3,1.636e+2,7.583e+3
260.93,2.715e+3,6.398e+2,2.075e+3
260.98,2.854e+3,2.326e+3,5.277e+2
261.03,7.988e+3,7.864e+3,1.246e+2
261.08,2.474e+4,2.471e+4,2.735e+1
261.13,7.220e+4,7.219e+4,5.574e+0
261.18,1.961e+5,1.961e+5,1.055e+0
261.23,4.951e+5,4.951e+5,1.855e-1
261.28,1.162e+6,1.162e+6,3.030e-2
261.33,2.536e+6,2.536e+6,4.596e-3
261.38,5.145e+6,5.145e+6,6.474e-4
261.43,9.704e+6,9.704e+6,8.471e-5
261.48,1.701e+7,1.701e+7,1.029e-5
261.53,2.774e+7,2.774e+7,1.161e-6
261.58,4.203e+7,4.203e+7,1.217e-7
261.63,5.922e+7,5.922e+7,
261.68,7.756e+7,7.756e+7,
261.73,9.444e+7,9.444e+7,
261.78,1.069e+8,1.069e+8,
261.83,1.125e+8,1.125e+8,
261.88,1.101e+8,1.101e+8,
261.93,1.001e+8,1.001e+8,
261.98,8.465e+7,8.465e+7,
262.03,6.654e+7,6.654e+7,
262.08,4.863e+7,4.863e+7,
262.13,3.304e+7,3.304e+7,
262.18,2.087e+7,2.087e+7,
262.23,1.225e+7,1.225e+7,
262.28,6.690e+6,6.690e+6,
262.33,3.395e+6,3.395e+6,
262.38,1.602e+6,1.602e+6,
262.44,5.906e+5,5.906e+5,
262.49,2.374e+5,2.374e+5,
262.54,8.868e+4,8.868e+4,
262.59,3.080e+4,3.080e+4,
262.64,9.945e+3,9.945e+3,
262.69,2.985e+3,2.985e+3,
262.74,8.331e+2,8.331e+2,
262.79,2.162e+2,2.162e+2,
262.84,5.214e+1,5.214e+1,
262.89,1.169e+1,1.169e+1,
262.94,2.437e+0,2.437e+0,
262.99,4.723e-1,4.723e-1,
263.04,8.509e-2,8.509e-2,
263.09,1.425e-2,1.425e-2,
263.14,2.219e-3,2.219e-3,
263.19,3.213e-4,3.213e-4,
263.24,4.324e-5,4.324e-5,
263.29,5.410e-6,5.410e-6,
263.34,6.292e-7,6.292e-7,
263.39,6.804e-8,6.804e-8,
267.29,2.223e-8,,2.223e-8
267.34,2.074e-7,,2.074e-7
267.39,1.805e-6,,1.805e-6
267.44,1.467e-5,,1.467e-5
267.49,1.112e-4,,1.112e-4
267.54,7.866e-4,,7.866e-4
267.59,5.193e-3,,5.193e-3
267.64,3.199e-2,,3.199e-2
267.69,1.839e-1,,1.839e-1
267.74,9.869e-1,,9.869e-1
267.79,4.941e+0,,4.941e+0
267.84,2.309e+1,,2.309e+1
267.89,1.007e+2,,1.007e+2
267.94,4.096e+2,,4.096e+2
267.99,1.556e+3,,1.556e+3
268.04,5.512e+3,,5.512e+3
268.09,1.823e+4,,1.823e+4
268.14,5.625e+4,,5.625e+4
268.19,1.620e+5,,1.620e+5
268.24,4.354e+5,,4.354e+5
268.29,1.092e+6,,1.092e+6
268.34,2.556e+6,,2.556e+6
268.39,5.582e+6,,5.582e+6
268.44,1.138e+7,,1.138e+7
268.49,2.164e+7,,2.164e+7
268.54,3.841e+7,,3.841e+7
268.59,6.363e+7,,6.363e+7
268.64,9.835e+7,,9.835e+7
268.69,1.419e+8,,1.419e+8
268.74,1.910e+8,,1.910e+8
268.79,2.399e+8,,2.399e+8
268.84,2.813e+8,,2.813e+8
268.89,3.077e+8,,3.077e+8
268.94,3.142e+8,,3.142e+8
268.99,2.994e+8,,2.994e+8
269.04,2.662e+8,,2.662e+8
269.09,2.208e+8,,2.208e+8
269.14,1.710e+8,,1.710e+8
269.19,1.236e+8,,1.236e+8
269.24,8.333e+7,,8.333e+7
269.29,5.247e+7,,5.247e+7
269.34,3.090e+7,,3.090e+7
269.39,1.718e+7,,1.718e+7
269.44,9.419e+6,,9.419e+6
269.49,6.011e+6,,6.011e+6
269.54,6.068e+6,,6.068e+6
269.59,9.617e+6,,9.617e+6
269.64,1.761e+7,,1.761e+7
269.69,3.179e+7,,3.179e+7
269.74,5.430e+7,,5.430e+7
269.79,8.711e+7,,8.711e+7
269.84,1.311e+8,,1.311e+8
269.89,1.855e+8,,1.855e+8
269.94,2.468e+8,,2.468e+8
269.99,3.097e+8,,3.097e+8
270.04,3.673e+8,,3.673e+8
270.09,4.127e+8,,4.127e+8
270.14,4.406e+8,,4.406e+8
270.19,4.479e+8,,4.479e+8
270.24,4.343e+8,,4.343e+8
270.29,4.023e+8,,4.023e+8
270.34,3.558e+8,,3.558e+8
270.39,3.004e+8,,3.004e+8
270.44,2.415e+8,,2.415e+8
270.49,1.846e+8,,1.846e+8
270.54,1.337e+8,,1.337e+8
270.59,9.169e+7,,9.169e+7
270.64,5.950e+7,,5.950e+7
270.69,3.684e+7,,3.684e+7
270.74,2.262e+7,,2.262e+7
270.79,1.559e+7,,1.559e+7
270.84,1.498e+7,,1.498e+7
270.89,2.085e+7,,2.085e+7
270.94,3.408e+7,,3.408e+7
270.99,5.603e+7,,5.603e+7
271.04,8.776e+7,,8.776e+7
271.09,1.291e+8,,1.291e+8
271.14,1.776e+8,,1.776e+8
271.19,2.285e+8,,2.285e+8
271.24,2.750e+8,,2.750e+8
271.29,3.097e+8,,3.097e+8
271.34,3.271e+8,,3.271e+8
271.39,3.253e+8,,3.253e+8
271.44,3.067e+8,,3.067e+8
271.49,2.779e+8,,2.779e+8
271.54,2.477e+8,,2.477e+8
271.59,2.241e+8,,2.241e+8
271.64,2.124e+8,,2.124e+8
271.69,2.134e+8,,2.134e+8
271.74,2.237e+8,,2.237e+8
271.79,2.368e+8,,2.368e+8
271.84,2.455e+8,,2.455e+8
271.89,2.441e+8,,2.441e+8
271.94,2.298e+8,,2.298e+8
271.99,2.035e+8,,2.035e+8
272.04,1.690e+8,,1.690e+8
272.09,1.314e+8,,1.314e+8
272.14,9.554e+7,,9.554e+7
272.19,6.495e+7,,6.495e+7
272.24,4.127e+7,,4.127e+7
272.29,2.452e+7,,2.452e+7
272.34,1.361e+7,,1.361e+7
272.39,7.061e+6,,7.061e+6
272.44,3.424e+6,,3.424e+6
272.49,1.552e+6,,1.552e+6
272.54,6.573e+5,,6.573e+5
272.59,2.602e+5,,2.602e+5
272.64,9.626e+4,,9.626e+4
272.69,3.328e+4,,3.328e+4
272.74,1.076e+4,,1.076e+4
272.79,3.248e+3,,3.248e+3
272.84,9.168e+2,,9.168e+2
272.89,2.419e+2,,2.419e+2
272.94,5.963e+1,,5.963e+1
272.99,1.374e+1,,1.374e+1
273.04,2.959e+0,,2.959e+0
273.09,5.955e-1,,5.955e-1
273.14,1.120e-1,,1.120e-1
273.19,1.969e-2,,1.969e-2
273.24,3.235e-3,,3.235e-3
273.29,4.968e-4,,4.968e-4
273.34,7.130e-5,,7.130e-5
273.39,9.563e-6,,9.563e-6
273.44,1.199e-6,,1.199e-6
273.49,1.404e-7,,1.404e-7
274.99,1.120e-8,1.120e-8,
275.04,9.364e-8,9.364e-8,
275.09,7.332e-7,7.332e-7,
275.14,5.379e-6,5.379e-6,
275.19,3.696e-5,3.696e-5,
275.24,2.379e-4,2.379e-4,
275.29,1.434e-3,1.434e-3,3.536e-8
275.34,8.103e-3,8.102e-3,3.059e-7
275.39,4.287e-2,4.287e-2,2.478e-6
275.44,2.125e-1,2.125e-1,1.882e-5
275.49,9.867e-1,9.866e-1,1.338e-4
275.54,4.292e+0,4.291e+0,8.919e-4
275.59,1.749e+1,1.748e+1,5.569e-3
275.64,6.676e+1,6.672e+1,3.258e-2
275.69,2.387e+2,2.385e+2,1.785e-1
275.74,7.998e+2,7.989e+2,9.167e-1
275.79,2.511e+3,2.506e+3,4.410e+0
275.84,7.386e+3,7.366e+3,1.988e+1
275.89,2.036e+4,2.028e+4,8.393e+1
275.94,5.263e+4,5.230e+4,3.321e+2
275.99,1.276e+5,1.263e+5,1.231e+3
276.04,2.902e+5,2.859e+5,4.274e+3
276.09,6.200e+5,6.060e+5,1.391e+4
276.14,1.246e+6,1.203e+6,4.239e+4
276.19,2.360e+6,2.239e+6,1.211e+5
276.24,4.225e+6,3.901e+6,3.239e+5
276.29,7.180e+6,6.368e+6,8.121e+5
276.34,1.164e+7,9.737e+6,1.907e+6
276.39,1.814e+7,1.395e+7,4.197e+6
276.44,2.737e+7,1.871e+7,8.653e+6
276.49,4.023e+7,2.352e+7,1.671e+7
276.54,5.794e+7,2.770e+7,3.024e+7
276.59,8.183e+7,3.055e+7,5.128e+7
276.64,1.130e+8,3.156e+7,8.146e+7
276.69,1.518e+8,3.055e+7,1.212e+8
276.74,1.967e+8,2.770e+7,1.690e+8
276.79,2.443e+8,2.352e+7,2.208e+8
276.84,2.890e+8,1.871e+7,2.703e+8
276.89,3.238e+8,1.395e+7,3.099e+8
276.94,3.427e+8,9.737e+6,3.329e+8
276.99,3.415e+8,6.368e+6,3.351e+8
277.04,3.199e+8,3.901e+6,3.160e+8
277.09,2.814e+8,2.239e+6,2.792e+8
277.14,2.323e+8,1.203e+6,2.311e+8
277.19,1.798e+8,6.060e+5,1.792e+8
277.24,1.305e+8,2.859e+5,1.302e+8
277.29,8.878e+7,1.263e+5,8.866e+7
277.34,5.660e+7,5.230e+4,5.655e+7
277.39,3.381e+7,2.028e+4,3.379e+7
277.44,1.892e+7,7.366e+3,1.892e+7
277.49,9.924e+6,2.506e+3,9.922e+6
277.54,4.877e+6,7.989e+2,4.876e+6
277.59,2.245e+6,2.385e+2,2.245e+6
277.64,9.684e+5,6.672e+1,9.683e+5
277.69,3.914e+5,1.748e+1,3.913e+5
277.74,1.482e+5,4.291e+0,1.482e+5
277.79,5.256e+4,9.866e-1,5.256e+4
277.84,1.747e+4,2.125e-1,1.747e+4
277.89,5.440e+3,4.287e-2,5.440e+3
277.94,1.587e+3,8.102e-3,1.587e+3
277.99,4.338e+2,1.434e-3,4.338e+2
