s,Sum,Cu I (8.6e-02),Cu II (9.1e-01)
453.95,1.441e+7,1.441e+7,
454,1.428e+7,1.428e+7,
454.05,1.384e+7,1.384e+7,
454.1,1.312e+7,1.312e+7,
454.15,1.215e+7,1.215e+7,
454.2,1.098e+7,1.098e+7,
454.25,9.698e+6,9.698e+6,
454.3,8.360e+6,8.360e+6,
454.35,7.035e+6,7.035e+6,
454.4,5.779e+6,5.779e+6,
454.45,4.633e+6,4.633e+6,
454.5,3.626e+6,3.626e+6,
454.55,2.770e+6,2.770e+6,
454.6,2.065e+6,2.065e+6,
454.65,1.503e+6,1.503e+6,
454.7,1.067e+6,1.067e+6,
454.75,7.400e+5,7.400e+5,
454.8,5.007e+5,5.007e+5,
454.85,3.307e+5,3.307e+5,
454.9,2.131e+5,2.131e+5,
454.95,1.341e+5,1.341e+5,
455,8.235e+4,8.235e+4,
455.05,4.935e+4,4.935e+4,
455.1,2.887e+4,2.887e+4,
455.15,1.648e+4,1.648e+4,
455.2,9.186e+3,9.186e+3,
455.25,4.996e+3,4.996e+3,
455.3,2.653e+3,2.653e+3,
455.35,1.374e+3,1.374e+3,
455.4,6.951e+2,6.951e+2,
455.45,3.431e+2,3.431e+2,
455.5,1.653e+2,1.653e+2,
455.55,7.773e+1,7.773e+1,
455.6,3.567e+1,3.567e+1,
455.65,1.598e+1,1.598e+1,
455.7,6.987e+0,6.987e+0,
455.75,2.982e+0,2.982e+0,
455.8,1.242e+0,1.242e+0,
455.85,5.049e-1,5.049e-1,
455.9,2.003e-1,2.003e-1,
455.95,7.758e-2,7.758e-2,
456,2.933e-2,2.933e-2,
456.05,1.082e-2,1.082e-2,
456.1,3.896e-3,3.896e-3,
456.15,1.371e-3,1.371e-3,
456.2,4.740e-4,4.740e-4,
456.25,1.711e-4,1.711e-4,
456.3,9.526e-5,9.526e-5,
456.35,1.520e-4,1.520e-4,
456.4,4.147e-4,4.147e-4,
456.45,1.209e-3,1.209e-3,
456.5,3.477e-3,3.477e-3,
456.55,9.775e-3,9.775e-3,
456.6,2.684e-2,2.684e-2,
456.65,7.195e-2,7.195e-2,
456.7,1.884e-1,1.884e-1,
456.75,4.816e-1,4.816e-1,
456.8,1.202e+0,1.202e+0,
456.85,2.931e+0,2.931e+0,
456.9,6.978e+0,6.978e+0,
456.95,1.622e+1,1.622e+1,
457,3.683e+1,3.683e+1,
457.05,8.164e+1,8.164e+1,
457.1,1.767e+2,1.767e+2,
457.15,3.736e+2,3.736e+2,
457.2,7.713e+2,7.713e+2,
457.25,1.555e+3,1.555e+3,
457.3,3.061e+3,3.061e+3,
457.35,5.883e+3,5.883e+3,
457.4,1.104e+4,1.104e+4,
457.45,2.024e+4,2.024e+4,
457.5,3.624e+4,3.624e+4,
457.55,6.334e+4,6.334e+4,
457.6,1.081e+5,1.081e+5,
457.65,1.802e+5,1.802e+5,
457.7,2.933e+5,2.933e+5,
457.75,4.662e+5,4.662e+5,
457.8,7.237e+5,7.237e+5,
457.85,1.097e+6,1.097e+6,
457.9,1.623e+6,1.623e+6,
457.95,2.346e+6,2.346e+6,
458,3.312e+6,3.312e+6,
458.05,4.564e+6,4.564e+6,
458.1,6.143e+6,6.143e+6,
458.15,8.074e+6,8.074e+6,
458.2,1.036e+7,1.036e+7,
458.25,1.299e+7,1.299e+7,
458.3,1.589e+7,1.589e+7,
458.35,1.899e+7,1.899e+7,
458.4,2.217e+7,2.217e+7,
458.45,2.526e+7,2.526e+7,
458.5,2.811e+7,2.811e+7,
458.55,3.055e+7,3.055e+7,
458.6,3.242e+7,3.242e+7,
458.65,3.360e+7,3.360e+7,
458.7,3.400e+7,3.400e+7,
458.75,3.360e+7,3.360e+7,
458.8,3.242e+7,3.242e+7,
458.85,3.055e+7,3.055e+7,
458.9,2.811e+7,2.811e+7,
458.95,2.526e+7,2.526e+7,
459,2.217e+7,2.217e+7,
459.05,1.899e+7,1.899e+7,
459.1,1.589e+7,1.589e+7,
459.15,1.299e+7,1.299e+7,
459.2,1.036e+7,1.036e+7,
459.25,8.074e+6,8.074e+6,
459.3,6.143e+6,6.143e+6,
459.35,4.564e+6,4.564e+6,
459.4,3.312e+6,3.312e+6,
459.45,2.346e+6,2.346e+6,
459.5,1.623e+6,1.623e+6,
459.55,1.097e+6,1.097e+6,
459.6,7.237e+5,7.237e+5,
459.65,4.662e+5,4.662e+5,
459.7,2.933e+5,2.933e+5,
459.75,1.802e+5,1.802e+5,
459.8,1.081e+5,1.081e+5,
459.85,6.334e+4,6.334e+4,
459.9,3.624e+4,3.624e+4,
459.95,2.024e+4,2.024e+4,
460,1.104e+4,1.104e+4,
460.05,5.883e+3,5.883e+3,
460.1,3.061e+3,3.061e+3,
460.15,1.555e+3,1.555e+3,
460.2,7.713e+2,7.713e+2,
460.25,3.736e+2,3.736e+2,
460.3,1.767e+2,1.767e+2,
460.35,8.164e+1,8.164e+1,
460.4,3.683e+1,3.683e+1,
460.45,1.622e+1,1.622e+1,
460.5,6.978e+0,6.978e+0,
460.55,2.931e+0,2.931e+0,
460.6,1.202e+0,1.202e+0,
460.65,4.816e-1,4.816e-1,
460.7,1.884e-1,1.884e-1,
460.75,7.195e-2,7.195e-2,
460.8,2.684e-2,2.684e-2,
460.85,9.775e-3,9.775e-3,
460.9,3.477e-3,3.477e-3,
460.95,1.208e-3,1.208e-3,
461,4.096e-4,4.096e-4,
461.05,1.356e-4,1.356e-4,
461.1,4.387e-5,4.387e-5,
461.15,1.386e-5,1.386e-5,
461.2,4.273e-6,4.273e-6,
461.25,1.287e-6,1.287e-6,
461.3,3.785e-7,3.785e-7,
461.35,1.087e-7,1.087e-7,
461.4,3.049e-8,3.049e-8,
461.45,8.349e-9,8.349e-9,
462.3,7.878e-9,7.878e-9,
462.35,2.854e-8,2.854e-8,
462.4,1.011e-7,1.011e-7,
462.45,3.496e-7,3.496e-7,
462.5,1.182e-6,1.182e-6,
462.55,3.905e-6,3.905e-6,
462.6,1.260e-5,1.260e-5,
462.65,3.975e-5,3.975e-5,
462.7,1.225e-4,1.225e-4,
462.75,3.690e-4,3.690e-4,
462.8,1.086e-3,1.086e-3,
462.85,3.122e-3,3.122e-3,
462.9,8.774e-3,8.774e-3,
462.95,2.409e-2,2.409e-2,
463,6.463e-2,6.463e-2,
463.05,1.694e-1,1.694e-1,
463.1,4.341e-1,4.341e-1,
463.15,1.087e+0,1.087e+0,
463.2,2.658e+0,2.658e+0,
463.25,6.353e+0,6.353e+0,
463.3,1.484e+1,1.484e+1,
463.35,3.386e+1,3.386e+1,
463.4,7.551e+1,7.551e+1,
463.45,1.645e+2,1.645e+2,
463.5,3.504e+2,3.504e+2,
463.55,7.290e+2,7.290e+2,
463.6,1.482e+3,1.482e+3,
463.65,2.944e+3,2.944e+3,
463.7,5.716e+3,5.716e+3,
463.75,1.084e+4,1.084e+4,
463.8,2.010e+4,2.010e+4,
463.85,3.640e+4,3.640e+4,
463.9,6.442e+4,6.442e+4,
463.95,1.114e+5,1.114e+5,
464,1.883e+5,1.883e+5,
464.05,3.109e+5,3.109e+5,
464.1,5.017e+5,5.017e+5,
464.15,7.910e+5,7.910e+5,
464.2,1.219e+6,1.219e+6,
464.25,1.835e+6,1.835e+6,
464.3,2.699e+6,2.699e+6,
464.35,3.879e+6,3.879e+6,2.248e-11
464.4,5.449e+6,5.449e+6,8.092e-11
464.45,7.479e+6,7.479e+6,2.846e-10
464.5,1.003e+7,1.003e+7,9.785e-10
464.55,1.314e+7,1.314e+7,3.288e-9
464.6,1.683e+7,1.683e+7,1.080e-8
464.65,2.106e+7,2.106e+7,3.465e-8
464.7,2.575e+7,2.575e+7,1.087e-7
464.75,3.077e+7,3.077e+7,3.332e-7
464.8,3.592e+7,3.592e+7,9.984e-7
464.85,4.098e+7,4.098e+7,2.924e-6
464.9,4.569e+7,4.569e+7,8.368e-6
464.95,4.977e+7,4.977e+7,2.341e-5
465,5.297e+7,5.297e+7,6.399e-5
465.05,5.509e+7,5.509e+7,1.710e-4
465.1,5.599e+7,5.599e+7,4.465e-4
465.15,5.560e+7,5.560e+7,1.140e-3
465.2,5.396e+7,5.396e+7,2.843e-3
465.25,5.117e+7,5.117e+7,6.932e-3
465.3,4.741e+7,4.741e+7,1.652e-2
465.35,4.292e+7,4.292e+7,3.846e-2
465.4,3.797e+7,3.797e+7,8.755e-2
465.45,3.283e+7,3.283e+7,1.948e-1
465.5,2.773e+7,2.773e+7,4.234e-1
465.55,2.289e+7,2.289e+7,8.997e-1
465.6,1.846e+7,1.846e+7,1.869e+0
465.65,1.455e+7,1.455e+7,3.793e+0
465.7,1.121e+7,1.121e+7,7.524e+0
465.75,8.434e+6,8.434e+6,1.459e+1
465.8,6.202e+6,6.202e+6,2.764e+1
465.85,4.456e+6,4.456e+6,5.119e+1
465.9,3.129e+6,3.129e+6,9.266e+1
465.95,2.147e+6,2.147e+6,1.639e+2
466,1.440e+6,1.439e+6,2.834e+2
466.05,9.433e+5,9.428e+5,4.790e+2
466.1,6.043e+5,6.035e+5,7.910e+2
466.15,3.788e+5,3.775e+5,1.277e+3
466.2,2.328e+5,2.307e+5,2.014e+3
466.25,1.409e+5,1.378e+5,3.106e+3
466.3,8.511e+4,8.043e+4,4.680e+3
466.35,5.276e+4,4.587e+4,6.893e+3
466.4,3.548e+4,2.556e+4,9.923e+3
466.45,2.788e+4,1.392e+4,1.396e+4
466.5,2.660e+4,7.405e+3,1.919e+4
466.55,2.964e+4,3.850e+3,2.579e+4
466.6,3.584e+4,1.956e+3,3.388e+4
466.65,4.446e+4,9.709e+2,4.349e+4
466.7,5.504e+4,4.710e+2,5.457e+4
466.75,6.714e+4,2.232e+2,6.691e+4
466.8,8.030e+4,1.034e+2,8.020e+4
466.85,9.399e+4,4.680e+1,9.395e+4
466.9,1.076e+5,2.070e+1,1.076e+5
466.95,1.204e+5,8.944e+0,1.204e+5
467,1.318e+5,3.777e+0,1.318e+5
467.05,1.410e+5,1.558e+0,1.410e+5
467.1,1.475e+5,6.283e-1,1.475e+5
467.15,1.510e+5,2.475e-1,1.510e+5
467.2,1.514e+5,9.530e-2,1.514e+5
467.25,1.487e+5,3.585e-2,1.487e+5
467.3,1.433e+5,1.318e-2,1.433e+5
467.35,1.360e+5,4.733e-3,1.360e+5
467.4,1.274e+5,1.661e-3,1.274e+5
467.45,1.184e+5,5.698e-4,1.184e+5
467.5,1.101e+5,1.910e-4,1.101e+5
467.55,1.033e+5,6.253e-5,1.033e+5
467.6,9.864e+4,2.001e-5,9.864e+4
467.65,9.681e+4,6.259e-6,9.681e+4
467.7,9.809e+4,1.921e-6,9.809e+4
467.75,1.025e+5,6.015e-7,1.025e+5
467.8,1.098e+5,2.701e-7,1.098e+5
467.85,1.194e+5,3.882e-7,1.194e+5
467.9,1.306e+5,1.109e-6,1.306e+5
467.95,1.425e+5,3.444e-6,1.425e+5
468,1.540e+5,1.058e-5,1.540e+5
468.05,1.642e+5,3.180e-5,1.642e+5
468.1,1.721e+5,9.341e-5,1.721e+5
468.15,1.770e+5,2.683e-4,1.770e+5
468.2,1.783e+5,7.532e-4,1.783e+5
468.25,1.759e+5,2.068e-3,1.759e+5
468.3,1.697e+5,5.549e-3,1.697e+5
468.35,1.602e+5,1.456e-2,1.602e+5
468.4,1.478e+5,3.735e-2,1.478e+5
468.45,1.333e+5,9.366e-2,1.333e+5
468.5,1.176e+5,2.296e-1,1.176e+5
468.55,1.014e+5,5.505e-1,1.014e+5
468.6,8.541e+4,1.290e+0,8.541e+4
468.65,7.035e+4,2.956e+0,7.035e+4
468.7,5.665e+4,6.621e+0,5.664e+4
468.75,4.459e+4,1.450e+1,4.458e+4
468.8,3.432e+4,3.104e+1,3.429e+4
468.85,2.585e+4,6.498e+1,2.579e+4
468.9,1.908e+4,1.330e+2,1.895e+4
468.95,1.388e+4,2.661e+2,1.361e+4
469,1.008e+4,5.205e+2,9.560e+3
469.05,7.557e+3,9.953e+2,6.562e+3
469.1,6.263e+3,1.861e+3,4.402e+3
469.15,6.288e+3,3.401e+3,2.887e+3
469.2,7.929e+3,6.079e+3,1.850e+3
469.25,1.178e+4,1.062e+4,1.159e+3
469.3,1.885e+4,1.814e+4,7.099e+2
469.35,3.072e+4,3.029e+4,4.249e+2
469.4,4.971e+4,4.946e+4,2.486e+2
469.45,7.909e+4,7.895e+4,1.422e+2
469.5,1.233e+5,1.232e+5,7.948e+1
469.55,1.880e+5,1.880e+5,4.342e+1
469.6,2.804e+5,2.804e+5,2.319e+1
469.65,4.089e+5,4.089e+5,1.211e+1
469.7,5.829e+5,5.829e+5,6.177e+0
469.75,8.125e+5,8.125e+5,3.081e+0
469.8,1.107e+6,1.107e+6,1.502e+0
469.85,1.475e+6,1.475e+6,7.156e-1
469.9,1.921e+6,1.921e+6,3.333e-1
469.95,2.447e+6,2.447e+6,1.517e-1
470,3.046e+6,3.046e+6,6.752e-2
470.05,3.708e+6,3.708e+6,2.937e-2
470.1,4.412e+6,4.412e+6,1.248e-2
470.15,5.133e+6,5.133e+6,5.188e-3
470.2,5.839e+6,5.839e+6,2.107e-3
470.25,6.493e+6,6.493e+6,8.366e-4
470.3,7.059e+6,7.059e+6,3.247e-4
470.35,7.503e+6,7.503e+6,1.232e-4
470.4,7.797e+6,7.797e+6,4.566e-5
470.45,7.921e+6,7.921e+6,1.655e-5
470.5,7.867e+6,7.867e+6,5.862e-6
470.55,7.640e+6,7.640e+6,2.029e-6
470.6,7.253e+6,7.253e+6,6.868e-7
470.65,6.732e+6,6.732e+6,2.272e-7
470.7,6.109e+6,6.109e+6,7.347e-8
470.75,5.419e+6,5.419e+6,2.322e-8
470.8,4.700e+6,4.700e+6,7.173e-9
470.85,3.986e+6,3.986e+6,2.166e-9
470.9,3.304e+6,3.304e+6,6.392e-10
470.95,2.678e+6,2.678e+6,1.844e-10
471,2.122e+6,2.122e+6,5.200e-11
471.05,1.644e+6,1.644e+6,
471.1,1.245e+6,1.245e+6,
471.15,9.221e+5,9.221e+5,
471.2,6.675e+5,6.675e+5,
471.25,4.725e+5,4.725e+5,
471.3,3.269e+5,3.269e+5,
471.35,2.212e+5,2.212e+5,
471.4,1.463e+5,1.463e+5,
471.45,9.459e+4,9.459e+4,
471.5,5.980e+4,5.980e+4,
471.55,3.696e+4,3.696e+4,
471.6,2.233e+4,2.233e+4,
471.65,1.319e+4,1.319e+4,
471.7,7.619e+3,7.619e+3,
471.75,4.302e+3,4.302e+3,
471.8,2.375e+3,2.375e+3,
471.85,1.282e+3,1.282e+3,
471.9,6.764e+2,6.764e+2,
471.95,3.489e+2,3.489e+2,
472,1.760e+2,1.760e+2,
472.05,8.677e+1,8.677e+1,
472.1,4.183e+1,4.183e+1,
472.15,1.971e+1,1.971e+1,
472.2,9.084e+0,9.084e+0,
472.25,4.092e+0,4.092e+0,
472.3,1.802e+0,1.802e+0,
472.35,7.760e-1,7.760e-1,
472.4,3.267e-1,3.267e-1,
472.45,1.344e-1,1.344e-1,
472.5,5.409e-2,5.409e-2,
472.55,2.128e-2,2.128e-2,
472.6,8.184e-3,8.184e-3,
472.65,3.077e-3,3.077e-3,
472.7,1.131e-3,1.131e-3,
472.75,4.065e-4,4.065e-4,
472.8,1.428e-4,1.428e-4,
472.85,4.907e-5,4.907e-5,
472.9,1.648e-5,1.648e-5,
472.95,5.411e-6,5.411e-6,
473,1.737e-6,1.737e-6,
473.05,5.451e-7,5.451e-7,
473.1,1.672e-7,1.672e-7,
473.15,5.017e-8,5.017e-8,
473.2,1.471e-8,1.471e-8,
473.25,4.218e-9,4.218e-9,
473.3,1.182e-9,1.182e-9,
478.4,5.558e-11,,5.558e-11
478.45,1.914e-10,,1.914e-10
478.5,6.454e-10,,6.454e-10
478.56,2.696e-9,,2.696e-9
478.61,8.667e-9,,8.667e-9
478.66,2.727e-8,,2.727e-8
478.71,8.396e-8,,8.396e-8
478.76,2.530e-7,,2.530e-7
478.81,7.460e-7,,7.460e-7
478.86,2.153e-6,,2.153e-6
478.91,6.080e-6,,6.080e-6
478.96,1.680e-5,,1.680e-5
479.01,4.545e-5,,4.545e-5
479.06,1.203e-4,,1.203e-4
479.11,3.117e-4,,3.117e-4
479.16,7.902e-4,,7.902e-4
479.21,1.961e-3,,1.961e-3
479.26,4.761e-3,,4.761e-3
479.31,1.131e-2,,1.131e-2
479.36,2.631e-2,,2.631e-2
479.41,5.988e-2,,5.988e-2
479.46,1.334e-1,,1.334e-1
479.51,2.907e-1,,2.907e-1
479.56,6.201e-1,,6.201e-1
479.61,1.295e+0,,1.295e+0
479.66,2.645e+0,,2.645e+0
479.71,5.289e+0,,5.289e+0
479.76,1.035e+1,,1.035e+1
479.81,1.982e+1,,1.982e+1
479.86,3.714e+1,,3.714e+1
479.91,6.812e+1,,6.812e+1
479.96,1.223e+2,,1.223e+2
480.01,2.148e+2,,2.148e+2
480.06,3.692e+2,,3.692e+2
480.11,6.211e+2,,6.211e+2
480.16,1.023e+3,,1.023e+3
480.21,1.648e+3,,1.648e+3
480.26,2.598e+3,,2.598e+3
480.31,4.009e+3,,4.009e+3
480.36,6.055e+3,,6.055e+3
480.41,8.950e+3,,8.950e+3
480.46,1.295e+4,,1.295e+4
480.51,1.832e+4,,1.832e+4
480.56,2.539e+4,,2.539e+4
480.61,3.442e+4,,3.442e+4
480.66,4.566e+4,,4.566e+4
480.71,5.929e+4,,5.929e+4
480.76,7.534e+4,,7.534e+4
480.81,9.369e+4,,9.369e+4
480.86,1.140e+5,,1.140e+5
480.91,1.358e+5,,1.358e+5
480.96,1.583e+5,,1.583e+5
481.01,1.806e+5,,1.806e+5
481.06,2.016e+5,,2.016e+5
481.11,2.203e+5,,2.203e+5
481.16,2.355e+5,,2.355e+5
481.21,2.464e+5,,2.464e+5
481.26,2.523e+5,,2.523e+5
481.31,2.529e+5,,2.529e+5
481.36,2.480e+5,,2.480e+5
481.41,2.381e+5,,2.381e+5
481.46,2.236e+5,,2.236e+5
481.51,2.056e+5,,2.056e+5
481.56,1.849e+5,,1.849e+5
481.61,1.628e+5,,1.628e+5
481.66,1.403e+5,,1.403e+5
481.71,1.183e+5,,1.183e+5
481.76,9.762e+4,,9.762e+4
481.81,7.884e+4,,7.884e+4
481.86,6.231e+4,,6.231e+4
481.91,4.819e+4,,4.819e+4
481.96,3.648e+4,,3.648e+4
482.01,2.702e+4,,2.702e+4
482.06,1.959e+4,,1.959e+4
482.11,1.390e+4,,1.390e+4
482.16,9.652e+3,,9.652e+3
482.21,6.559e+3,,6.559e+3
482.26,4.362e+3,,4.362e+3
482.31,2.839e+3,,2.839e+3
482.36,1.808e+3,,1.808e+3
482.41,1.127e+3,,1.127e+3
482.46,6.874e+2,,6.874e+2
482.51,4.104e+2,,4.104e+2
482.56,2.398e+2,,2.398e+2
482.61,1.371e+2,,1.371e+2
482.66,7.670e+1,,7.670e+1
482.71,4.200e+1,,4.200e+1
482.76,2.251e+1,,2.251e+1
482.81,1.181e+1,,1.181e+1
482.86,6.059e+0,,6.059e+0
482.91,3.044e+0,,3.044e+0
482.96,1.496e+0,,1.496e+0
483.01,7.204e-1,,7.204e-1
483.06,3.404e-1,,3.404e-1
483.11,1.598e-1,,1.598e-1
483.16,7.897e-2,,7.897e-2
483.21,5.066e-2,,5.066e-2
483.26,5.726e-2,,5.726e-2
483.31,1.017e-1,,1.017e-1
483.36,2.084e-1,,2.084e-1
483.41,4.337e-1,,4.337e-1
483.46,8.902e-1,,8.902e-1
483.51,1.792e+0,,1.792e+0
483.56,3.531e+0,,3.531e+0
483.61,6.815e+0,,6.815e+0
483.66,1.288e+1,,1.288e+1
483.71,2.383e+1,,2.383e+1
483.76,4.318e+1,,4.318e+1
483.81,7.661e+1,,7.661e+1
483.86,1.331e+2,,1.331e+2
483.91,2.265e+2,,2.265e+2
483.96,3.775e+2,,3.775e+2
484.01,6.163e+2,,6.163e+2
484.06,9.854e+2,,9.854e+2
484.11,1.544e+3,,1.544e+3
484.16,2.369e+3,,2.369e+3
484.21,3.563e+3,,3.563e+3
484.26,5.251e+3,,5.251e+3
484.31,7.585e+3,,7.585e+3
484.36,1.074e+4,,1.074e+4
484.41,1.491e+4,,1.491e+4
484.46,2.031e+4,,2.031e+4
484.51,2.713e+4,,2.713e+4
484.56,3.557e+4,,3.557e+4
484.61,4.577e+4,,4.577e+4
484.66,5.784e+4,,5.784e+4
484.71,7.178e+4,,7.178e+4
484.76,8.753e+4,,8.753e+4
484.81,1.049e+5,,1.049e+5
484.86,1.237e+5,,1.237e+5
484.91,1.434e+5,,1.434e+5
484.96,1.635e+5,,1.635e+5
485.01,1.837e+5,,1.837e+5
485.06,2.031e+5,,2.031e+5
485.11,2.211e+5,,2.211e+5
485.16,2.371e+5,,2.371e+5
485.21,2.505e+5,,2.505e+5
485.26,2.606e+5,,2.606e+5
485.31,2.671e+5,,2.671e+5
485.36,2.696e+5,,2.696e+5
485.41,2.680e+5,,2.680e+5
485.46,2.622e+5,,2.622e+5
485.51,2.524e+5,,2.524e+5
485.56,2.391e+5,,2.391e+5
485.61,2.227e+5,,2.227e+5
485.66,2.039e+5,,2.039e+5
485.71,1.834e+5,,1.834e+5
485.76,1.621e+5,,1.621e+5
485.81,1.407e+5,,1.407e+5
485.86,1.198e+5,,1.198e+5
485.91,1.002e+5,,1.002e+5
485.96,8.215e+4,,8.215e+4
486.01,6.609e+4,,6.609e+4
486.06,5.213e+4,,5.213e+4
486.11,4.032e+4,,4.032e+4
486.16,3.056e+4,,3.056e+4
486.21,2.270e+4,,2.270e+4
486.26,1.653e+4,,1.653e+4
486.31,1.179e+4,,1.179e+4
486.36,8.239e+3,,8.239e+3
486.41,5.640e+3,,5.640e+3
486.46,3.781e+3,,3.781e+3
486.51,2.483e+3,,2.483e+3
486.56,1.597e+3,,1.597e+3
486.61,1.006e+3,,1.006e+3
486.66,6.205e+2,,6.205e+2
486.71,3.748e+2,,3.748e+2
486.76,2.217e+2,,2.217e+2
486.81,1.284e+2,,1.284e+2
486.86,7.281e+1,,7.281e+1
486.91,4.043e+1,,4.043e+1
486.96,2.198e+1,,2.198e+1
487.01,1.170e+1,,1.170e+1
487.06,6.097e+0,,6.097e+0
487.11,3.111e+0,,3.111e+0
487.16,1.554e+0,,1.554e+0
487.21,7.602e-1,,7.602e-1
487.26,3.640e-1,,3.640e-1
487.31,1.707e-1,,1.707e-1
487.36,7.834e-2,,7.834e-2
487.41,3.521e-2,,3.521e-2
487.46,1.549e-2,,1.549e-2
487.51,6.672e-3,,6.672e-3
487.56,2.814e-3,,2.814e-3
487.61,1.162e-3,,1.162e-3
487.66,4.711e-4,,4.711e-4
487.71,1.902e-4,,1.902e-4
487.76,8.397e-5,,8.397e-5
487.81,5.924e-5,,5.924e-5
487.86,9.350e-5,,9.350e-5
487.91,2.168e-4,,2.168e-4
487.96,5.349e-4,,5.349e-4
488.01,1.309e-3,,1.309e-3
488.06,3.143e-3,,3.143e-3
488.11,7.393e-3,,7.393e-3
488.16,1.703e-2,,1.703e-2
488.21,3.843e-2,,3.843e-2
488.26,8.493e-2,,8.493e-2
488.31,1.838e-1,,1.838e-1
488.36,3.897e-1,,3.897e-1
488.41,8.091e-1,,8.091e-1
488.46,1.645e+0,,1.645e+0
488.51,3.277e+0,,3.277e+0
488.56,6.391e+0,,6.391e+0
488.61,1.221e+1,,1.221e+1
488.66,2.285e+1,,2.285e+1
488.71,4.187e+1,,4.187e+1
488.76,7.514e+1,,7.514e+1
488.81,1.321e+2,,1.321e+2
488.86,2.274e+2,,2.274e+2
488.91,3.835e+2,,3.835e+2
488.96,6.335e+2,,6.335e+2
489.01,1.025e+3,,1.025e+3
489.06,1.624e+3,,1.624e+3
489.11,2.521e+3,,2.521e+3
489.16,3.832e+3,,3.832e+3
489.21,5.707e+3,,5.707e+3
489.26,8.326e+3,,8.326e+3
489.31,1.190e+4,,1.190e+4
489.36,1.666e+4,,1.666e+4
489.41,2.286e+4,,2.286e+4
489.46,3.074e+4,,3.074e+4
489.51,4.051e+4,,4.051e+4
489.56,5.235e+4,,5.235e+4
489.61,6.633e+4,,6.633e+4
489.66,8.247e+4,,8.247e+4
489.71,1.007e+5,,1.007e+5
489.76,1.207e+5,,1.207e+5
489.81,1.424e+5,,1.424e+5
489.86,1.654e+5,,1.654e+5
489.91,1.894e+5,,1.894e+5
489.96,2.144e+5,,2.144e+5
490.01,2.405e+5,,2.405e+5
490.06,2.680e+5,,2.680e+5
490.11,2.976e+5,,2.976e+5
490.16,3.304e+5,,3.304e+5
490.21,3.676e+5,,3.676e+5
490.26,4.108e+5,,4.108e+5
490.31,4.616e+5,,4.616e+5
490.36,5.214e+5,,5.214e+5
490.41,5.910e+5,,5.910e+5
490.46,6.709e+5,,6.709e+5
490.51,7.606e+5,,7.606e+5
490.56,8.585e+5,,8.585e+5
490.61,9.622e+5,,9.622e+5
490.66,1.068e+6,,1.068e+6
490.71,1.173e+6,,1.173e+6
490.76,1.270e+6,,1.270e+6
490.81,1.357e+6,,1.357e+6
490.86,1.429e+6,,1.429e+6
490.91,1.483e+6,,1.483e+6
490.96,1.516e+6,,1.516e+6
491.01,1.529e+6,,1.529e+6
491.06,1.522e+6,,1.522e+6
491.11,1.499e+6,,1.499e+6
491.16,1.462e+6,,1.462e+6
491.21,1.416e+6,,1.416e+6
491.26,1.368e+6,,1.368e+6
491.31,1.320e+6,,1.320e+6
491.36,1.278e+6,,1.278e+6
491.41,1.243e+6,,1.243e+6
491.46,1.218e+6,,1.218e+6
491.51,1.202e+6,,1.202e+6
491.56,1.194e+6,,1.194e+6
491.61,1.190e+6,,1.190e+6
491.66,1.188e+6,,1.188e+6
491.71,1.183e+6,,1.183e+6
491.76,1.172e+6,,1.172e+6
491.81,1.152e+6,,1.152e+6
491.86,1.120e+6,,1.120e+6
491.91,1.077e+6,,1.077e+6
491.96,1.021e+6,,1.021e+6
492.01,9.561e+5,,9.561e+5
492.06,8.835e+5,,8.835e+5
492.11,8.070e+5,,8.070e+5
492.16,7.305e+5,,7.305e+5
492.21,6.579e+5,,6.579e+5
492.26,5.928e+5,,5.928e+5
492.31,5.385e+5,,5.385e+5
492.36,4.976e+5,,4.976e+5
492.41,4.722e+5,,4.722e+5
492.46,4.635e+5,,4.635e+5
492.51,4.721e+5,,4.721e+5
492.56,4.979e+5,,4.979e+5
492.61,5.400e+5,,5.400e+5
492.66,5.971e+5,,5.971e+5
492.71,6.669e+5,,6.669e+5
492.76,7.468e+5,,7.468e+5
492.81,8.332e+5,,8.332e+5
492.86,9.221e+5,,9.221e+5
492.91,1.009e+6,,1.009e+6
492.96,1.090e+6,,1.090e+6
493.01,1.160e+6,,1.160e+6
493.06,1.216e+6,,1.216e+6
493.11,1.254e+6,,1.254e+6
493.16,1.271e+6,,1.271e+6
493.21,1.268e+6,,1.268e+6
493.26,1.244e+6,,1.244e+6
493.31,1.201e+6,,1.201e+6
493.36,1.142e+6,,1.142e+6
493.41,1.069e+6,,1.069e+6
493.46,9.867e+5,,9.867e+5
493.51,8.986e+5,,8.986e+5
493.56,8.084e+5,,8.084e+5
493.61,7.190e+5,,7.190e+5
493.66,6.329e+5,,6.329e+5
493.71,5.520e+5,,5.520e+5
493.76,4.773e+5,,4.773e+5
493.81,4.095e+5,,4.095e+5
493.86,3.487e+5,,3.487e+5
493.91,2.947e+5,,2.947e+5
493.96,2.472e+5,,2.472e+5
494.01,2.058e+5,,2.058e+5
494.06,1.700e+5,,1.700e+5
494.11,1.394e+5,,1.394e+5
494.16,1.139e+5,,1.139e+5
494.21,9.320e+4,,9.320e+4
494.26,7.725e+4,,7.725e+4
494.31,6.612e+4,,6.612e+4
494.36,6.006e+4,,6.006e+4
494.41,5.947e+4,,5.947e+4
494.46,6.494e+4,,6.494e+4
