s,Sum,Cu I (8.6e-02),Cu II (9.1e-01)
200.11,3.926e-8,,3.926e-8
200.16,6.959e-7,,6.959e-7
200.21,1.090e-5,,1.090e-5
200.26,1.510e-4,,1.510e-4
200.31,1.849e-3,,1.849e-3
200.36,2.000e-2,,2.000e-2
200.41,1.913e-1,,1.913e-1
200.46,1.618e+0,,1.618e+0
200.51,1.209e+1,,1.209e+1
200.56,7.986e+1,,7.986e+1
200.61,4.663e+2,,4.663e+2
200.66,2.407e+3,,2.407e+3
200.72,1.466e+4,,1.466e+4
200.77,5.773e+4,,5.773e+4
200.82,2.010e+5,,2.010e+5
200.87,6.194e+5,,6.194e+5
200.92,1.691e+6,,1.691e+6
200.97,4.098e+6,,4.098e+6
201.02,8.847e+6,,8.847e+6
201.07,1.713e+7,,1.713e+7
201.12,3.006e+7,,3.006e+7
201.17,4.866e+7,,4.866e+7
201.22,7.434e+7,8.751e-8,7.434e+7
201.27,1.097e+8,1.577e-6,1.097e+8
201.32,1.581e+8,2.516e-5,1.581e+8
201.37,2.215e+8,3.553e-4,2.215e+8
201.42,2.953e+8,4.441e-3,2.953e+8
201.47,3.659e+8,4.914e-2,3.659e+8
201.52,4.133e+8,4.812e-1,4.133e+8
201.57,4.200e+8,4.171e+0,4.200e+8
201.62,3.811e+8,3.200e+1,3.811e+8
201.67,3.074e+8,2.173e+2,3.074e+8
201.72,2.198e+8,1.306e+3,2.198e+8
201.77,1.392e+8,6.950e+3,1.392e+8
201.82,7.800e+7,3.273e+4,7.797e+7
201.87,3.881e+7,1.364e+5,3.867e+7
201.92,1.758e+7,5.034e+5,1.708e+7
201.97,8.831e+6,1.644e+6,7.187e+6
202.02,9.410e+6,4.753e+6,4.657e+6
202.07,2.109e+7,1.216e+7,8.926e+6
202.12,5.272e+7,2.754e+7,2.517e+7
202.17,1.223e+8,5.521e+7,6.712e+7
202.22,2.573e+8,9.797e+7,1.594e+8
202.27,4.891e+8,1.539e+8,3.352e+8
202.32,8.380e+8,2.139e+8,6.241e+8
202.37,1.292e+9,2.632e+8,1.029e+9
202.42,1.788e+9,2.867e+8,1.502e+9
202.47,2.217e+9,2.764e+8,1.941e+9
202.52,2.457e+9,2.358e+8,2.221e+9
202.57,2.428e+9,1.781e+8,2.250e+9
202.62,2.139e+9,1.191e+8,2.020e+9
202.67,1.677e+9,7.047e+7,1.607e+9
202.72,1.172e+9,3.691e+7,1.135e+9
202.77,7.318e+8,1.711e+7,7.147e+8
202.82,4.145e+8,7.023e+6,4.075e+8
202.87,2.231e+8,2.551e+6,2.205e+8
202.92,1.287e+8,8.201e+5,1.279e+8
202.97,9.449e+7,2.334e+5,9.425e+7
203.02,9.027e+7,5.879e+4,9.021e+7
203.07,9.935e+7,1.311e+4,9.934e+7
203.12,1.229e+8,2.587e+3,1.229e+8
203.17,1.878e+8,4.519e+2,1.878e+8
203.22,3.587e+8,6.987e+1,3.587e+8
203.27,7.494e+8,9.562e+0,7.494e+8
203.32,1.518e+9,1.158e+0,1.518e+9
203.37,2.826e+9,1.242e-1,2.826e+9
203.42,4.756e+9,1.179e-2,4.756e+9
203.47,7.212e+9,9.903e-4,7.212e+9
203.52,9.856e+9,7.363e-5,9.856e+9
203.57,1.216e+10,4.846e-6,1.216e+10
203.62,1.356e+10,2.823e-7,1.356e+10
203.67,1.369e+10,1.456e-8,1.369e+10
203.72,1.251e+10,,1.251e+10
203.77,1.034e+10,,1.034e+10
203.82,7.717e+9,,7.717e+9
203.87,5.205e+9,,5.205e+9
203.92,3.194e+9,,3.194e+9
203.97,1.862e+9,,1.862e+9
204.02,1.226e+9,,1.226e+9
204.07,1.249e+9,,1.249e+9
204.12,1.899e+9,,1.899e+9
204.17,3.138e+9,,3.138e+9
204.22,4.826e+9,,4.826e+9
204.27,6.651e+9,,6.651e+9
204.32,8.148e+9,,8.148e+9
204.37,8.859e+9,,8.859e+9
204.42,8.547e+9,,8.547e+9
204.47,7.316e+9,,7.316e+9
204.52,5.556e+9,,5.556e+9
204.57,3.745e+9,,3.745e+9
204.62,2.241e+9,,2.241e+9
204.67,1.192e+9,,1.192e+9
204.72,5.653e+8,,5.653e+8
204.77,2.408e+8,,2.408e+8
204.82,9.379e+7,,9.379e+7
204.87,3.513e+7,,3.513e+7
204.92,1.528e+7,,1.528e+7
204.97,1.409e+7,,1.409e+7
205.02,3.161e+7,,3.161e+7
205.07,8.695e+7,,8.695e+7
205.12,2.241e+8,,2.241e+8
205.17,5.173e+8,,5.173e+8
205.22,1.063e+9,,1.063e+9
205.27,1.941e+9,,1.941e+9
205.32,3.149e+9,,3.149e+9
205.37,4.540e+9,,4.540e+9
205.42,5.815e+9,,5.815e+9
205.47,6.618e+9,,6.618e+9
205.52,6.692e+9,,6.692e+9
205.57,6.012e+9,,6.012e+9
205.62,4.798e+9,,4.798e+9
205.67,3.402e+9,,3.402e+9
205.72,2.143e+9,,2.143e+9
205.77,1.199e+9,,1.199e+9
205.82,5.966e+8,,5.966e+8
205.87,2.643e+8,,2.643e+8
205.92,1.057e+8,,1.057e+8
205.97,4.075e+7,,4.075e+7
206.02,1.958e+7,,1.958e+7
206.07,1.641e+7,,1.641e+7
206.12,1.954e+7,,1.954e+7
206.17,2.373e+7,,2.373e+7
206.22,2.642e+7,,2.642e+7
206.27,2.656e+7,,2.656e+7
206.32,2.439e+7,,2.439e+7
206.37,2.110e+7,,2.110e+7
206.42,1.822e+7,,1.822e+7
206.47,1.674e+7,,1.674e+7
206.52,1.674e+7,,1.674e+7
206.57,1.743e+7,,1.743e+7
206.62,1.770e+7,,1.770e+7
206.67,1.681e+7,,1.681e+7
206.72,1.473e+7,,1.473e+7
206.77,1.204e+7,,1.204e+7
206.82,9.488e+6,,9.488e+6
206.87,7.586e+6,,7.586e+6
206.92,6.393e+6,,6.393e+6
206.97,5.631e+6,,5.631e+6
207.02,4.939e+6,,4.939e+6
207.07,4.107e+6,,4.107e+6
207.12,3.135e+6,,3.135e+6
207.17,2.160e+6,,2.160e+6
207.22,1.336e+6,,1.336e+6
207.27,7.505e+5,,7.505e+5
207.32,4.256e+5,,4.256e+5
207.37,3.800e+5,,3.800e+5
207.42,7.309e+5,,7.309e+5
207.47,1.812e+6,,1.812e+6
207.52,4.273e+6,,4.273e+6
207.57,9.054e+6,,9.054e+6
207.62,1.711e+7,,1.711e+7
207.67,2.880e+7,,2.880e+7
207.72,4.318e+7,,4.318e+7
207.77,5.766e+7,,5.766e+7
207.82,6.859e+7,,6.859e+7
207.87,7.268e+7,,7.268e+7
207.92,6.859e+7,,6.859e+7
207.97,5.767e+7,,5.767e+7
208.02,4.320e+7,,4.320e+7
208.07,2.888e+7,,2.888e+7
208.12,1.732e+7,,1.732e+7
208.17,9.585e+6,,9.585e+6
208.22,5.448e+6,,5.448e+6
208.27,4.174e+6,,4.174e+6
208.32,5.102e+6,,5.102e+6
208.37,7.962e+6,,7.962e+6
208.42,1.301e+7,,1.301e+7
208.47,2.107e+7,,2.107e+7
208.52,3.338e+7,,3.338e+7
208.57,5.095e+7,,5.095e+7
208.62,7.342e+7,,7.342e+7
208.67,9.797e+7,,9.797e+7
208.72,1.193e+8,,1.193e+8
208.77,1.313e+8,,1.313e+8
208.82,1.299e+8,,1.299e+8
208.87,1.151e+8,,1.151e+8
208.92,9.128e+7,,9.128e+7
208.97,6.501e+7,,6.501e+7
209.02,4.213e+7,,4.213e+7
209.07,2.602e+7,,2.602e+7
209.12,1.729e+7,,1.729e+7
209.17,1.465e+7,,1.465e+7
209.22,1.593e+7,,1.593e+7
209.27,1.880e+7,,1.880e+7
209.32,2.130e+7,,2.130e+7
209.37,2.220e+7,,2.220e+7
209.42,2.137e+7,,2.137e+7
209.47,1.983e+7,,1.983e+7
209.52,1.944e+7,,1.944e+7
209.57,2.220e+7,,2.220e+7
209.62,2.940e+7,,2.940e+7
209.67,4.077e+7,,4.077e+7
209.72,5.416e+7,,5.416e+7
209.77,6.595e+7,,6.595e+7
209.82,7.245e+7,,7.245e+7
209.87,7.167e+7,,7.167e+7
209.92,6.484e+7,,6.484e+7
209.97,5.728e+7,,5.728e+7
210.02,5.939e+7,,5.939e+7
210.07,8.864e+7,,8.864e+7
210.12,1.724e+8,,1.724e+8
210.17,3.477e+8,,3.477e+8
210.22,6.530e+8,,6.530e+8
210.27,1.106e+9,,1.106e+9
210.32,1.679e+9,,1.679e+9
210.37,2.276e+9,,2.276e+9
210.42,2.758e+9,,2.758e+9
210.47,2.984e+9,,2.984e+9
210.52,2.885e+9,,2.885e+9
210.57,2.492e+9,,2.492e+9
210.62,1.924e+9,,1.924e+9
210.67,1.333e+9,,1.333e+9
210.72,8.441e+8,,8.441e+8
210.77,5.303e+8,,5.303e+8
210.82,4.281e+8,,4.281e+8
210.87,5.674e+8,,5.674e+8
210.92,9.907e+8,,9.907e+8
210.97,1.738e+9,,1.738e+9
211.02,2.794e+9,,2.794e+9
211.07,4.037e+9,,4.037e+9
211.12,5.221e+9,,5.221e+9
211.17,6.037e+9,,6.037e+9
211.22,6.241e+9,,6.241e+9
211.27,5.770e+9,,5.770e+9
211.32,4.771e+9,,4.771e+9
211.37,3.532e+9,,3.532e+9
211.42,2.349e+9,,2.349e+9
211.47,1.419e+9,,1.419e+9
211.52,8.024e+8,,8.024e+8
211.57,4.596e+8,,4.596e+8
211.62,3.034e+8,,3.034e+8
211.67,2.475e+8,,2.475e+8
211.72,2.299e+8,,2.299e+8
211.77,2.195e+8,,2.195e+8
211.82,2.155e+8,,2.155e+8
211.87,2.452e+8,,2.452e+8
211.92,3.643e+8,,3.643e+8
211.97,6.541e+8,,6.541e+8
212.02,1.207e+9,,1.207e+9
212.07,2.092e+9,,2.092e+9
212.12,3.300e+9,,3.300e+9
212.17,4.702e+9,,4.702e+9
212.22,6.066e+9,,6.066e+9
212.27,7.145e+9,,7.145e+9
212.32,7.796e+9,,7.796e+9
212.37,8.057e+9,,8.057e+9
212.42,8.100e+9,,8.100e+9
212.47,8.087e+9,,8.087e+9
212.52,8.036e+9,,8.036e+9
212.57,7.814e+9,,7.814e+9
212.62,7.242e+9,,7.242e+9
212.67,6.246e+9,,6.246e+9
212.72,4.933e+9,,4.933e+9
212.77,3.531e+9,,3.531e+9
212.82,2.280e+9,,2.280e+9
212.87,1.326e+9,,1.326e+9
212.92,6.975e+8,,6.975e+8
212.97,3.406e+8,,3.406e+8
213.02,1.797e+8,,1.797e+8
213.07,1.700e+8,,1.700e+8
213.12,3.404e+8,,3.404e+8
213.17,8.363e+8,,8.363e+8
213.22,1.962e+9,,1.962e+9
213.27,4.192e+9,,4.192e+9
213.32,8.082e+9,,8.082e+9
213.37,1.402e+10,,1.402e+10
213.42,2.185e+10,,2.185e+10
213.47,3.057e+10,,3.057e+10
213.52,3.838e+10,,3.838e+10
213.57,4.321e+10,,4.321e+10
213.62,4.364e+10,,4.364e+10
213.67,3.950e+10,,3.950e+10
213.72,3.206e+10,,3.206e+10
213.77,2.332e+10,,2.332e+10
213.82,1.520e+10,,1.520e+10
213.87,8.885e+9,,8.885e+9
213.92,4.654e+9,,4.654e+9
213.97,2.185e+9,,2.185e+9
214.02,9.191e+8,,9.191e+8
214.07,3.466e+8,,3.466e+8
214.12,1.173e+8,,1.173e+8
214.17,3.611e+7,,3.611e+7
214.22,1.122e+7,,1.122e+7
214.27,6.182e+6,,6.182e+6
214.32,9.855e+6,,9.855e+6
214.37,2.328e+7,,2.328e+7
214.42,5.763e+7,,5.763e+7
214.47,1.389e+8,,1.389e+8
214.52,3.152e+8,,3.152e+8
214.57,6.593e+8,,6.593e+8
214.62,1.255e+9,,1.255e+9
214.67,2.161e+9,,2.161e+9
214.72,3.352e+9,,3.352e+9
214.77,4.676e+9,,4.676e+9
214.82,5.862e+9,,5.862e+9
214.87,6.600e+9,,6.600e+9
214.92,6.673e+9,,6.673e+9
214.97,6.061e+9,,6.061e+9
215.02,4.946e+9,,4.946e+9
215.07,3.631e+9,,3.631e+9
215.12,2.402e+9,,2.402e+9
215.17,1.436e+9,,1.436e+9
215.22,7.811e+8,5.353e-7,7.811e+8
215.27,3.899e+8,7.954e-6,3.899e+8
215.32,1.812e+8,1.062e-4,1.812e+8
215.37,7.998e+7,1.275e-3,7.998e+7
215.42,3.420e+7,1.376e-2,3.420e+7
215.47,1.436e+7,1.334e-1,1.436e+7
215.52,5.925e+6,1.163e+0,5.925e+6
215.57,2.411e+6,9.113e+0,2.411e+6
215.62,1.081e+6,6.418e+1,1.081e+6
215.67,8.662e+5,4.062e+2,8.658e+5
215.72,1.515e+6,2.311e+3,1.513e+6
215.77,3.264e+6,1.182e+4,3.252e+6
215.82,6.666e+6,5.433e+4,6.612e+6
215.87,1.238e+7,2.245e+5,1.216e+7
215.92,2.094e+7,8.335e+5,2.010e+7
215.97,3.265e+7,2.782e+6,2.987e+7
216.02,4.823e+7,8.346e+6,3.988e+7
216.07,7.035e+7,2.251e+7,4.784e+7
216.12,1.061e+8,5.455e+7,5.156e+7
216.17,1.688e+8,1.188e+8,4.993e+7
216.22,2.761e+8,2.327e+8,4.345e+7
216.27,4.435e+8,4.096e+8,3.397e+7
216.32,6.717e+8,6.479e+8,2.386e+7
216.37,9.363e+8,9.212e+8,1.506e+7
216.42,1.186e+9,1.177e+9,8.538e+6
216.47,1.357e+9,1.352e+9,4.350e+6
216.52,1.398e+9,1.396e+9,1.991e+6
216.57,1.297e+9,1.296e+9,8.191e+5
216.62,1.081e+9,1.081e+9,3.027e+5
216.67,8.107e+8,8.106e+8,1.006e+5
216.72,5.463e+8,5.462e+8,3.025e+4
216.77,3.309e+8,3.309e+8,9.345e+3
216.82,1.802e+8,1.801e+8,7.735e+3
216.87,8.818e+7,8.816e+7,2.358e+4
216.92,3.886e+7,3.878e+7,8.328e+4
216.97,1.560e+7,1.533e+7,2.690e+5
217.02,6.230e+6,5.448e+6,7.822e+5
217.07,3.789e+6,1.742e+6,2.047e+6
217.12,5.332e+6,5.085e+5,4.824e+6
217.17,1.041e+7,1.719e+5,1.024e+7
217.22,1.983e+7,2.156e+5,1.961e+7
217.27,3.481e+7,7.286e+5,3.408e+7
217.32,5.685e+7,2.531e+6,5.432e+7
217.37,8.950e+7,7.973e+6,8.153e+7
217.42,1.438e+8,2.262e+7,1.212e+8
217.47,2.489e+8,5.776e+7,1.911e+8
217.52,4.663e+8,1.328e+8,3.335e+8
217.57,9.007e+8,2.750e+8,6.257e+8
217.62,1.692e+9,5.128e+8,1.179e+9
217.67,2.971e+9,8.622e+8,2.109e+9
217.72,4.785e+9,1.308e+9,3.477e+9
217.77,7.004e+9,1.796e+9,5.208e+9
217.82,9.287e+9,2.237e+9,7.049e+9
217.87,1.115e+10,2.547e+9,8.602e+9
217.92,1.213e+10,2.675e+9,9.454e+9
217.97,1.199e+10,2.631e+9,9.355e+9
218.02,1.080e+10,2.468e+9,8.333e+9
218.07,8.931e+9,2.248e+9,6.683e+9
218.12,6.833e+9,2.007e+9,4.825e+9
218.17,4.889e+9,1.750e+9,3.138e+9
218.22,3.308e+9,1.469e+9,1.839e+9
218.27,2.136e+9,1.163e+9,9.726e+8
218.32,1.322e+9,8.559e+8,4.659e+8
218.37,7.831e+8,5.777e+8,2.054e+8
218.42,4.467e+8,3.549e+8,9.174e+7
218.47,2.607e+8,1.976e+8,6.308e+7
218.52,1.979e+8,9.937e+7,9.856e+7
218.57,2.589e+8,4.508e+7,2.138e+8
218.62,4.734e+8,1.844e+7,4.550e+8
218.67,8.952e+8,6.791e+6,8.884e+8
218.72,1.585e+9,2.253e+6,1.583e+9
218.77,2.586e+9,6.730e+5,2.585e+9
218.82,3.914e+9,1.810e+5,3.914e+9
218.87,5.568e+9,4.383e+4,5.567e+9
218.92,7.567e+9,9.556e+3,7.567e+9
218.97,9.964e+9,1.876e+3,9.964e+9
219.02,1.278e+10,3.315e+2,1.278e+10
219.07,1.587e+10,5.273e+1,1.587e+10
219.12,1.883e+10,7.553e+0,1.883e+10
219.17,2.098e+10,9.739e-1,2.098e+10
219.22,2.165e+10,1.131e-1,2.165e+10
219.27,2.049e+10,1.182e-2,2.049e+10
219.32,1.766e+10,1.112e-3,1.766e+10
219.37,1.381e+10,9.418e-5,1.381e+10
219.42,9.787e+9,7.183e-6,9.787e+9
219.47,6.283e+9,4.931e-7,6.283e+9
219.52,3.664e+9,,3.664e+9
219.57,1.954e+9,,1.954e+9
219.62,9.639e+8,,9.639e+8
219.67,4.499e+8,,4.499e+8
219.72,2.058e+8,,2.058e+8
219.77,9.691e+7,,9.691e+7
219.82,5.028e+7,,5.028e+7
219.87,3.128e+7,,3.128e+7
219.92,2.461e+7,,2.461e+7
219.97,2.315e+7,,2.315e+7
220.02,2.308e+7,,2.308e+7
220.07,2.229e+7,,2.229e+7
220.12,1.998e+7,,1.998e+7
220.17,1.632e+7,,1.632e+7
220.22,1.207e+7,,1.207e+7
220.27,8.100e+6,,8.100e+6
220.32,5.041e+6,,5.041e+6
220.37,3.384e+6,,3.384e+6
220.42,4.015e+6,,4.015e+6
220.47,9.557e+6,,9.557e+6
220.52,2.703e+7,,2.703e+7
220.57,7.227e+7,,7.227e+7
220.62,1.756e+8,,1.756e+8
220.67,3.855e+8,,3.855e+8
220.72,7.641e+8,,7.641e+8
220.77,1.368e+9,,1.368e+9
220.82,2.210e+9,,2.210e+9
220.87,3.224e+9,,3.224e+9
220.92,4.247e+9,,4.247e+9
220.97,5.050e+9,,5.050e+9
221.02,5.423e+9,,5.423e+9
221.07,5.259e+9,,5.259e+9
221.12,4.607e+9,,4.607e+9
221.17,3.649e+9,,3.649e+9
221.22,2.623e+9,6.515e-8,2.623e+9
221.27,1.732e+9,9.452e-7,1.732e+9
221.32,1.102e+9,1.240e-5,1.102e+9
221.37,7.909e+8,1.470e-4,7.909e+8
221.42,8.303e+8,1.575e-3,8.303e+8
221.47,1.271e+9,1.526e-2,1.271e+9
221.52,2.189e+9,1.337e-1,2.189e+9
221.57,3.637e+9,1.059e+0,3.637e+9
221.62,5.566e+9,7.578e+0,5.566e+9
221.67,7.743e+9,4.903e+1,7.743e+9
221.72,9.757e+9,2.868e+2,9.757e+9
221.77,1.112e+10,1.517e+3,1.112e+10
221.82,1.146e+10,7.249e+3,1.146e+10
221.87,1.067e+10,3.133e+4,1.067e+10
221.92,8.978e+9,1.224e+5,8.978e+9
221.97,6.825e+9,4.321e+5,6.824e+9
222.02,4.688e+9,1.379e+6,4.687e+9
222.07,2.912e+9,3.981e+6,2.908e+9
222.12,1.641e+9,1.039e+7,1.631e+9
222.17,8.520e+8,2.449e+7,8.275e+8
222.22,4.343e+8,5.221e+7,3.821e+8
222.27,2.654e+8,1.006e+8,1.648e+8
222.32,2.502e+8,1.753e+8,7.485e+7
222.37,3.283e+8,2.761e+8,5.217e+7
222.42,4.653e+8,3.931e+8,7.222e+7
222.47,6.439e+8,5.059e+8,1.380e+8
222.52,8.623e+8,5.886e+8,2.737e+8
222.57,1.137e+9,6.191e+8,5.175e+8
222.62,1.496e+9,5.886e+8,9.078e+8
222.67,1.966e+9,5.059e+8,1.460e+9
222.72,2.533e+9,3.931e+8,2.140e+9
222.77,3.126e+9,2.761e+8,2.850e+9
222.82,3.619e+9,1.753e+8,3.444e+9
222.87,3.872e+9,1.006e+8,3.772e+9
222.92,3.796e+9,5.221e+7,3.744e+9
222.97,3.392e+9,2.449e+7,3.367e+9
223.02,2.757e+9,1.039e+7,2.747e+9
223.07,2.037e+9,3.981e+6,2.033e+9
223.12,1.370e+9,1.379e+6,1.369e+9
223.17,8.399e+8,4.321e+5,8.394e+8
223.22,4.712e+8,1.224e+5,4.710e+8
223.27,2.431e+8,3.133e+4,2.431e+8
223.32,1.162e+8,7.249e+3,1.162e+8
223.37,5.199e+7,1.517e+3,5.199e+7
223.42,2.198e+7,2.869e+2,2.198e+7
223.47,8.906e+6,4.964e+1,8.906e+6
223.52,3.663e+6,1.146e+1,3.663e+6
223.57,2.272e+6,2.355e+1,2.272e+6
223.62,4.219e+6,1.182e+2,4.219e+6
223.67,1.296e+7,5.609e+2,1.296e+7
223.72,3.945e+7,2.414e+3,3.945e+7
223.77,1.097e+8,9.404e+3,1.097e+8
223.82,2.766e+8,3.318e+4,2.766e+8
223.87,6.314e+8,1.060e+5,6.313e+8
223.92,1.305e+9,3.066e+5,1.304e+9
223.97,2.441e+9,8.030e+5,2.441e+9
224.02,4.137e+9,1.905e+6,4.135e+9
224.07,6.350e+9,4.091e+6,6.346e+9
224.12,8.834e+9,7.955e+6,8.826e+9
224.17,1.115e+10,1.401e+7,1.114e+10
224.22,1.283e+10,2.234e+7,1.281e+10
224.27,1.354e+10,3.225e+7,1.351e+10
224.32,1.335e+10,4.216e+7,1.330e+10
224.37,1.271e+10,4.991e+7,1.266e+10
224.42,1.233e+10,5.351e+7,1.228e+10
224.47,1.286e+10,5.194e+7,1.281e+10
224.52,1.454e+10,4.565e+7,1.450e+10
224.57,1.706e+10,3.633e+7,1.703e+10
224.62,1.961e+10,2.618e+7,1.958e+10
224.67,2.121e+10,1.708e+7,2.120e+10
224.72,2.115e+10,1.010e+7,2.114e+10
224.77,1.925e+10,5.401e+6,1.924e+10
224.82,1.591e+10,2.617e+6,1.591e+10
224.87,1.194e+10,1.148e+6,1.193e+10
224.92,8.115e+9,4.560e+5,8.115e+9
224.97,5.001e+9,1.640e+5,5.001e+9
225.02,2.793e+9,5.343e+4,2.793e+9
225.07,1.415e+9,1.576e+4,1.415e+9
225.12,6.502e+8,4.208e+3,6.502e+8
225.17,2.721e+8,1.018e+3,2.721e+8
225.22,1.051e+8,2.228e+2,1.051e+8
225.27,3.960e+7,4.418e+1,3.960e+7
225.32,1.752e+7,7.932e+0,1.752e+7
225.37,1.192e+7,1.289e+0,1.192e+7
225.42,1.159e+7,1.898e-1,1.159e+7
225.47,1.218e+7,2.530e-2,1.218e+7
225.52,1.214e+7,3.054e-3,1.214e+7
225.57,1.108e+7,3.337e-4,1.108e+7
225.62,9.189e+6,3.303e-5,9.189e+6
225.67,6.912e+6,2.960e-6,6.912e+6
225.72,4.725e+6,2.402e-7,4.725e+6
225.77,2.966e+6,1.765e-8,2.966e+6
225.82,1.800e+6,,1.800e+6
225.87,1.287e+6,,1.287e+6
225.92,1.497e+6,,1.497e+6
225.97,2.627e+6,,2.627e+6
226.02,5.027e+6,,5.027e+6
226.07,9.127e+6,,9.127e+6
226.12,1.522e+7,,1.522e+7
226.17,2.320e+7,,2.320e+7
226.22,3.227e+7,,3.227e+7
226.27,4.102e+7,,4.102e+7
226.32,4.771e+7,,4.771e+7
226.37,5.087e+7,,5.087e+7
226.42,4.982e+7,,4.982e+7
226.47,4.496e+7,,4.496e+7
226.52,3.749e+7,,3.749e+7
226.57,2.897e+7,,2.897e+7
226.62,2.082e+7,,2.082e+7
226.67,1.394e+7,,1.394e+7
226.72,8.705e+6,,8.705e+6
226.77,5.070e+6,,5.070e+6
226.82,2.755e+6,,2.755e+6
226.87,1.412e+6,,1.412e+6
226.92,7.613e+5,,7.613e+5
226.97,7.140e+5,,7.140e+5
227.02,1.597e+6,,1.597e+6
227.07,4.641e+6,,4.641e+6
227.12,1.294e+7,,1.294e+7
227.17,3.295e+7,,3.295e+7
227.22,7.629e+7,,7.629e+7
227.27,1.604e+8,,1.604e+8
227.32,3.062e+8,,3.062e+8
227.37,5.308e+8,,5.308e+8
227.42,8.356e+8,,8.356e+8
227.47,1.194e+9,,1.194e+9
227.52,1.550e+9,,1.550e+9
227.57,1.827e+9,,1.827e+9
227.62,1.956e+9,,1.956e+9
227.67,1.902e+9,,1.902e+9
227.72,1.680e+9,,1.680e+9
227.77,1.349e+9,,1.349e+9
227.82,9.837e+8,,9.837e+8
227.87,6.524e+8,,6.524e+8
227.92,3.937e+8,,3.937e+8
227.97,2.163e+8,,2.163e+8
228.02,1.084e+8,,1.084e+8
228.07,4.964e+7,,4.964e+7
228.12,2.088e+7,,2.088e+7
228.17,8.224e+6,,8.224e+6
228.22,3.365e+6,,3.365e+6
228.27,2.084e+6,,2.084e+6
228.32,2.590e+6,,2.590e+6
228.37,4.288e+6,,4.288e+6
228.42,7.003e+6,,7.003e+6
228.47,1.054e+7,,1.054e+7
228.52,1.446e+7,,1.446e+7
228.57,1.804e+7,,1.804e+7
228.62,2.052e+7,,2.052e+7
228.67,2.134e+7,,2.134e+7
228.72,2.047e+7,,2.047e+7
228.77,1.857e+7,,1.857e+7
228.82,1.695e+7,,1.695e+7
228.87,1.774e+7,,1.774e+7
228.92,2.446e+7,,2.446e+7
228.97,4.337e+7,,4.337e+7
229.02,8.541e+7,,8.541e+7
229.07,1.674e+8,,1.674e+8
229.12,3.103e+8,,3.103e+8
229.17,5.331e+8,,5.331e+8
229.22,8.407e+8,,8.407e+8
229.27,1.211e+9,,1.211e+9
229.32,1.591e+9,,1.591e+9
229.37,1.903e+9,,1.903e+9
229.42,2.071e+9,,2.071e+9
229.47,2.051e+9,,2.051e+9
229.52,1.847e+9,,1.847e+9
229.57,1.513e+9,,1.513e+9
229.62,1.127e+9,,1.127e+9
229.67,7.634e+8,,7.634e+8
229.72,4.703e+8,,4.703e+8
229.77,2.635e+8,,2.635e+8
229.82,1.342e+8,,1.342e+8
229.87,6.219e+7,,6.219e+7
229.92,2.620e+7,,2.620e+7
229.97,1.004e+7,,1.004e+7
230.02,3.498e+6,,3.498e+6
230.07,1.108e+6,,1.108e+6
230.12,3.194e+5,,3.194e+5
230.17,8.370e+4,,8.370e+4
230.22,1.995e+4,,1.995e+4
230.27,4.322e+3,,4.322e+3
230.32,8.518e+2,,8.518e+2
230.37,1.526e+2,,1.526e+2
230.42,2.488e+1,,2.488e+1
230.47,3.687e+0,,3.687e+0
230.52,4.969e-1,,4.969e-1
230.57,6.091e-2,,6.091e-2
230.62,6.789e-3,,6.789e-3
230.67,6.881e-4,,6.881e-4
230.72,6.342e-5,,6.342e-5
230.77,5.316e-6,,5.316e-6
230.82,4.053e-7,,4.053e-7
232.23,2.494e-9,,2.494e-9
232.28,3.042e-8,,3.042e-8
232.33,3.385e-7,,3.385e-7
232.38,3.437e-6,,3.437e-6
232.43,3.184e-5,,3.184e-5
232.48,2.692e-4,,2.692e-4
232.53,2.077e-3,,2.077e-3
232.58,1.462e-2,,1.462e-2
232.63,9.386e-2,,9.386e-2
232.68,5.500e-1,,5.500e-1
232.73,2.941e+0,,2.941e+0
232.78,1.435e+1,,1.435e+1
232.83,6.388e+1,,6.388e+1
232.88,2.595e+2,,2.595e+2
232.93,9.617e+2,,9.617e+2
232.98,3.253e+3,,3.253e+3
233.03,1.004e+4,,1.004e+4
233.08,2.826e+4,,2.826e+4
233.13,7.261e+4,,7.261e+4
233.18,1.702e+5,,1.702e+5
233.23,3.641e+5,,3.641e+5
233.28,7.108e+5,,7.108e+5
233.33,1.266e+6,,1.266e+6
233.38,2.057e+6,,2.057e+6
233.43,3.050e+6,,3.050e+6
233.48,4.127e+6,,4.127e+6
233.53,5.095e+6,,5.095e+6
233.58,5.740e+6,,5.740e+6
233.63,5.899e+6,,5.899e+6
233.68,5.533e+6,,5.533e+6
233.73,4.735e+6,,4.735e+6
233.78,3.697e+6,,3.697e+6
233.83,2.634e+6,,2.634e+6
233.88,1.713e+6,,1.713e+6
233.93,1.016e+6,,1.016e+6
233.98,5.499e+5,,5.499e+5
234.03,2.716e+5,,2.716e+5
234.08,1.224e+5,,1.224e+5
234.13,5.033e+4,,5.033e+4
234.18,1.889e+4,,1.889e+4
234.23,6.466e+3,,6.466e+3
234.28,2.020e+3,,2.020e+3
234.33,5.758e+2,,5.758e+2
234.38,1.498e+2,,1.498e+2
234.43,3.554e+1,,3.554e+1
234.48,7.696e+0,,7.696e+0
234.53,1.521e+0,,1.521e+0
234.58,2.742e-1,,2.742e-1
