obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""344.2927""","=""0.0005""","=""344.29302""","=""0.00006""","=""2""","=""""",,"=""15220.393""","=""44257.098""","=""3d3.(2G).4s""","=""a 3G""","=""5""","=""3d2.4s.(4F).5p""","=""3G*""","=""4""",,"=""""","=""L10989""",
"=""344.36427""","=""0.00014""","=""344.36426""","=""0.00006""","=""11""","=""""",,"=""11639.8109""","=""40670.509""","=""3d3.(4F).4s""","=""b 3F""","=""3""","=""3d3.(4P).4p""","=""r 3D*""","=""2""",,"=""""","=""L10989""",
"=""344.44068""","=""0.00014""","=""344.44074""","=""0.00006""","=""15+""","=""""",,"=""11531.761""","=""40556.014""","=""3d3.(4F).4s""","=""b 3F""","=""2""","=""3d3.(4P).4p""","=""r 3D*""","=""1""",,"=""""","=""L10989""",
"=""344.4879""","=""0.0005""","=""344.48848""","=""0.00011""","=""4""","=""""",,"=""8602.3441""","=""37622.575""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d.4s2.4p""","=""x 1F*""","=""3""",,"=""""","=""L10989""",
"=""344.5138""","=""0.0005""","=""344.51415""","=""0.00007""","=""6""","=""""",,"=""16875.124""","=""45893.192""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d2.4s.(4F).6s""","=""h 5F""","=""3""",,"=""""","=""L10989""",
"=""344.5546""","=""0.0005""","=""344.55488""","=""0.00008""","=""5""","=""""",,"=""6742.756""","=""35757.394""","=""3d3.(4F).4s""","=""a 5F""","=""4""","=""3d3.(4P).4p""","=""w 5D*""","=""4""",,"=""""","=""L10989""",
"=""344.7430""","=""0.0005""","=""344.74314""","=""0.00006""","=""3""","=""""",,"=""15156.802""","=""44155.596""","=""3d3.(2G).4s""","=""a 3G""","=""4""","=""3d2.4s.(4F).5p""","=""3G*""","=""3""",,"=""""","=""L10989""",
"=""344.7789""","=""0.0005""","=""344.77904""","=""0.00006""","=""4""","=""""",,"=""16817.160""","=""45812.935""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""1""","=""3d2.4s.(4F).6s""","=""h 5F""","=""2""",,"=""""","=""L10989""",
"=""344.82519""","=""0.00014""","=""344.82519""","=""0.00006""","=""6""","=""""",,"=""6661.006""","=""35652.900""","=""3d3.(4F).4s""","=""a 5F""","=""3""","=""3d3.(4P).4p""","=""w 5D*""","=""3""",,"=""""","=""L10989""",
"=""344.98717""","=""0.00014""","=""344.98671""","=""0.00011""","=""5""","=""""",,"=""6598.765""","=""35577.086""","=""3d3.(4F).4s""","=""a 5F""","=""2""","=""3d3.(4P).4p""","=""w 5D*""","=""2""",,"=""""","=""L10989""",
"=""345.0002""","=""0.0005""","=""345.00029""","=""0.00014""","=""00""","=""""",,"=""19937.855""","=""48915.035""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""1""","=""3d2.4p2""","=""h 5D""","=""2""",,"=""""","=""L10989""",
"=""345.0745""","=""0.0005""","=""345.07490""","=""0.00011""","=""5""","=""""",,"=""6556.833""","=""35527.748""","=""3d3.(4F).4s""","=""a 5F""","=""1""","=""3d3.(4P).4p""","=""w 5D*""","=""1""",,"=""""","=""L10989""",
"=""345.0918""","=""0.0005""","=""345.09091""","=""0.00012""","=""1""","=""""",,"=""16961.442""","=""45931.013""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d2.4s.(2F).4d""","=""3F""","=""4""",,"=""""","=""L10989""",
"=""345.2915""","=""0.0005""","=""345.29184""","=""0.00005""","=""2""","=""""",,"=""8602.3441""","=""37555.058""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d3.(2G).4p""","=""v 3G*""","=""3""",,"=""""","=""L10989""",
"=""345.3550""","=""0.0005""","=""345.35520""","=""0.00008""","=""5""","=""""",,"=""16817.160""","=""45764.562""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""1""","=""3d2.4s.(4F).6s""","=""h 5F""","=""1""",,"=""""","=""L10989""",
"=""345.3649""","=""0.0005""","=""345.36518""","=""0.00017""","=""5""","=""""",,"=""6556.833""","=""35503.399""","=""3d3.(4F).4s""","=""a 5F""","=""1""","=""3d3.(4P).4p""","=""w 5D*""","=""0""",,"=""""","=""L10989""",
"=""345.41581""","=""0.00014""","=""345.41574""","=""0.00007""","=""14""","=""""",,"=""17215.390""","=""46157.719""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d2.4s.(4F).6s""","=""h 5F""","=""5""",,"=""""","=""L10989""",
"=""345.46976""","=""0.00014""","=""345.46967""","=""0.00006""","=""5""","=""""",,"=""16875.124""","=""45812.935""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d2.4s.(4F).6s""","=""h 5F""","=""2""",,"=""""","=""L10989""",
"=""345.53551""","=""0.00014""","=""345.53563""","=""0.00007""","=""6""","=""""",,"=""17075.258""","=""46007.545""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d2.4s.(4F).6s""","=""h 5F""","=""4""",,"=""""","=""L10989""",
"=""345.54221""","=""0.00014""","=""345.54204""","=""0.00007""","=""5""","=""""",,"=""16961.442""","=""45893.192""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d2.4s.(4F).6s""","=""h 5F""","=""3""",,"=""""","=""L10989""",
"=""345.57507""","=""0.00014""","=""345.57510""","=""0.00011""","=""6""","=""""",,"=""6598.765""","=""35527.748""","=""3d3.(4F).4s""","=""a 5F""","=""2""","=""3d3.(4P).4p""","=""w 5D*""","=""1""",,"=""""","=""L10989""",
"=""345.66482""","=""0.00014""","=""345.66479""","=""0.00008""","=""12""","=""""",,"=""12118.393""","=""41039.870""","=""3d2.4s2""","=""a 1G""","=""4""","=""3d3.(2H).4p""","=""y 1H*""","=""5""",,"=""""","=""L10989""",
"=""345.72936""","=""0.00014""","=""345.72930""","=""0.00010""","=""8""","=""""",,"=""6661.006""","=""35577.086""","=""3d3.(4F).4s""","=""a 5F""","=""3""","=""3d3.(4P).4p""","=""w 5D*""","=""2""",,"=""""","=""L10989""",
"=""345.74912""","=""0.00014""","=""345.74901""","=""0.00010""","=""10""","=""""",,"=""6842.962""","=""35757.394""","=""3d3.(4F).4s""","=""a 5F""","=""5""","=""3d3.(4P).4p""","=""w 5D*""","=""4""",,"=""""","=""L10989""",
"=""345.80041""","=""0.00014""","=""345.80029""","=""0.00006""","=""9""","=""""",,"=""6742.756""","=""35652.900""","=""3d3.(4F).4s""","=""a 5F""","=""4""","=""3d3.(4P).4p""","=""w 5D*""","=""3""",,"=""""","=""L10989""",
"=""345.8137""","=""0.0005""","=""345.81403""","=""0.00014""","=""6""","=""""",,"=""20006.039""","=""48915.035""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""2""","=""3d2.4p2""","=""h 5D""","=""2""",,"=""""","=""L10989""",
"=""345.9414""","=""0.0005""","=""345.94186""","=""0.00013""","=""9""","=""""",,"=""20126.062""","=""49024.376""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""3""","=""3d2.4p2""","=""h 5D""","=""3""",,"=""""","=""L10989""",
"=""346.0481""","=""0.0005""","=""346.04815""","=""0.00008""","=""5""","=""""",,"=""16875.124""","=""45764.562""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d2.4s.(4F).6s""","=""h 5F""","=""1""",,"=""""","=""L10989""",
"=""346.31964""","=""0.00014""","=""346.31976""","=""0.00006""","=""7""","=""""",,"=""8492.422""","=""37359.203""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d3.(4P).4p""","=""y 5S*""","=""2""",,"=""""","=""L10989""",
"=""346.4815""","=""0.0005""","=""346.48144""","=""0.00011""","=""0""","=""""",,"=""20006.039""","=""48859.350""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""2""","=""3d2.4p2""","=""h 5D""","=""1""",,"=""""","=""L10989""",
"=""346.4912""","=""0.0005""","=""346.49079""","=""0.00008""","=""00""","=""""",,"=""17215.390""","=""46067.923""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d2.4s.(2F).4d""","=""e 1G""","=""4""",,"=""""","=""L10989""",
"=""346.5033""","=""0.0005""","=""346.50328""","=""0.00006""","=""3""","=""""",,"=""16961.442""","=""45812.935""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d2.4s.(4F).6s""","=""h 5F""","=""2""",,"=""""","=""L10989""",
"=""346.7175""","=""0.0005""","=""346.71748""","=""0.00010""","=""3""","=""""",,"=""20006.039""","=""48839.708""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""2""","=""3d2.4p2""","=""e 3D""","=""3""",,"=""""","=""L10989""",
"=""346.72578""","=""0.00014""","=""346.72567""","=""0.00006""","=""""","=""""",,"=""8492.422""","=""37325.410""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d3.(2D2).4p""","=""w 3P*""","=""2""",,"=""""","=""L10989""",
"=""346.76454""","=""0.00014""","=""346.76441""","=""0.00010""","=""""","=""""",,"=""18192.570""","=""47022.337""","=""3d3.(2H).4s""","=""a 3H""","=""6""","=""3d3.(2F).4p""","=""3G*""","=""5""",,"=""""","=""L10989""",
"=""346.9061""","=""0.0005""","=""346.90680""","=""0.00007""","=""8""","=""""",,"=""17075.258""","=""45893.192""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d2.4s.(4F).6s""","=""h 5F""","=""3""",,"=""""","=""L10989""",
"=""346.9326""","=""0.0005""","=""346.93209""","=""0.00011""","=""8""","=""""",,"=""16961.442""","=""45777.275""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d2.4s.(2F).4d""","=""3F""","=""2""",,"=""""","=""L10989""",
"=""347.2173""","=""0.0005""","=""347.21741""","=""0.00007""","=""4""","=""""",,"=""17215.390""","=""46007.545""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d2.4s.(4F).6s""","=""h 5F""","=""4""",,"=""""","=""L10989""",
"=""347.2559""","=""0.0005""","=""347.25579""","=""0.00013""","=""1""","=""""",,"=""20126.062""","=""48915.035""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""3""","=""3d2.4p2""","=""h 5D""","=""2""",,"=""""","=""L10989""",
"=""347.2781""","=""0.0005""","=""347.27838""","=""0.00014""","=""6""","=""""",,"=""19937.855""","=""48724.955""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""1""","=""3d2.4p2""","=""e 3D""","=""1""",,"=""""","=""L10989""",
"=""347.2859""","=""0.0005""","=""347.28626""","=""0.00014""","=""3""","=""""",,"=""19937.855""","=""48724.302""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""1""","=""3d2.4p2""","=""e 3D""","=""2""",,"=""""","=""L10989""",
"=""347.3112""","=""0.0005""","=""347.31038""","=""0.00011""","=""00""","=""""",,"=""19322.984""","=""48107.432""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""2""","=""3d2.4p2""","=""5F""","=""2""",,"=""""","=""L10989""",
"=""347.5759""","=""0.0005""","=""347.57614""","=""0.00010""","=""2""","=""""",,"=""17075.258""","=""45837.698""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d2.4s.(2F).4d""","=""3F""","=""3""",,"=""""","=""L10989""",
"=""347.64370""","=""0.00015""","=""347.64360""","=""0.00006""","=""9""","=""""",,"=""8602.3441""","=""37359.203""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d3.(4P).4p""","=""y 5S*""","=""2""",,"=""""","=""L10989""",
"=""347.7865""","=""0.0005""","=""347.78651""","=""0.00011""","=""0""","=""""",,"=""17215.390""","=""45960.432""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d2.4s.(2F).4d""","=""f 3H""","=""6""",,"=""""","=""L10989""",
"=""347.89151""","=""0.00015""","=""347.89146""","=""0.00007""","=""12""","=""""",,"=""8436.618""","=""37172.989""","=""3d2.4s2""","=""a 3P""","=""0""","=""3d3.(2D2).4p""","=""w 3P*""","=""1""",,"=""""","=""L10989""",
"=""348.0201""","=""0.0005""","=""348.02000""","=""0.00010""","=""2""","=""""",,"=""12118.393""","=""40844.151""","=""3d2.4s2""","=""a 1G""","=""4""","=""3d3.(4P).4p""","=""r 3D*""","=""3""",,"=""""","=""L10989""",
"=""348.0249""","=""0.0005""","=""348.02488""","=""0.00012""","=""2""","=""""",,"=""19322.984""","=""48048.339""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""2""","=""3d2.4p2""","=""5F""","=""1""",,"=""""","=""L10989""",
"=""348.05252""","=""0.00015""","=""348.05261""","=""0.00006""","=""15""","=""""",,"=""8602.3441""","=""37325.410""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d3.(2D2).4p""","=""w 3P*""","=""2""",,"=""""","=""L10989""",
"=""348.1030""","=""0.0005""","=""348.10291""","=""0.00015""","=""3""","=""""",,"=""20006.039""","=""48724.955""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""2""","=""3d2.4p2""","=""e 3D""","=""1""",,"=""""","=""L10989""",
"=""348.11100""","=""0.00015""","=""348.11083""","=""0.00015""","=""7""","=""""",,"=""20006.039""","=""48724.302""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""2""","=""3d2.4p2""","=""e 3D""","=""2""",,"=""""","=""L10989""",
"=""348.16681""","=""0.00015""","=""348.16680""","=""0.00010""","=""8""","=""""",,"=""20126.062""","=""48839.708""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""3""","=""3d2.4p2""","=""e 3D""","=""3""",,"=""""","=""L10989""",
"=""348.29870""","=""0.00015""","=""348.29864""","=""0.00004""","=""7""","=""""",,"=""0.000""","=""28702.778""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(4F).4p""","=""y 5F*""","=""3""",,"=""""","=""L10989""",
"=""348.3720""","=""0.0005""","=""348.37218""","=""0.00009""","=""5""","=""""",,"=""18141.265""","=""46837.984""","=""3d3.(2H).4s""","=""a 3H""","=""5""","=""3d3.(2F).4p""","=""3G*""","=""4""",,"=""""","=""L10989""",
"=""348.4761""","=""0.0005""","=""348.47581""","=""0.00015""","=""2""","=""""",,"=""18037.213""","=""46725.398""","=""3d3.(2H).4s""","=""a 3H""","=""4""","=""3d3.(2F).4p""","=""3G*""","=""3""",,"=""""","=""L10989""",
"=""348.5043""","=""0.0005""","=""348.50415""","=""0.00011""","=""4""","=""""",,"=""19421.580""","=""48107.432""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""3""","=""3d2.4p2""","=""5F""","=""2""",,"=""""","=""L10989""",
"=""348.56844""","=""0.00015""","=""348.56837""","=""0.00006""","=""11""","=""""",,"=""8492.422""","=""37172.989""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d3.(2D2).4p""","=""w 3P*""","=""1""",,"=""""","=""L10989""",
"=""348.7801""","=""0.0005""","=""348.78023""","=""0.00007""","=""0""","=""""",,"=""11639.8109""","=""40302.957""","=""3d3.(4F).4s""","=""b 3F""","=""3""","=""3d3.(2D2).4p""","=""w 1F*""","=""3""",,"=""""","=""L10989""",
"=""349.0761""","=""0.0005""","=""349.07624""","=""0.00004""","=""7""","=""""",,"=""0.000""","=""28638.841""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(4F).4p""","=""y 5F*""","=""2""",,"=""""","=""L10989""",
"=""349.1244""","=""0.0005""","=""349.12413""","=""0.00011""","=""13bl""","=""""",,"=""19573.974""","=""48208.887""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""4""","=""3d2.4p2""","=""5F""","=""3""",,"=""""","=""L10989""",
"=""349.32758""","=""0.00015""","=""349.32745""","=""0.00005""","=""11""","=""3.6e+05""",C,"=""170.1328""","=""28788.380""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(4F).4p""","=""y 5F*""","=""4""",,"=""T3499n""","=""L10989""",
"=""349.57491""","=""0.00015""","=""349.57489""","=""0.00009""","=""13""","=""""",,"=""8492.422""","=""37090.413""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d3.(2D2).4p""","=""w 3P*""","=""0""",,"=""""","=""L10989""",
"=""349.59551""","=""0.00015""","=""349.59540""","=""0.00005""","=""10""","=""""",,"=""0.000""","=""28596.313""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(4F).4p""","=""y 5F*""","=""1""",,"=""""","=""L10989""",
"=""349.90963""","=""0.00015""","=""349.90949""","=""0.00006""","=""12""","=""""",,"=""8602.3441""","=""37172.989""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d3.(2D2).4p""","=""w 3P*""","=""1""",,"=""""","=""L10989""",
"=""350.37539""","=""0.00015""","=""350.37551""","=""0.00005""","=""7""","=""""",,"=""170.1328""","=""28702.778""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(4F).4p""","=""y 5F*""","=""3""",,"=""""","=""L10989""",
"=""350.47678""","=""0.00015""","=""350.47679""","=""0.00007""","=""8""","=""""",,"=""15220.393""","=""43744.793""","=""3d3.(2G).4s""","=""a 3G""","=""5""","=""3d2.4s.(4F).5p""","=""r 3F*""","=""4""",,"=""""","=""L10989""",
"=""350.66393""","=""0.00015""","=""350.66384""","=""0.00006""","=""13""","=""6.8e+05""",C,"=""386.874""","=""28896.059""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d3.(4F).4p""","=""y 5F*""","=""5""",,"=""T3499n""","=""L10989""",
"=""351.16250""","=""0.00015""","=""351.16243""","=""0.00005""","=""11""","=""4.2e+05""",C,"=""170.1328""","=""28638.841""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(4F).4p""","=""y 5F*""","=""2""",,"=""T3499n""","=""L10989""",
"=""351.68319""","=""0.00015""","=""351.68320""","=""0.00005""","=""10""","=""""",,"=""15156.802""","=""43583.355""","=""3d3.(2G).4s""","=""a 3G""","=""4""","=""3d2.4s.(4F).5p""","=""r 3F*""","=""3""",,"=""""","=""L10989""",
"=""351.99349""","=""0.00015""","=""351.99336""","=""0.00005""","=""14""","=""""",,"=""386.874""","=""28788.380""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d3.(4F).4p""","=""y 5F*""","=""4""",,"=""""","=""L10989""",
"=""352.01619""","=""0.00015""","=""352.01589""","=""0.00011""","=""15+""","=""""",,"=""14105.634""","=""42505.322""","=""3d3.(4P).4s""","=""a 5P""","=""3""","=""3d2.4s.(4F).5p""","=""5D*""","=""4""",,"=""""","=""L10989""",
"=""352.51573""","=""0.00015""","=""352.51566""","=""0.00006""","=""10""","=""""",,"=""15108.111""","=""43467.537""","=""3d3.(2G).4s""","=""a 3G""","=""3""","=""3d2.4s.(4F).5p""","=""r 3F*""","=""2""",,"=""""","=""L10989""",
"=""352.65706""","=""0.00015""","=""352.65702""","=""0.00009""","=""5""","=""""",,"=""14028.436""","=""42376.495""","=""3d3.(4P).4s""","=""a 5P""","=""2""","=""3d2.4s.(4F).5p""","=""5D*""","=""3""",,"=""""","=""L10989""",
"=""353.05755""","=""0.00015""","=""353.05750""","=""0.00005""","=""7""","=""""",,"=""386.874""","=""28702.778""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d3.(4F).4p""","=""y 5F*""","=""3""",,"=""""","=""L10989""",
"=""353.4064""","=""0.0005""","=""353.40635""","=""0.00010""","=""3""","=""""",,"=""13981.773""","=""42269.727""","=""3d3.(4P).4s""","=""a 5P""","=""1""","=""3d2.4s.(4F).5p""","=""5D*""","=""2""",,"=""""","=""L10989""",
"=""353.4699""","=""0.0005""","=""353.47041""","=""0.00008""","=""0""","=""""",,"=""14028.436""","=""42311.264""","=""3d3.(4P).4s""","=""a 5P""","=""2""","=""3d.4s2.4p""","=""q 3D*""","=""3""",,"=""""","=""L10989""",
"=""353.6199""","=""0.0005""","=""353.62003""","=""0.00009""","=""2""","=""""",,"=""14105.634""","=""42376.495""","=""3d3.(4P).4s""","=""a 5P""","=""3""","=""3d2.4s.(4F).5p""","=""5D*""","=""3""",,"=""""","=""L10989""",
"=""353.9901""","=""0.0005""","=""353.99030""","=""0.00010""","=""3""","=""""",,"=""14028.436""","=""42269.727""","=""3d3.(4P).4s""","=""a 5P""","=""2""","=""3d2.4s.(4F).5p""","=""5D*""","=""2""",,"=""""","=""L10989""",
"=""354.25309""","=""0.00015""","=""354.25318""","=""0.00011""","=""8""","=""""",,"=""18037.213""","=""46257.548""","=""3d3.(2H).4s""","=""a 3H""","=""4""","=""3d2.4s.(2F).5p""","=""u 1G*""","=""4""",,"=""""","=""L10989""",
"=""354.3558""","=""0.0005""","=""354.35563""","=""0.00006""","=""3""","=""""",,"=""13981.773""","=""42193.949""","=""3d3.(4P).4s""","=""a 5P""","=""1""","=""3d2.4s.(4F).5p""","=""5D*""","=""1""",,"=""""","=""L10989""",
"=""354.4377""","=""0.0005""","=""354.43787""","=""0.00008""","=""1""","=""""",,"=""14105.634""","=""42311.264""","=""3d3.(4P).4s""","=""a 5P""","=""3""","=""3d.4s2.4p""","=""q 3D*""","=""3""",,"=""""","=""L10989""",
"=""354.7028""","=""0.0005""","=""354.70280""","=""0.00009""","=""15+""","=""""",,"=""12118.393""","=""40302.957""","=""3d2.4s2""","=""a 1G""","=""4""","=""3d3.(2D2).4p""","=""w 1F*""","=""3""",,"=""""","=""L10989""",
"=""354.7110""","=""0.0005""","=""354.71120""","=""0.00006""","=""""","=""""",,"=""7255.355""","=""35439.251""","=""3d2.4s2""","=""a 1D""","=""2""","=""3d2.(3P).4s.4p.(1P*)""","=""y 3S*""","=""1""",,"=""""","=""L10989""",
"=""354.8776""","=""0.0005""","=""354.87738""","=""0.00011""","=""2""","=""""",,"=""13981.773""","=""42152.472""","=""3d3.(4P).4s""","=""a 5P""","=""1""","=""3d2.4s.(4F).5p""","=""5D*""","=""0""",,"=""""","=""L10989""",
"=""354.9430""","=""0.0005""","=""354.94272""","=""0.00006""","=""0""","=""""",,"=""14028.436""","=""42193.949""","=""3d3.(4P).4s""","=""a 5P""","=""2""","=""3d2.4s.(4F).5p""","=""5D*""","=""1""",,"=""""","=""L10989""",
"=""354.9615""","=""0.0005""","=""354.96062""","=""0.00010""","=""2""","=""""",,"=""14105.634""","=""42269.727""","=""3d3.(4P).4s""","=""a 5P""","=""3""","=""3d2.4s.(4F).5p""","=""5D*""","=""2""",,"=""""","=""L10989""",
"=""355.0696""","=""0.0005""","=""355.06923""","=""0.00011""","=""0""","=""""",,"=""20209.447""","=""48364.925""","=""3d3.(2D2).4s""","=""b 1D""","=""2""","=""3d3.(2F).4p""","=""u 1F*""","=""3""",,"=""""","=""L10989""",
"=""355.0857""","=""0.0005""","=""355.08531""","=""0.00006""","=""1""","=""""",,"=""11531.761""","=""39685.964""","=""3d3.(4F).4s""","=""b 3F""","=""2""","=""3d3.(2D2).4p""","=""s 3D*""","=""2""",,"=""""","=""L10989""",
"=""355.3869""","=""0.0005""","=""355.38679""","=""0.00006""","=""4""","=""""",,"=""11531.761""","=""39662.081""","=""3d3.(4F).4s""","=""b 3F""","=""2""","=""3d3.(2D2).4p""","=""s 3D*""","=""1""",,"=""""","=""L10989""",
"=""355.6383""","=""0.0005""","=""355.63758""","=""0.00014""","=""2""","=""""",,"=""19937.855""","=""48048.339""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""1""","=""3d2.4p2""","=""5F""","=""1""",,"=""""","=""L10989""",
"=""355.7524""","=""0.0005""","=""355.75263""","=""0.00013""","=""00""","=""""",,"=""20006.039""","=""48107.432""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""2""","=""3d2.4p2""","=""5F""","=""2""",,"=""""","=""L10989""",
"=""355.8645""","=""0.0005""","=""355.86443""","=""0.00004""","=""00""","=""""",,"=""15877.081""","=""43969.6460""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""2""","=""3d3.(4F).4d""","=""5F""","=""3""",,"=""""","=""L10989""",
"=""356.0795""","=""0.0005""","=""356.07911""","=""0.00006""","=""4""","=""""",,"=""11639.8109""","=""39715.439""","=""3d3.(4F).4s""","=""b 3F""","=""3""","=""3d3.(2D2).4p""","=""s 3D*""","=""3""",,"=""""","=""L10989""",
"=""356.45326""","=""0.00015""","=""356.45334""","=""0.00006""","=""7""","=""""",,"=""11639.8109""","=""39685.964""","=""3d3.(4F).4s""","=""b 3F""","=""3""","=""3d3.(2D2).4p""","=""s 3D*""","=""2""",,"=""""","=""L10989""",
"=""356.5031""","=""0.0005""","=""356.50232""","=""0.00014""","=""12bl""","=""""",,"=""20006.039""","=""48048.339""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""2""","=""3d2.4p2""","=""5F""","=""1""",,"=""""","=""L10989""",
"=""356.5714""","=""0.0005""","=""356.57017""","=""0.00004""","=""7""","=""""",,"=""15877.081""","=""43914.0450""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""2""","=""3d3.(4F).4d""","=""5F""","=""2""",,"=""""","=""L10989""",
"=""357.0609""","=""0.0005""","=""357.06089""","=""0.00005""","=""5""","=""""",,"=""15877.081""","=""43875.514""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""2""","=""3d3.(4F).4d""","=""5F""","=""1""",,"=""""","=""L10989""",
"=""357.1182""","=""0.0005""","=""357.11725""","=""0.00004""","=""8""","=""""",,"=""15975.631""","=""43969.6460""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""3""","=""3d3.(4F).4d""","=""5F""","=""3""",,"=""""","=""L10989""",
