obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""""","=""365.5016""","=""""","=""5.64e+06""",C+,"=""105470.93""","=""132822.80""","=""3s.4p""","=""3P*""","=""2""","=""3s.5d""","=""3D""","=""2""",,"=""T6298c4,LS""","=""""",
"=""365.6319""","=""365.6309""","=""2""","=""""",,"=""121483.50""","=""148825.7""","=""3s.4d""","=""3D""","=""3""","=""3s.12f""","=""3F*""","=""4""",,"=""""","=""L3471""",
"=""370.3219""","=""370.3225""","=""30""","=""3.23e+07""",B+,"=""106920.56""","=""133916.368""","=""3s.4p""","=""1P*""","=""1""","=""3s.5d""","=""1D""","=""2""",,"=""T6533""","=""L4575""",
"=""373.1952""","=""373.1954""","=""10""","=""4.95e+06""",C+,"=""105427.52""","=""132215.517""","=""3s.4p""","=""3P*""","=""0""","=""3s.6s""","=""3S""","=""1""",,"=""T6298c4,LS""","=""L4575""",
"=""373.3908""","=""373.3903""","=""20""","=""1.48e+07""",C+,"=""105441.50""","=""132215.517""","=""3s.4p""","=""3P*""","=""1""","=""3s.6s""","=""3S""","=""1""",,"=""T6298c4,LS""","=""L4575""",
"=""373.4567""","=""373.4522""","=""3""","=""""",,"=""121483.50""","=""148253.08""","=""3s.4d""","=""3D""","=""3""","=""3s.11f""","=""3F*""","=""4""",,"=""""","=""L3471""",
"=""373.4715""","=""373.4658""","=""2*""","=""""",,"=""121483.92""","=""148252.52""","=""3s.4d""","=""3D""","=""2""","=""3s.11f""","=""3F*""","=""3""",,"=""""","=""L3471""",
"=""373.4715""","=""373.4726""","=""2*""","=""""",,"=""121484.252""","=""148252.37""","=""3s.4d""","=""3D""","=""1""","=""3s.11f""","=""3F*""","=""2""",,"=""""","=""L3471""",
"=""373.8015""","=""373.8012""","=""50""","=""2.46e+07""",C+,"=""105470.93""","=""132215.517""","=""3s.4p""","=""3P*""","=""2""","=""3s.6s""","=""3S""","=""1""",,"=""T6298c4,LS""","=""L4575""",
"=""375.310""","=""375.3002""","=""2""","=""""",,"=""121366.725""","=""148004.49""","=""3s.5s""","=""1S""","=""0""","=""3s.12p""","=""1P*""","=""1""",,"=""""","=""L3471""",
"=""""","=""377.1207""","=""""","=""""",,"=""120092.919""","=""146602.10""","=""3s.5s""","=""3S""","=""1""","=""3s.10p""","=""3P*""","=""2""",,"=""""","=""""",
"=""""","=""377.1939""","=""""","=""""",,"=""120092.919""","=""146596.95""","=""3s.5s""","=""3S""","=""1""","=""3s.10p""","=""3P*""","=""1""",,"=""""","=""""",
"=""""","=""377.2238""","=""""","=""""",,"=""120092.919""","=""146594.85""","=""3s.5s""","=""3S""","=""1""","=""3s.10p""","=""3P*""","=""0""",,"=""""","=""""",
"=""384.2037""","=""384.2016""","=""6""","=""""",,"=""121483.50""","=""147504.12""","=""3s.4d""","=""3D""","=""3""","=""3s.10f""","=""3F*""","=""4""",,"=""""","=""L3471""",
"=""384.2213""","=""384.2204""","=""4""","=""""",,"=""121483.92""","=""147503.27""","=""3s.4d""","=""3D""","=""2""","=""3s.10f""","=""3F*""","=""3""",,"=""""","=""L3471""",
"=""384.2317""","=""384.2328""","=""2""","=""""",,"=""121484.252""","=""147502.76""","=""3s.4d""","=""3D""","=""1""","=""3s.10f""","=""3F*""","=""2""",,"=""""","=""L3471""",
"=""385.933""","=""385.9299""","=""6""","=""""",,"=""121366.725""","=""147270.82""","=""3s.5s""","=""1S""","=""0""","=""3s.11p""","=""1P*""","=""1""",,"=""""","=""L3471""",
"=""386.6160""","=""386.6168""","=""8""","=""4.26e+07""",B,"=""106920.56""","=""132778.633""","=""3s.4p""","=""1P*""","=""1""","=""3s.6s""","=""1S""","=""0""",,"=""T6533""","=""L4575""",
"=""390.0675""","=""390.0675""","=""100""","=""4.8e+05""",E,"=""59852.02""","=""85481.35""","=""3s.3p""","=""1P*""","=""1""","=""3p2""","=""1D""","=""2""",,"=""T6298c4""","=""L4575""",
"=""""","=""397.9988""","=""""","=""""",,"=""121483.50""","=""146602.10""","=""3s.4d""","=""3D""","=""3""","=""3s.10p""","=""3P*""","=""2""",,"=""""","=""""",
"=""""","=""398.0871""","=""""","=""""",,"=""121483.92""","=""146596.95""","=""3s.4d""","=""3D""","=""2""","=""3s.10p""","=""3P*""","=""1""",,"=""""","=""""",
"=""""","=""398.1256""","=""""","=""""",,"=""121484.252""","=""146594.85""","=""3s.4d""","=""3D""","=""1""","=""3s.10p""","=""3P*""","=""0""",,"=""""","=""""",
"=""""","=""398.8249""","=""""","=""""",,"=""120092.919""","=""145159.49""","=""3s.5s""","=""3S""","=""1""","=""3s.9p""","=""3P*""","=""2""",,"=""""","=""""",
"=""""","=""398.9591""","=""""","=""""",,"=""120092.919""","=""145151.06""","=""3s.5s""","=""3S""","=""1""","=""3s.9p""","=""3P*""","=""1""",,"=""""","=""""",
"=""""","=""399.0422""","=""""","=""""",,"=""120092.919""","=""145145.84""","=""3s.5s""","=""3S""","=""1""","=""3s.9p""","=""3P*""","=""0""",,"=""""","=""""",
"=""399.5838""","=""399.5837""","=""40""","=""7.05e+06""",C,"=""121483.50""","=""146502.47""","=""3s.4d""","=""3D""","=""3""","=""3s.9f""","=""3F*""","=""4""",,"=""T6298c4,LS""","=""L4575""",
"=""399.6075""","=""399.6074""","=""10""","=""7.85e+05""",E,"=""121483.50""","=""146500.99""","=""3s.4d""","=""3D""","=""3""","=""3s.9f""","=""3F*""","=""3""",,"=""T6298c4,LS""","=""L3471""",
"=""399.6143""","=""399.6141""","=""30""","=""6.26e+06""",D,"=""121483.92""","=""146500.99""","=""3s.4d""","=""3D""","=""2""","=""3s.9f""","=""3F*""","=""3""",,"=""T6298c4,LS""","=""L4575""",
"=""399.6182""","=""399.6194""","=""5""","=""""",,"=""121484.252""","=""146500.99""","=""3s.4d""","=""3D""","=""1""","=""3s.9f""","=""3F*""","=""3""",,"=""""","=""L3471""",
"=""""","=""399.6248""","=""""","=""3.10e+04""",E,"=""121483.50""","=""146499.90""","=""3s.4d""","=""3D""","=""3""","=""3s.9f""","=""3F*""","=""2""",,"=""T6298c4,LS""","=""""",
"=""399.6323""","=""399.6315""","=""5""","=""1.10e+06""",E,"=""121483.92""","=""146499.90""","=""3s.4d""","=""3D""","=""2""","=""3s.9f""","=""3F*""","=""2""",,"=""T6298c4,LS""","=""L3471""",
"=""399.6370""","=""399.6368""","=""20""","=""5.91e+06""",D,"=""121484.252""","=""146499.90""","=""3s.4d""","=""3D""","=""1""","=""3s.9f""","=""3F*""","=""2""",,"=""T6298c4,LS""","=""L4575""",
"=""400.57""","=""400.5748""","=""2""","=""""",,"=""124794.13""","=""149751.2""","=""3s.4d""","=""1D""","=""2""","=""3s.16p""","=""1P*""","=""1""",,"=""""","=""L3471""",
"=""400.958""","=""400.9584""","=""2""","=""""",,"=""121366.725""","=""146299.92""","=""3s.5s""","=""1S""","=""0""","=""3s.10p""","=""1P*""","=""1""",,"=""""","=""L3471""",
"=""402.65""","=""402.6318""","=""20""","=""1.16e+07""",C+,"=""110089.83""","=""134919.40""","=""3s.3d""","=""1D""","=""2""","=""3s.6p""","=""1P*""","=""1""",,"=""T6533""","=""L3471""",
"=""405.68""","=""405.6795""","=""2""","=""""",,"=""124794.13""","=""149437.17""","=""3s.4d""","=""1D""","=""2""","=""3s.15p""","=""1P*""","=""1""",,"=""""","=""L3471""",
"=""""","=""408.4141""","=""""","=""6.04e+05""",C,"=""121483.50""","=""145961.54""","=""3s.4d""","=""3D""","=""3""","=""3p.4s""","=""3P*""","=""2""",,"=""T6298c4,LS""","=""""",
"=""""","=""408.4212""","=""""","=""1.08e+05""",D,"=""121483.92""","=""145961.54""","=""3s.4d""","=""3D""","=""2""","=""3p.4s""","=""3P*""","=""2""",,"=""T6298c4,LS""","=""""",
"=""""","=""408.4267""","=""""","=""7.17e+03""",E,"=""121484.252""","=""145961.54""","=""3s.4d""","=""3D""","=""1""","=""3p.4s""","=""3P*""","=""2""",,"=""T6298c4,LS""","=""""",
"=""""","=""410.5486""","=""""","=""5.30e+05""",C,"=""121483.92""","=""145834.70""","=""3s.4d""","=""3D""","=""2""","=""3p.4s""","=""3P*""","=""1""",,"=""T6298c4,LS""","=""""",
"=""""","=""410.5542""","=""""","=""1.77e+05""",D,"=""121484.252""","=""145834.70""","=""3s.4d""","=""3D""","=""1""","=""3p.4s""","=""3P*""","=""1""",,"=""T6298c4,LS""","=""""",
"=""""","=""411.5438""","=""""","=""7.01e+05""",D,"=""121484.252""","=""145776.15""","=""3s.4d""","=""3D""","=""1""","=""3p.4s""","=""3P*""","=""0""",,"=""T6298c4,LS""","=""""",
"=""422.6813""","=""422.6816""","=""50""","=""9.37e+06""",C+,"=""121483.50""","=""145135.31""","=""3s.4d""","=""3D""","=""3""","=""3s.8f""","=""3F*""","=""4""",,"=""T6298c4,LS""","=""L4575""",
"=""422.6918""","=""422.6891""","=""2""","=""""",,"=""121483.92""","=""145135.31""","=""3s.4d""","=""3D""","=""2""","=""3s.8f""","=""3F*""","=""4""",,"=""""","=""L3515""",
"=""422.7420""","=""422.7420""","=""10""","=""1.04e+06""",D,"=""121483.50""","=""145131.93""","=""3s.4d""","=""3D""","=""3""","=""3s.8f""","=""3F*""","=""3""",,"=""T6298c4,LS""","=""L3515""",
"=""422.7492""","=""422.7495""","=""50""","=""8.31e+06""",C+,"=""121483.92""","=""145131.93""","=""3s.4d""","=""3D""","=""2""","=""3s.8f""","=""3F*""","=""3""",,"=""T6298c4,LS""","=""L4575""",
"=""422.7545""","=""422.7554""","=""5""","=""""",,"=""121484.252""","=""145131.93""","=""3s.4d""","=""3D""","=""1""","=""3s.8f""","=""3F*""","=""3""",,"=""""","=""L3515""",
"=""422.7875""","=""422.7853""","=""2""","=""4.11e+04""",E,"=""121483.50""","=""145129.51""","=""3s.4d""","=""3D""","=""3""","=""3s.8f""","=""3F*""","=""2""",,"=""T6298c4,LS""","=""L3515""",
"=""422.7945""","=""422.7928""","=""5""","=""1.46e+06""",D,"=""121483.92""","=""145129.51""","=""3s.4d""","=""3D""","=""2""","=""3s.8f""","=""3F*""","=""2""",,"=""T6298c4,LS""","=""L3515""",
"=""422.7999""","=""422.7987""","=""50""","=""7.85e+06""",C,"=""121484.252""","=""145129.51""","=""3s.4d""","=""3D""","=""1""","=""3s.8f""","=""3F*""","=""2""",,"=""T6298c4,LS""","=""L3515""",
"=""424.0708""","=""424.0700""","=""10""","=""""",,"=""121366.725""","=""144941.10""","=""3s.5s""","=""1S""","=""0""","=""3s.9p""","=""1P*""","=""1""",,"=""""","=""L4575""",
"=""428.297""","=""428.2960""","=""2""","=""""",,"=""124794.13""","=""148135.9""","=""3s.4d""","=""1D""","=""2""","=""3s.11f""","=""1F*""","=""3""",,"=""""","=""L3471""",
"=""""","=""429.3943""","=""""","=""4.85e+05""",C+,"=""111637.33""","=""134919.40""","=""3p2""","=""1S""","=""0""","=""3s.6p""","=""1P*""","=""1""",,"=""T6533""","=""""",
"=""430.7203""","=""430.7209""","=""5""","=""""",,"=""124794.13""","=""148004.49""","=""3s.4d""","=""1D""","=""2""","=""3s.12p""","=""1P*""","=""1""",,"=""""","=""L4575""",
"=""433.20""","=""433.2078""","=""2""","=""""",,"=""120092.919""","=""143170.04""","=""3s.5s""","=""3S""","=""1""","=""3s.8p""","=""3P*""","=""2""",,"=""""","=""L3471""",
"=""434.6866""","=""434.690+""","=""2""","=""""",,"=""123418.48""","=""146416.9""","=""3s.4f""","=""3F*""","=""2""","=""3s.9g""","=""3G""","=""3""",,"=""""","=""L3471c14""",
"=""434.6897""","=""434.6903""","=""5hfs""","=""4.18e+06""",D,"=""123418.48""","=""146416.9""","=""3s.4f""","=""3F*""","=""2""","=""3s.9g""","=""3G""","=""3""",,"=""T6298c4,LS""","=""L3471c150""",
"=""434.6918""","=""434.690+""","=""3""","=""""",,"=""123418.48""","=""146416.9""","=""3s.4f""","=""3F*""","=""2""","=""3s.9g""","=""3G""","=""3""",,"=""""","=""L3471c14""",
"=""""","=""434.7275""","=""""","=""4.28e+06""",D,"=""123420.45""","=""146416.9""","=""3s.4f""","=""3F*""","=""3""","=""3s.9g""","=""3G""","=""4""",,"=""T6298c4,LS""","=""""",
"=""""","=""434.7275""","=""""","=""3.67e+05""",E,"=""123420.45""","=""146416.9""","=""3s.4f""","=""3F*""","=""3""","=""3s.9g""","=""3G""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""434.7825""","=""""","=""5.58e+03""",E,"=""123423.36""","=""146416.9""","=""3s.4f""","=""3F*""","=""4""","=""3s.9g""","=""3G""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""434.7825""","=""""","=""2.85e+05""",E,"=""123423.36""","=""146416.9""","=""3s.4f""","=""3F*""","=""4""","=""3s.9g""","=""3G""","=""4""",,"=""T6298c4,LS""","=""""",
"=""""","=""434.7825""","=""""","=""4.56e+06""",C,"=""123423.36""","=""146416.9""","=""3s.4f""","=""3F*""","=""4""","=""3s.9g""","=""3G""","=""5""",,"=""T6298c4,LS""","=""""",
"=""443.282""","=""443.2846""","=""5""","=""""",,"=""124794.13""","=""147346.67""","=""3s.4d""","=""1D""","=""2""","=""3s.10f""","=""1F*""","=""3""",,"=""""","=""L3471""",
"=""444.7803""","=""444.7805""","=""200""","=""""",,"=""124794.13""","=""147270.82""","=""3s.4d""","=""1D""","=""2""","=""3s.11p""","=""1P*""","=""1""",,"=""""","=""L4575""",
"=""448.9870""","=""448.9870""","=""10""","=""""",,"=""125869.015""","=""148135.13""","=""3s.5p""","=""1P*""","=""1""","=""3s.11d""","=""1D""","=""2""",,"=""""","=""L4575""",
"=""458.5817""","=""458.5818""","=""500""","=""1.00e+07""",C+,"=""121483.50""","=""143283.75""","=""3s.4d""","=""3D""","=""3""","=""3s.7f""","=""3F*""","=""4""",,"=""T6298c4,LS""","=""L4575""",
"=""458.8082""","=""458.8110""","=""5""","=""1.12e+06""",D,"=""121483.50""","=""143272.86""","=""3s.4d""","=""3D""","=""3""","=""3s.7f""","=""3F*""","=""3""",,"=""T6298c4,LS""","=""L3471""",
"=""458.8191""","=""458.8199""","=""400""","=""8.91e+06""",C+,"=""121483.92""","=""143272.86""","=""3s.4d""","=""3D""","=""2""","=""3s.7f""","=""3F*""","=""3""",,"=""T6298c4,LS""","=""L4575""",
"=""""","=""458.9591""","=""""","=""4.40e+04""",E,"=""121483.50""","=""143265.83""","=""3s.4d""","=""3D""","=""3""","=""3s.7f""","=""3F*""","=""2""",,"=""T6298c4,LS""","=""""",
"=""458.9674""","=""458.9680""","=""200""","=""1.56e+06""",D,"=""121483.92""","=""143265.83""","=""3s.4d""","=""3D""","=""2""","=""3s.7f""","=""3F*""","=""2""",,"=""T6298c4,LS""","=""L4575""",
"=""458.9742""","=""458.9750""","=""300""","=""8.41e+06""",C,"=""121484.252""","=""143265.83""","=""3s.4d""","=""3D""","=""1""","=""3s.7f""","=""3F*""","=""2""",,"=""T6298c4,LS""","=""L4575""",
"=""460.97""","=""460.9864""","=""7""","=""""",,"=""121483.50""","=""143170.04""","=""3s.4d""","=""3D""","=""3""","=""3s.8p""","=""3P*""","=""2""",,"=""""","=""L3471""",
"=""""","=""461.0650""","=""""","=""""",,"=""121483.92""","=""143166.76""","=""3s.4d""","=""3D""","=""2""","=""3s.8p""","=""3P*""","=""1""",,"=""""","=""""",
"=""""","=""461.1010""","=""""","=""""",,"=""121484.252""","=""143165.4""","=""3s.4d""","=""3D""","=""1""","=""3s.8p""","=""3P*""","=""0""",,"=""""","=""""",
"=""462.97""","=""462.9518""","=""7""","=""""",,"=""121366.725""","=""142961.20""","=""3s.5s""","=""1S""","=""0""","=""3s.8p""","=""1P*""","=""1""",,"=""""","=""L3471""",
"=""463.15""","=""463.158""","=""5""","=""""",,"=""125703.14""","=""147288.0""","=""3s.5p""","=""3P*""","=""0""","=""3s.10d""","=""3D""","=""1""",,"=""""","=""L3471""",
"=""463.32""","=""463.3091""","=""5""","=""""",,"=""125708.828""","=""147286.65""","=""3s.5p""","=""3P*""","=""1""","=""3s.10d""","=""3D""","=""2""",,"=""""","=""L3471""",
"=""463.5763""","=""463.5760""","=""30""","=""""",,"=""125721.703""","=""147287.10""","=""3s.5p""","=""3P*""","=""2""","=""3s.10d""","=""3D""","=""3""",,"=""""","=""L4575""",
"=""""","=""463.937""","=""""","=""6.66e+06""",C+,"=""123418.48""","=""144967.1""","=""3s.4f""","=""3F*""","=""2""","=""3s.8g""","=""3G""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""463.979""","=""""","=""6.79e+06""",C+,"=""123420.45""","=""144967.1""","=""3s.4f""","=""3F*""","=""3""","=""3s.8g""","=""3G""","=""4""",,"=""T6298c4,LS""","=""""",
"=""""","=""463.979""","=""""","=""5.82e+05""",D,"=""123420.45""","=""144967.1""","=""3s.4f""","=""3F*""","=""3""","=""3s.8g""","=""3G""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""464.042""","=""""","=""8.88e+03""",E,"=""123423.36""","=""144967.1""","=""3s.4f""","=""3F*""","=""4""","=""3s.8g""","=""3G""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""464.042""","=""""","=""4.52e+05""",D,"=""123423.36""","=""144967.1""","=""3s.4f""","=""3F*""","=""4""","=""3s.8g""","=""3G""","=""4""",,"=""T6298c4,LS""","=""""",
"=""""","=""464.042""","=""""","=""7.24e+06""",C+,"=""123423.36""","=""144967.1""","=""3s.4f""","=""3F*""","=""4""","=""3s.8g""","=""3G""","=""5""",,"=""T6298c4,LS""","=""""",
"=""464.7321""","=""464.7322""","=""10""","=""""",,"=""125721.703""","=""147233.45""","=""3s.5p""","=""3P*""","=""2""","=""3s.11s""","=""3S""","=""1""",,"=""""","=""L4575""",
"=""464.8611""","=""464.8609""","=""400""","=""""",,"=""124794.13""","=""146299.92""","=""3s.4d""","=""1D""","=""2""","=""3s.10p""","=""1P*""","=""1""",,"=""""","=""L4575""",
"=""465.30""","=""465.3200""","=""2""","=""""",,"=""124794.13""","=""146278.70""","=""3s.4d""","=""1D""","=""2""","=""3s.9f""","=""1F*""","=""3""",,"=""""","=""L3471""",
"=""465.505""","=""465.5084""","=""2""","=""""",,"=""125869.015""","=""147344.89""","=""3s.5p""","=""1P*""","=""1""","=""3s.10d""","=""1D""","=""2""",,"=""""","=""L4575""",
"=""466.3056""","=""466.3046""","=""1000""","=""5.81e+07""",A+,"=""85481.35""","=""106920.56""","=""3p2""","=""1D""","=""2""","=""3s.4p""","=""1P*""","=""1""",,"=""c47,u24""","=""L4575""",
"=""466.6800""","=""466.6799""","=""400""","=""""",,"=""125869.015""","=""147290.98""","=""3s.5p""","=""1P*""","=""1""","=""3s.11s""","=""1S""","=""0""",,"=""""","=""L4575""",
"=""489.852""","=""489.8431""","=""10""","=""""",,"=""125703.14""","=""146112.14""","=""3s.5p""","=""3P*""","=""0""","=""3s.10s""","=""3S""","=""1""",,"=""""","=""L3471""",
"=""489.876""","=""489.891""","=""5""","=""""",,"=""125869.015""","=""146276.0""","=""3s.5p""","=""1P*""","=""1""","=""3s.9d""","=""1D""","=""2""",,"=""""","=""L4575""",
"=""489.964""","=""489.9797""","=""6""","=""""",,"=""125708.828""","=""146112.14""","=""3s.5p""","=""3P*""","=""1""","=""3s.10s""","=""3S""","=""1""",,"=""""","=""L3471""",
"=""490.277""","=""490.2891""","=""10""","=""""",,"=""125721.703""","=""146112.14""","=""3s.5p""","=""3P*""","=""2""","=""3s.10s""","=""3S""","=""1""",,"=""""","=""L3471""",
"=""491.898""","=""491.914""","=""6""","=""""",,"=""125869.015""","=""146192.1""","=""3s.5p""","=""1P*""","=""1""","=""3s.10s""","=""1S""","=""0""",,"=""""","=""L3471""",
"=""496.210""","=""496.2141""","=""6""","=""""",,"=""124794.13""","=""144941.10""","=""3s.4d""","=""1D""","=""2""","=""3s.9p""","=""1P*""","=""1""",,"=""""","=""L3471""",
"=""500.097""","=""500.1026""","=""6""","=""""",,"=""124794.13""","=""144784.45""","=""3s.4d""","=""1D""","=""2""","=""3s.8f""","=""1F*""","=""3""",,"=""""","=""L3471""",
"=""508.502""","=""508.5169""","=""8""","=""""",,"=""121483.50""","=""141143.05""","=""3s.4d""","=""3D""","=""3""","=""3p.3d""","=""3F*""","=""4""",,"=""""","=""L3471""",
"=""509.365""","=""509.3826""","=""5""","=""""",,"=""121483.92""","=""141110.06""","=""3s.4d""","=""3D""","=""2""","=""3p.3d""","=""3F*""","=""3""",,"=""""","=""L3471""",
"=""510.034""","=""510.0453""","=""3""","=""""",,"=""121484.252""","=""141084.89""","=""3s.4d""","=""3D""","=""1""","=""3p.3d""","=""3F*""","=""2""",,"=""""","=""L3471""",
"=""""","=""514.442""","=""""","=""1.17e+07""",C+,"=""123418.48""","=""142851.6""","=""3s.4f""","=""3F*""","=""2""","=""3s.7g""","=""3G""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""514.494""","=""""","=""1.03e+06""",D,"=""123420.45""","=""142851.6""","=""3s.4f""","=""3F*""","=""3""","=""3s.7g""","=""3G""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""514.494""","=""""","=""1.19e+07""",C+,"=""123420.45""","=""142851.6""","=""3s.4f""","=""3F*""","=""3""","=""3s.7g""","=""3G""","=""4""",,"=""T6298c4,LS""","=""""",
"=""""","=""514.571""","=""""","=""1.56e+04""",E,"=""123423.36""","=""142851.6""","=""3s.4f""","=""3F*""","=""4""","=""3s.7g""","=""3G""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""514.571""","=""""","=""7.96e+05""",D,"=""123423.36""","=""142851.6""","=""3s.4f""","=""3F*""","=""4""","=""3s.7g""","=""3G""","=""4""",,"=""T6298c4,LS""","=""""",
"=""""","=""514.571""","=""""","=""1.27e+07""",C+,"=""123423.36""","=""142851.6""","=""3s.4f""","=""3F*""","=""4""","=""3s.7g""","=""3G""","=""5""",,"=""T6298c4,LS""","=""""",
"=""""","=""515.823""","=""""","=""1.26e+07""",C+,"=""123470.5""","=""142851.6""","=""3s.4f""","=""1F*""","=""3""","=""3s.7g""","=""1G""","=""4""",,"=""T6298c4""","=""""",
"=""527.642""","=""527.6395""","=""4""","=""""",,"=""123418.48""","=""142365.54""","=""3s.4f""","=""3F*""","=""2""","=""3s.7d""","=""3D""","=""1""",,"=""""","=""L3471""",
"=""527.681""","=""527.6902""","=""4""","=""""",,"=""123420.45""","=""142365.69""","=""3s.4f""","=""3F*""","=""3""","=""3s.7d""","=""3D""","=""2""",,"=""""","=""L3471""",
"=""527.768""","=""527.7632""","=""4""","=""""",,"=""123423.36""","=""142365.98""","=""3s.4f""","=""3F*""","=""4""","=""3s.7d""","=""3D""","=""3""",,"=""""","=""L3471""",
"=""527.862""","=""527.868""","=""6""","=""1.11e+06""",D,"=""125703.14""","=""144642.0""","=""3s.5p""","=""3P*""","=""0""","=""3s.8d""","=""3D""","=""1""",,"=""T6298c4,LS""","=""L3471""",
"=""528.0214""","=""528.0216""","=""8""","=""1.49e+06""",D,"=""125708.828""","=""144642.18""","=""3s.5p""","=""3P*""","=""1""","=""3s.8d""","=""3D""","=""2""",,"=""T6298c4,LS""","=""L4575""",
"=""""","=""528.027""","=""""","=""8.32e+05""",D,"=""125708.828""","=""144642.0""","=""3s.5p""","=""3P*""","=""1""","=""3s.8d""","=""3D""","=""1""",,"=""T6298c4,LS""","=""""",
"=""528.3735""","=""528.3733""","=""100""","=""2.00e+06""",C,"=""125721.703""","=""144642.45""","=""3s.5p""","=""3P*""","=""2""","=""3s.8d""","=""3D""","=""3""",,"=""T6298c4,LS""","=""L4575""",
"=""""","=""528.3809""","=""""","=""4.99e+05""",D,"=""125721.703""","=""144642.18""","=""3s.5p""","=""3P*""","=""2""","=""3s.8d""","=""3D""","=""2""",,"=""T6298c4,LS""","=""""",
"=""""","=""528.386""","=""""","=""5.53e+04""",E,"=""125721.703""","=""144642.0""","=""3s.5p""","=""3P*""","=""2""","=""3s.8d""","=""3D""","=""1""",,"=""T6298c4,LS""","=""""",
"=""528.5842""","=""528.5838""","=""30""","=""3.28e+06""",C,"=""125869.015""","=""144782.23""","=""3s.5p""","=""1P*""","=""1""","=""3s.8d""","=""1D""","=""2""",,"=""T6298c4""","=""L4575""",
"=""531.076""","=""531.0830""","=""4""","=""""",,"=""125703.14""","=""144527.35""","=""3s.5p""","=""3P*""","=""0""","=""3s.9s""","=""3S""","=""1""",,"=""""","=""L3471""",
"=""531.232""","=""531.2436""","=""10""","=""""",,"=""125708.828""","=""144527.35""","=""3s.5p""","=""3P*""","=""1""","=""3s.9s""","=""3S""","=""1""",,"=""""","=""L3471""",
"=""531.6075""","=""531.6073""","=""15""","=""""",,"=""125721.703""","=""144527.35""","=""3s.5p""","=""3P*""","=""2""","=""3s.9s""","=""3S""","=""1""",,"=""""","=""L4575""",
"=""532.461""","=""532.4715""","=""8""","=""""",,"=""125869.015""","=""144644.14""","=""3s.5p""","=""1P*""","=""1""","=""3s.9s""","=""1S""","=""0""",,"=""""","=""L3471""",
"=""537.184""","=""537.133""","=""12*""","=""""",,"=""121483.50""","=""140095.7""","=""3s.4d""","=""3D""","=""3""","=""3s.7p""","=""3P*""","=""2""",,"=""""","=""L3471""",
"=""537.184""","=""537.254""","=""12*""","=""""",,"=""121483.92""","=""140091.9""","=""3s.4d""","=""3D""","=""2""","=""3s.7p""","=""3P*""","=""1""",,"=""""","=""L3471""",
"=""538.848""","=""538.8682""","=""2""","=""1.43e+06""",C+,"=""121366.725""","=""139918.98""","=""3s.5s""","=""1S""","=""0""","=""3s.7p""","=""1P*""","=""1""",,"=""T6533""","=""L3471""",
"=""559.3302""","=""559.330""","=""800""","=""9.26e+07""",A,"=""106920.56""","=""124794.13""","=""3s.4p""","=""1P*""","=""1""","=""3s.4d""","=""1D""","=""2""",,"=""T6533""","=""L4575""",
"=""561.3291""","=""561.329""","=""100""","=""3.43e+06""",C+,"=""124794.13""","=""142604.05""","=""3s.4d""","=""1D""","=""2""","=""3s.7f""","=""1F*""","=""3""",,"=""T6533""","=""L4575""",
"=""585.362""","=""585.376""","=""100""","=""1.28e+07""",B,"=""121483.50""","=""138561.8""","=""3s.4d""","=""3D""","=""3""","=""3s.6f""","=""3F*""","=""4""",,"=""T6298c4,LS""","=""L3471""",
"=""586.153""","=""586.177""","=""80""","=""1.14e+07""",B,"=""121483.92""","=""138538.9""","=""3s.4d""","=""3D""","=""2""","=""3s.6f""","=""3F*""","=""3""",,"=""T6298c4,LS""","=""L3471""",
"=""""","=""586.162""","=""""","=""1.43e+06""",C+,"=""121483.50""","=""138538.9""","=""3s.4d""","=""3D""","=""3""","=""3s.6f""","=""3F*""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""586.764""","=""""","=""5.61e+04""",D,"=""121483.50""","=""138521.4""","=""3s.4d""","=""3D""","=""3""","=""3s.6f""","=""3F*""","=""2""",,"=""T6298c4,LS""","=""""",
"=""""","=""586.779""","=""""","=""1.99e+06""",C+,"=""121483.92""","=""138521.4""","=""3s.4d""","=""3D""","=""2""","=""3s.6f""","=""3F*""","=""2""",,"=""T6298c4,LS""","=""""",
"=""586.781""","=""586.790""","=""50""","=""1.07e+07""",B,"=""121484.252""","=""138521.4""","=""3s.4d""","=""3D""","=""1""","=""3s.6f""","=""3F*""","=""2""",,"=""T6298c4,LS""","=""L3471""",
"=""597.1980""","=""597.197""","=""80""","=""5.81e+06""",C+,"=""125869.015""","=""142609.27""","=""3s.5p""","=""1P*""","=""1""","=""3s.7d""","=""1D""","=""2""",,"=""T6298c4""","=""L4575""",
