obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""349.9501""","=""0.0006""","=""349.9504""","=""0.0004""","=""20""","=""""",,"=""52653.327""","=""81220.63""","=""3d5.(2G).4s""","=""b 1G""","=""4""","=""3d5.(a 2D).4p""","=""z 1F*""","=""3""",,"=""""","=""L562""",
"=""350.144""","=""0.002""","=""350.14396""","=""0.00025""","=""20H""","=""""",,"=""43696.217""","=""72247.73""","=""3d5.(4F).4s""","=""a 5F""","=""3""","=""3d5.(4D).4p""","=""y 5D*""","=""3""",,"=""""","=""L562""",
"=""350.8204""","=""0.0006""","=""350.82015""","=""0.00012""","=""8""","=""""",,"=""44899.851""","=""73396.334""","=""3d5.(2F).4s""","=""b 3F""","=""3""","=""3d5.(4D).4p""","=""y 3D*""","=""2""",,"=""""","=""L562""",
"=""350.8315""","=""0.0006""","=""350.83111""","=""0.00012""","=""30""","=""""",,"=""44899.851""","=""73395.444""","=""3d5.(2F).4s""","=""b 3F""","=""3""","=""3d5.(4D).4p""","=""y 3D*""","=""3""",,"=""""","=""L562""",
"=""350.9940""","=""0.0006""","=""350.9938""","=""0.0004""","=""100""","=""""",,"=""43528.661""","=""72011.05""","=""3d5.(4F).4s""","=""a 5F""","=""5""","=""3d5.(4D).4p""","=""y 5D*""","=""4""",,"=""""","=""L562""",
"=""351.0706""","=""0.0006""","=""351.07039""","=""0.00018""","=""3""","=""""",,"=""39808.492""","=""68284.664""","=""3d5.(4D).4s""","=""b 3D""","=""3""","=""3d5.(4P).4p""","=""y 5P*""","=""3""",,"=""""","=""L562""",
"=""351.0986""","=""0.0018""","=""351.0988""","=""0.0004""","=""40D?""","=""""",,"=""43537.186""","=""72011.05""","=""3d5.(4F).4s""","=""a 5F""","=""4""","=""3d5.(4D).4p""","=""y 5D*""","=""4""",,"=""""","=""L562""",
"=""351.1385""","=""0.0006""","=""351.13812""","=""0.00025""","=""20""","=""""",,"=""43850.341""","=""72321.02""","=""3d5.(4F).4s""","=""a 5F""","=""2""","=""3d5.(4D).4p""","=""y 5D*""","=""1""",,"=""""","=""L562""",
"=""351.308""","=""0.0015""","=""351.30829""","=""0.00022""","=""10""","=""""",,"=""43850.341""","=""72307.23""","=""3d5.(4F).4s""","=""a 5F""","=""2""","=""3d5.(4D).4p""","=""y 5D*""","=""2""",,"=""""","=""L562""",
"=""351.387""","=""0.0015""","=""351.3862""","=""0.0009""","=""2""","=""""",,"=""85895.477""","=""114346.06""","=""3d5.(6S).5p""","=""x 7P*""","=""2""","=""3d5.(6S).7d""","=""7D""","=""3""",,"=""""","=""L562""",
"=""351.399""","=""0.0015""","=""351.3988""","=""0.0011""","=""4""","=""""",,"=""85895.477""","=""114345.04""","=""3d5.(6S).5p""","=""x 7P*""","=""2""","=""3d5.(6S).7d""","=""7D""","=""2""",,"=""""","=""L562""",
"=""351.407""","=""0.0015""","=""351.4070""","=""0.0015""","=""3""","=""""",,"=""85895.477""","=""114344.37""","=""3d5.(6S).5p""","=""x 7P*""","=""2""","=""3d5.(6S).7d""","=""7D""","=""1""",,"=""""","=""L562""",
"=""351.966""","=""0.0015""","=""351.9664""","=""0.0006""","=""2""","=""""",,"=""59537.455""","=""87941.14""","=""3d6""","=""c 1G""","=""4""","=""3d5.(2H).4p""","=""w 3H*""","=""4""",,"=""""","=""L562""",
"=""352.175""","=""0.0015""","=""352.1751""","=""0.0010""","=""6""","=""""",,"=""85960.622""","=""114347.47""","=""3d5.(6S).5p""","=""x 7P*""","=""3""","=""3d5.(6S).7d""","=""7D""","=""4""",,"=""""","=""L562""",
"=""352.192""","=""0.0015""","=""352.1926""","=""0.0009""","=""4""","=""""",,"=""85960.622""","=""114346.06""","=""3d5.(6S).5p""","=""x 7P*""","=""3""","=""3d5.(6S).7d""","=""7D""","=""3""",,"=""""","=""L562""",
"=""352.205""","=""0.0015""","=""352.2053""","=""0.0011""","=""2""","=""""",,"=""85960.622""","=""114345.04""","=""3d5.(6S).5p""","=""x 7P*""","=""3""","=""3d5.(6S).7d""","=""7D""","=""2""",,"=""""","=""L562""",
"=""353.360""","=""0.0015""","=""353.3600""","=""0.0015""","=""10""","=""""",,"=""86057.625""","=""114349.29""","=""3d5.(6S).5p""","=""x 7P*""","=""4""","=""3d5.(6S).7d""","=""7D""","=""5""",,"=""""","=""L562""",
"=""353.383""","=""0.0015""","=""353.3827""","=""0.0010""","=""5""","=""""",,"=""86057.625""","=""114347.47""","=""3d5.(6S).5p""","=""x 7P*""","=""4""","=""3d5.(6S).7d""","=""7D""","=""4""",,"=""""","=""L562""",
"=""353.400""","=""0.0015""","=""353.4003""","=""0.0009""","=""1""","=""""",,"=""86057.625""","=""114346.06""","=""3d5.(6S).5p""","=""x 7P*""","=""4""","=""3d5.(6S).7d""","=""7D""","=""3""",,"=""""","=""L562""",
"=""356.018""","=""0.0015""","=""356.0167""","=""0.0004""","=""2""","=""""",,"=""53805.822""","=""81886.37""","=""3d6""","=""e 3F""","=""4""","=""3d5.(4F).4p""","=""x 5F*""","=""5""",,"=""""","=""L562""",
"=""356.3115""","=""0.0018""","=""356.30978""","=""0.00019""","=""50*""","=""1.8e+05""",D,"=""39808.492""","=""67865.945""","=""3d5.(4D).4s""","=""b 3D""","=""3""","=""3d5.(4G).4p""","=""z 3F*""","=""4""",,"=""T7259""","=""L562,L18292""",
"=""356.3115""","=""0.0018""","=""356.3131""","=""0.0009""","=""50*""","=""""",,"=""53805.822""","=""81863.01""","=""3d6""","=""e 3F""","=""4""","=""3d5.(4F).4p""","=""y 5G*""","=""4""",,"=""""","=""L562""",
"=""356.354""","=""0.0015""","=""356.3535""","=""0.0010""","=""1""","=""""",,"=""86897.831""","=""114951.84""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5P*""","=""3""","=""3d5.(6S).7d""","=""5D""","=""2""",,"=""""","=""L562""",
"=""356.451""","=""0.0015""","=""356.4511""","=""0.0015""","=""2""","=""""",,"=""86897.831""","=""114944.16""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5P*""","=""3""","=""3d5.(6S).7d""","=""5D""","=""3""",,"=""""","=""L562""",
"=""356.600""","=""0.0015""","=""356.6000""","=""0.0015""","=""8""","=""1.6e+07""",D,"=""86897.831""","=""114932.45""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5P*""","=""3""","=""3d5.(6S).7d""","=""5D""","=""4""",,"=""c88""","=""L562""",
"=""356.794""","=""0.0015""","=""356.7936""","=""0.0010""","=""0""","=""""",,"=""86936.981""","=""114956.39""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5P*""","=""2""","=""3d5.(6S).7d""","=""5D""","=""1""",,"=""""","=""L562""",
"=""357.074""","=""0.0015""","=""357.0741""","=""0.0015""","=""1""","=""""",,"=""86961.122""","=""114958.52""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5P*""","=""1""","=""3d5.(6S).7d""","=""5D""","=""0""",,"=""""","=""L562""",
"=""357.101""","=""0.0015""","=""357.1013""","=""0.0010""","=""2""","=""""",,"=""86961.122""","=""114956.39""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5P*""","=""1""","=""3d5.(6S).7d""","=""5D""","=""1""",,"=""""","=""L562""",
"=""357.159""","=""0.0015""","=""357.1593""","=""0.0010""","=""3""","=""""",,"=""86961.122""","=""114951.84""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5P*""","=""1""","=""3d5.(6S).7d""","=""5D""","=""2""",,"=""""","=""L562""",
"=""357.6422""","=""0.0006""","=""357.64052""","=""0.00019""","=""5""","=""""",,"=""39813.76""","=""67766.817""","=""3d5.(4D).4s""","=""b 3D""","=""2""","=""3d5.(4G).4p""","=""z 3F*""","=""2""",,"=""""","=""L562""",
"=""358.3042""","=""0.0006""","=""358.3040""","=""0.0005""","=""10""","=""""",,"=""54938.213""","=""82839.51""","=""3d4.4s2""","=""c 5D""","=""1""","=""3d5.(4F).4p""","=""x 5D*""","=""0""",,"=""""","=""L562""",
"=""359.138""","=""0.0015""","=""359.1368""","=""0.0004""","=""5""","=""""",,"=""54938.213""","=""82774.81""","=""3d4.4s2""","=""c 5D""","=""1""","=""3d5.(4F).4p""","=""x 5D*""","=""1""",,"=""""","=""L562""",
"=""359.580""","=""0.0015""","=""359.5797""","=""0.0006""","=""10""","=""""",,"=""85895.477""","=""113697.79""","=""3d5.(6S).5p""","=""x 7P*""","=""2""","=""3d5.(6S).8s""","=""7S""","=""3""",,"=""""","=""L562""",
"=""360.035""","=""0.0015""","=""360.03472""","=""0.00023""","=""1""","=""""",,"=""43311.324""","=""71078.501""","=""3d5.(4F).4s""","=""a 5F""","=""1""","=""3d5.(4P).4p""","=""z 3D*""","=""1""",,"=""""","=""L562""",
"=""360.424""","=""0.0015""","=""360.4243""","=""0.0006""","=""10""","=""""",,"=""85960.622""","=""113697.79""","=""3d5.(6S).5p""","=""x 7P*""","=""3""","=""3d5.(6S).8s""","=""7S""","=""3""",,"=""""","=""L562""",
"=""361.4488""","=""0.0006""","=""361.4497""","=""0.0004""","=""30""","=""""",,"=""55116.333""","=""82774.81""","=""3d4.4s2""","=""c 5D""","=""2""","=""3d5.(4F).4p""","=""x 5D*""","=""1""",,"=""""","=""L562""",
"=""361.689""","=""0.0015""","=""361.6892""","=""0.0008""","=""10""","=""""",,"=""86057.625""","=""113697.79""","=""3d5.(6S).5p""","=""x 7P*""","=""4""","=""3d5.(6S).8s""","=""7S""","=""3""",,"=""""","=""L562""",
"=""362.2000""","=""0.0006""","=""362.20091""","=""0.00020""","=""10""","=""""",,"=""43339.452""","=""70940.568""","=""3d5.(2D).4s""","=""c 3D""","=""2""","=""3d5.(4P).4p""","=""z 3D*""","=""2""",,"=""""","=""L562""",
"=""362.2647""","=""0.0006""","=""362.2650""","=""0.0003""","=""10""","=""""",,"=""55116.333""","=""82712.57""","=""3d4.4s2""","=""c 5D""","=""2""","=""3d5.(4F).4p""","=""x 5D*""","=""3""",,"=""""","=""L562""",
"=""362.6833""","=""0.0006""","=""362.6834""","=""0.0003""","=""5""","=""""",,"=""55371.693""","=""82936.09""","=""3d4.4s2""","=""c 5D""","=""3""","=""3d5.(a 2F).4p""","=""w 3F*""","=""3""",,"=""""","=""L562""",
"=""362.7178""","=""0.0006""","=""362.7185""","=""0.0003""","=""1""","=""""",,"=""44745.501""","=""72307.23""","=""3d5.(2F).4s""","=""b 3F""","=""2""","=""3d5.(4D).4p""","=""y 5D*""","=""2""",,"=""""","=""L562""",
"=""362.7478""","=""0.0006""","=""362.7477""","=""0.0004""","=""200""","=""""",,"=""51553.11""","=""79112.62""","=""3d5.(2H).4s""","=""a 1H""","=""5""","=""3d5.(2I).4p""","=""z 1H*""","=""5""",,"=""""","=""L562""",
"=""362.8647""","=""0.0006""","=""362.8648""","=""0.0004""","=""10""","=""""",,"=""53597.139""","=""81147.76""","=""3d6""","=""c 3P""","=""2""","=""3d5.(a 2D).4p""","=""x 3P*""","=""2""",,"=""""","=""L562""",
"=""363.1419""","=""0.0018""","=""363.1424""","=""0.0004""","=""100D?""","=""""",,"=""52383.78""","=""79913.34""","=""3d5.(2F).4s""","=""d 3F""","=""4""","=""3d5.(a 2D).4p""","=""x 3F*""","=""4""",,"=""""","=""L562""",
"=""363.2453""","=""0.0006""","=""363.2435""","=""0.0003""","=""10i""","=""""",,"=""53698.736""","=""81220.63""","=""3d6""","=""e 3F""","=""2""","=""3d5.(a 2D).4p""","=""z 1F*""","=""3""",,"=""""","=""L562""",
"=""363.670""","=""0.002""","=""363.6715""","=""0.0004""","=""2h""","=""""",,"=""44521.54""","=""72011.05""","=""3d5.(2F).4s""","=""b 3F""","=""4""","=""3d5.(4D).4p""","=""y 5D*""","=""4""",,"=""""","=""L562""",
"=""363.704""","=""0.003""","=""363.70529""","=""0.00020""","=""0h""","=""""",,"=""39808.492""","=""67295.446""","=""3d5.(4D).4s""","=""b 3D""","=""3""","=""3d5.(4P).4p""","=""z 5D*""","=""4""",,"=""""","=""L562""",
"=""364.342""","=""0.0015""","=""364.3423""","=""0.0003""","=""5""","=""""",,"=""53781.735""","=""81220.63""","=""3d6""","=""e 3F""","=""3""","=""3d5.(a 2D).4p""","=""z 1F*""","=""3""",,"=""""","=""L562""",
"=""364.495""","=""0.0015""","=""364.4958""","=""0.0004""","=""1""","=""""",,"=""52373.269""","=""79800.61""","=""3d5.(2F).4s""","=""d 3F""","=""3""","=""3d5.(2I).4p""","=""y 3H*""","=""4""",,"=""""","=""L562""",
"=""364.9838""","=""0.0006""","=""364.9843""","=""0.0004""","=""20""","=""""",,"=""54846.269""","=""82236.90""","=""3d4.4s2""","=""c 5D""","=""0""","=""3d5.(4F).4p""","=""x 5F*""","=""1""",,"=""""","=""L562""",
"=""365.039""","=""0.0015""","=""365.0387""","=""0.0004""","=""1""","=""""",,"=""43131.51""","=""70518.06""","=""3d6""","=""a 1D""","=""2""","=""3d5.(4G).4p""","=""z 3G*""","=""3""",,"=""""","=""L562""",
"=""365.3446""","=""0.0006""","=""365.3452""","=""0.0004""","=""20""","=""""",,"=""55371.693""","=""82735.27""","=""3d4.4s2""","=""c 5D""","=""3""","=""3d5.(4F).4p""","=""x 5D*""","=""2""",,"=""""","=""L562""",
"=""365.443""","=""0.0015""","=""365.4441""","=""0.0005""","=""1""","=""""",,"=""52383.78""","=""79739.95""","=""3d5.(2F).4s""","=""d 3F""","=""4""","=""3d5.(2I).4p""","=""y 3H*""","=""5""",,"=""""","=""L562""",
"=""365.4560""","=""0.0006""","=""""","=""""","=""5""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L562""",
"=""365.5266""","=""0.0018""","=""365.52668""","=""0.00020""","=""40D?""","=""""",,"=""43395.395""","=""70745.387""","=""3d5.(2D).4s""","=""c 3D""","=""3""","=""3d5.(4P).4p""","=""z 3D*""","=""3""",,"=""""","=""L562""",
"=""365.5544""","=""0.0006""","=""365.5549""","=""0.0003""","=""5""","=""""",,"=""44899.851""","=""72247.73""","=""3d5.(2F).4s""","=""b 3F""","=""3""","=""3d5.(4D).4p""","=""y 5D*""","=""3""",,"=""""","=""L562""",
"=""365.6489""","=""0.0006""","=""365.6485""","=""0.0003""","=""100""","=""""",,"=""55371.693""","=""82712.57""","=""3d4.4s2""","=""c 5D""","=""3""","=""3d5.(4F).4p""","=""x 5D*""","=""3""",,"=""""","=""L562""",
"=""366.2136""","=""0.0006""","=""366.2137""","=""0.0004""","=""8""","=""""",,"=""54938.213""","=""82236.90""","=""3d4.4s2""","=""c 5D""","=""1""","=""3d5.(4F).4p""","=""x 5F*""","=""1""",,"=""""","=""L562""",
"=""366.5812""","=""0.0006""","=""366.5816""","=""0.0003""","=""1""","=""""",,"=""55116.333""","=""82387.62""","=""3d4.4s2""","=""c 5D""","=""2""","=""3d5.(2F).4p""","=""y 3G*""","=""3""",,"=""""","=""L562""",
"=""366.7335""","=""0.0006""","=""366.7332""","=""0.0004""","=""10""","=""""",,"=""52653.327""","=""79913.34""","=""3d5.(2G).4s""","=""b 1G""","=""4""","=""3d5.(a 2D).4p""","=""x 3F*""","=""4""",,"=""""","=""L562""",
"=""366.8012""","=""0.0006""","=""366.8021""","=""0.0004""","=""30""","=""""",,"=""54938.213""","=""82193.11""","=""3d4.4s2""","=""c 5D""","=""1""","=""3d5.(4F).4p""","=""y 5G*""","=""2""",,"=""""","=""L562""",
"=""367.090""","=""0.0015""","=""367.0884""","=""0.0004""","=""1""","=""""",,"=""55371.693""","=""82605.33""","=""3d4.4s2""","=""c 5D""","=""3""","=""3d5.(4F).4p""","=""x 5D*""","=""4""",,"=""""","=""L562""",
"=""367.388""","=""0.0015""","=""367.3881""","=""0.0004""","=""5""","=""""",,"=""43131.51""","=""70342.936""","=""3d6""","=""a 1D""","=""2""","=""3d5.(4D).4p""","=""y 5F*""","=""3""",,"=""""","=""L562""",
"=""367.4312""","=""0.0006""","=""367.43162""","=""0.00020""","=""40""","=""""",,"=""43537.186""","=""70745.387""","=""3d5.(4F).4s""","=""a 5F""","=""4""","=""3d5.(4P).4p""","=""z 3D*""","=""3""",,"=""""","=""L562""",
"=""367.8318""","=""0.0006""","=""367.83170""","=""0.00019""","=""20""","=""""",,"=""43339.452""","=""70518.06""","=""3d5.(2D).4s""","=""c 3D""","=""2""","=""3d5.(4G).4p""","=""z 3G*""","=""3""",,"=""""","=""L562""",
"=""367.856""","=""0.0015""","=""367.8566""","=""0.0004""","=""5""","=""""",,"=""55759.322""","=""82936.09""","=""3d5.(2F).4s""","=""c 1F""","=""3""","=""3d5.(a 2F).4p""","=""w 3F*""","=""3""",,"=""""","=""L562""",
"=""368.207""","=""0.002""","=""368.20648""","=""0.00019""","=""20bl""","=""""",,"=""43395.395""","=""70546.34""","=""3d5.(2D).4s""","=""c 3D""","=""3""","=""3d5.(4G).4p""","=""z 3G*""","=""4""",,"=""""","=""L562""",
"=""368.2557""","=""0.0006""","=""368.2561""","=""0.0004""","=""15""","=""""",,"=""52653.327""","=""79800.61""","=""3d5.(2G).4s""","=""b 1G""","=""4""","=""3d5.(2I).4p""","=""y 3H*""","=""4""",,"=""""","=""L562""",
"=""368.3618""","=""0.0006""","=""368.3619""","=""0.0004""","=""100""","=""""",,"=""52373.269""","=""79512.76""","=""3d5.(2F).4s""","=""d 3F""","=""3""","=""3d5.(a 2D).4p""","=""x 3F*""","=""3""",,"=""""","=""L562""",
"=""368.5051""","=""0.0018""","=""368.5046""","=""0.0004""","=""200*""","=""""",,"=""52383.78""","=""79512.76""","=""3d5.(2F).4s""","=""d 3F""","=""4""","=""3d5.(a 2D).4p""","=""x 3F*""","=""3""",,"=""""","=""L562""",
"=""368.5051""","=""0.0018""","=""368.50523""","=""0.00019""","=""200*""","=""""",,"=""43528.661""","=""70657.595""","=""3d5.(4F).4s""","=""a 5F""","=""5""","=""3d5.(4D).4p""","=""y 5F*""","=""5""",,"=""""","=""L562""",
"=""368.5900""","=""0.0006""","=""368.59040""","=""0.00019""","=""1""","=""""",,"=""43395.395""","=""70518.06""","=""3d5.(2D).4s""","=""c 3D""","=""3""","=""3d5.(4G).4p""","=""z 3G*""","=""3""",,"=""""","=""L562""",
"=""368.6133""","=""0.0006""","=""368.61269""","=""0.00019""","=""30""","=""""",,"=""39808.492""","=""66929.517""","=""3d5.(4D).4s""","=""b 3D""","=""3""","=""3d5.(4P).4p""","=""z 5S*""","=""2""",,"=""""","=""L562""",
"=""368.6211""","=""0.0006""","=""368.62107""","=""0.00019""","=""40""","=""""",,"=""43537.186""","=""70657.595""","=""3d5.(4F).4s""","=""a 5F""","=""4""","=""3d5.(4D).4p""","=""y 5F*""","=""5""",,"=""""","=""L562""",
"=""368.6786""","=""0.0018""","=""368.6782""","=""0.0005""","=""15D*""","=""""",,"=""54938.213""","=""82054.42""","=""3d4.4s2""","=""c 5D""","=""1""","=""3d5.(4F).4p""","=""x 5F*""","=""2""",,"=""""","=""L562""",
"=""368.6786""","=""0.0018""","=""368.68431""","=""0.00020""","=""15D*""","=""""",,"=""39813.76""","=""66929.517""","=""3d5.(4D).4s""","=""b 3D""","=""2""","=""3d5.(4P).4p""","=""z 5S*""","=""2""",,"=""""","=""L562""",
"=""368.8655""","=""0.0018""","=""368.86320""","=""0.00025""","=""8*""","=""""",,"=""39826.91""","=""66929.517""","=""3d5.(4D).4s""","=""b 3D""","=""1""","=""3d5.(4P).4p""","=""z 5S*""","=""2""",,"=""""","=""L562""",
"=""368.8655""","=""0.0018""","=""368.86608""","=""0.00016""","=""8*""","=""""",,"=""43395.395""","=""70497.790""","=""3d5.(2D).4s""","=""c 3D""","=""3""","=""3d5.(4D).4p""","=""y 5F*""","=""4""",,"=""""","=""L562""",
"=""368.9943""","=""0.0006""","=""368.99397""","=""0.00019""","=""10""","=""""",,"=""39808.492""","=""66901.494""","=""3d5.(4D).4s""","=""b 3D""","=""3""","=""3d5.(4G).4p""","=""z 5F*""","=""2""",,"=""""","=""L562""",
"=""369.0317""","=""0.0006""","=""369.03177""","=""0.00020""","=""100""","=""""",,"=""43850.341""","=""70940.568""","=""3d5.(4F).4s""","=""a 5F""","=""2""","=""3d5.(4P).4p""","=""z 3D*""","=""2""",,"=""""","=""L562""",
"=""369.065""","=""0.0015""","=""369.06573""","=""0.00020""","=""2""","=""""",,"=""39813.76""","=""66901.494""","=""3d5.(4D).4s""","=""b 3D""","=""2""","=""3d5.(4G).4p""","=""z 5F*""","=""2""",,"=""""","=""L562""",
"=""369.168""","=""0.0015""","=""369.16610""","=""0.00020""","=""0""","=""""",,"=""39813.76""","=""66894.130""","=""3d5.(4D).4s""","=""b 3D""","=""2""","=""3d5.(4G).4p""","=""z 5F*""","=""1""",,"=""""","=""L562""",
"=""369.1848""","=""0.0006""","=""369.1842""","=""0.0003""","=""60""","=""""",,"=""52379.41""","=""79458.45""","=""3d5.(2F).4s""","=""d 3F""","=""2""","=""3d5.(a 2D).4p""","=""x 3F*""","=""2""",,"=""""","=""L562""",
"=""369.5920""","=""0.0006""","=""369.59192""","=""0.00021""","=""100""","=""""",,"=""43696.217""","=""70745.387""","=""3d5.(4F).4s""","=""a 5F""","=""3""","=""3d5.(4P).4p""","=""z 3D*""","=""3""",,"=""""","=""L562""",
"=""370.0515""","=""0.0006""","=""370.0518""","=""0.0003""","=""30""","=""""",,"=""55697.014""","=""82712.57""","=""3d4.4s2""","=""c 5D""","=""4""","=""3d5.(4F).4p""","=""x 5D*""","=""3""",,"=""""","=""L562""",
"=""370.1389""","=""0.0006""","=""370.13951""","=""0.00021""","=""80""","=""""",,"=""43537.186""","=""70546.34""","=""3d5.(4F).4s""","=""a 5F""","=""4""","=""3d5.(4G).4p""","=""z 3G*""","=""4""",,"=""""","=""L562""",
"=""370.2167""","=""0.0006""","=""370.21724""","=""0.00015""","=""40""","=""""",,"=""43339.452""","=""70342.936""","=""3d5.(2D).4s""","=""c 3D""","=""2""","=""3d5.(4D).4p""","=""y 5F*""","=""3""",,"=""""","=""L562""",
"=""370.2790""","=""0.0006""","=""370.27942""","=""0.00022""","=""40""","=""""",,"=""43528.661""","=""70527.61""","=""3d5.(4F).4s""","=""a 5F""","=""5""","=""3d5.(4G).4p""","=""z 3G*""","=""5""",,"=""""","=""L562""",
"=""370.299""","=""0.0015""","=""370.2990""","=""0.0005""","=""5""","=""""",,"=""86897.831""","=""113895.35""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5P*""","=""3""","=""3d5.(6S).8s""","=""5S""","=""2""",,"=""""","=""L562""",
"=""370.3288""","=""0.0006""","=""370.3298""","=""0.0005""","=""15i""","=""""",,"=""86936.981""","=""113932.26""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5P*""","=""2""","=""3d5.(6S).6g""","=""5G""","=""3""",,"=""""","=""L562""",
"=""370.3957""","=""0.0006""","=""370.39638""","=""0.00022""","=""30""","=""""",,"=""43537.186""","=""70527.61""","=""3d5.(4F).4s""","=""a 5F""","=""4""","=""3d5.(4G).4p""","=""z 3G*""","=""5""",,"=""""","=""L562""",
"=""370.528""","=""0.0015""","=""370.52749""","=""0.00019""","=""2""","=""""",,"=""43537.186""","=""70518.06""","=""3d5.(4F).4s""","=""a 5F""","=""4""","=""3d5.(4G).4p""","=""z 3G*""","=""3""",,"=""""","=""L562""",
"=""370.6884""","=""0.0018""","=""370.68885""","=""0.00018""","=""50D?""","=""""",,"=""43528.661""","=""70497.790""","=""3d5.(4F).4s""","=""a 5F""","=""5""","=""3d5.(4D).4p""","=""y 5F*""","=""4""",,"=""""","=""L562""",
"=""370.8058""","=""0.0006""","=""370.80607""","=""0.00018""","=""20""","=""""",,"=""43537.186""","=""70497.790""","=""3d5.(4F).4s""","=""a 5F""","=""4""","=""3d5.(4D).4p""","=""y 5F*""","=""4""",,"=""""","=""L562""",
"=""370.836""","=""0.0015""","=""370.8368""","=""0.0006""","=""3""","=""""",,"=""86936.981""","=""113895.35""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5P*""","=""2""","=""3d5.(6S).8s""","=""5S""","=""2""",,"=""""","=""L562""",
"=""370.9854""","=""0.0006""","=""370.98582""","=""0.00015""","=""20""","=""""",,"=""43395.395""","=""70342.936""","=""3d5.(2D).4s""","=""c 3D""","=""3""","=""3d5.(4D).4p""","=""y 5F*""","=""3""",,"=""""","=""L562""",
"=""371.0970""","=""0.0006""","=""371.09697""","=""0.00025""","=""80""","=""""",,"=""44139.031""","=""71078.501""","=""3d5.(2D).4s""","=""c 3D""","=""1""","=""3d5.(4P).4p""","=""z 3D*""","=""1""",,"=""""","=""L562""",
"=""371.169""","=""0.0015""","=""371.1692""","=""0.0006""","=""1""","=""""",,"=""86961.122""","=""113895.35""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5P*""","=""1""","=""3d5.(6S).8s""","=""5S""","=""2""",,"=""""","=""L562""",
"=""371.3627""","=""0.0006""","=""371.36339""","=""0.00022""","=""30""","=""""",,"=""43311.324""","=""70231.468""","=""3d5.(4F).4s""","=""a 5F""","=""1""","=""3d5.(4D).4p""","=""y 5F*""","=""2""",,"=""""","=""L562""",
"=""371.4775""","=""0.0006""","=""371.4779""","=""0.0004""","=""30""","=""""",,"=""59537.455""","=""86449.30""","=""3d6""","=""c 1G""","=""4""","=""3d5.(4F).4p""","=""3F*""","=""4""",,"=""""","=""L562""",
"=""371.5267""","=""0.0006""","=""371.5266""","=""0.0004""","=""100""","=""""",,"=""55697.014""","=""82605.33""","=""3d4.4s2""","=""c 5D""","=""4""","=""3d5.(4F).4p""","=""x 5D*""","=""4""",,"=""""","=""L562""",
"=""371.7095""","=""0.0006""","=""371.70995""","=""0.00021""","=""40""","=""""",,"=""43850.341""","=""70745.387""","=""3d5.(4F).4s""","=""a 5F""","=""2""","=""3d5.(4P).4p""","=""z 3D*""","=""3""",,"=""""","=""L562""",
"=""371.7513""","=""0.0006""","=""371.75183""","=""0.00022""","=""40""","=""""",,"=""43339.452""","=""70231.468""","=""3d5.(2D).4s""","=""c 3D""","=""2""","=""3d5.(4D).4p""","=""y 5F*""","=""2""",,"=""""","=""L562""",
"=""371.948""","=""0.002""","=""371.9485""","=""0.0004""","=""1h""","=""""",,"=""46903.32""","=""73781.117""","=""3d5.(2D).4s""","=""b 1D""","=""2""","=""3d5.(4D).4p""","=""y 3F*""","=""3""",,"=""""","=""L562""",
"=""372.3310""","=""0.0006""","=""372.33188""","=""0.00019""","=""40""","=""""",,"=""43696.217""","=""70546.34""","=""3d5.(4F).4s""","=""a 5F""","=""3""","=""3d5.(4G).4p""","=""z 3G*""","=""4""",,"=""""","=""L562""",
"=""372.4806""","=""0.0006""","=""372.4801""","=""0.0003""","=""60""","=""""",,"=""43311.324""","=""70150.76""","=""3d5.(4F).4s""","=""a 5F""","=""1""","=""3d5.(4D).4p""","=""y 5F*""","=""1""",,"=""""","=""L562""",
"=""372.5273""","=""0.0006""","=""372.52681""","=""0.00022""","=""40""","=""""",,"=""43395.395""","=""70231.468""","=""3d5.(2D).4s""","=""c 3D""","=""3""","=""3d5.(4D).4p""","=""y 5F*""","=""2""",,"=""""","=""L562""",
"=""372.7240""","=""0.0006""","=""372.72446""","=""0.00019""","=""20""","=""""",,"=""43696.217""","=""70518.06""","=""3d5.(4F).4s""","=""a 5F""","=""3""","=""3d5.(4G).4p""","=""z 3G*""","=""3""",,"=""""","=""L562""",
"=""372.8705""","=""0.0018""","=""372.8709""","=""0.0003""","=""40bl""","=""""",,"=""43339.452""","=""70150.76""","=""3d5.(2D).4s""","=""c 3D""","=""2""","=""3d5.(4D).4p""","=""y 5F*""","=""1""",,"=""""","=""L562""",
