element,ionization_stage,observed_wavelength_nm,ritz_wavelength_nm,relative_intensity,Aki,lower_energy,upper_energy
Na,II,296.848,296.8467,80.0,,331496.51,365174.1
Na,II,296.897,,90.0,,,
Na,II,297.0727,297.0727,500.0,10300000.0,299189.96,332841.93
Na,II,297.272,,160.0,,,
Na,II,297.4235,297.4238,600.0,20200000.0,299189.96,332802.21
Na,II,297.4988,297.499,750.0,64700000.0,266281.62,299885.37
Na,II,297.6686,,400.0,,,
Na,II,297.7125,297.7128,1000.0,120000000.0,298165.44,331745.06
Na,II,297.9657,297.966,1100.0,200000000.0,297635.61,331186.7
Na,II,298.0627,298.0624,1100.0,330000.0,297248.82,330789.05
Na,II,298.4186,298.4174,,17400000.0,265689.62,299189.96
Na,II,298.4186,298.4191,,240000000.0,298165.44,331665.59
Na,II,298.6451,,300.0,,,
Na,II,298.7213,298.7218,300.0,,331707.9,365174.1
Na,II,299.689,,40.0,,,
Na,II,,299.9329,,570000.0,298165.44,331496.51
Na,II,300.086,,130.0,,,
Na,II,300.292,,130.0,,,
Na,II,300.4149,300.4151,550.0,17000000.0,299885.37,333162.94
Na,II,300.7442,300.7446,750.0,16800000.0,264924.32,298165.44
Na,II,300.9137,300.9143,750.0,30000000.0,299885.37,333107.74
Na,II,300.9482,300.948,450.0,,330549.35,363767.98
Na,II,301.151,,60.0,,,
Na,II,301.31,301.311,160.0,,330636.75,363815.38
Na,II,301.5395,301.54,600.0,15100000.0,297635.61,330789.05
Na,II,301.7341,301.733,450.0,,330636.75,363769.03
Na,II,301.8324,,160.0,,,
Na,II,301.998,,80.0,,,
Na,II,302.137,,200.0,,,
Na,II,302.2348,302.235,160.0,691000.0,299885.37,332962.57
Na,II,302.4,302.4012,130.0,2300000.0,300103.92,333162.94
Na,II,302.531,,60.0,,,
Na,II,302.7062,302.706,300.0,,330789.05,363814.78
Na,II,302.907,302.907,400.0,99000000.0,300103.92,333107.74
Na,II,302.932,302.9316,40.0,6320000.0,297635.61,330636.75
Na,II,303.126,303.126,200.0,,330789.05,363769.03
Na,II,303.7076,303.7075,400.0,255000000.0,299885.37,332802.21
Na,II,303.872,,350.0,,,
Na,II,304.013,,160.0,,,
Na,II,304.2461,304.2453,350.0,749000.0,300103.92,332962.57
Na,II,304.31,,200.0,,,
Na,II,304.56,304.5597,400.0,69200000.0,299885.37,332710.11
Na,II,304.895,,200.0,,,
Na,II,305.021,305.0208,350.0,130000000.0,300387.82,333162.94
Na,II,305.3666,305.3665,550.0,300000000.0,300103.92,332841.93
Na,II,305.5347,305.5354,550.0,8800000.0,300387.82,333107.74
Na,II,305.5822,305.582,45.0,,331123.04,363837.94
Na,II,305.6161,305.616,550.0,74600000.0,264924.32,297635.61
Na,II,305.7375,305.7375,550.0,45100000.0,300103.92,332802.21
Na,II,305.795,305.799,550.0,,331123.04,363814.78
Na,II,305.872,305.8715,550.0,21800000.0,299189.96,331873.93
Na,II,306.0251,306.025,700.0,,331123.04,363790.6
Na,II,306.135,306.135,800.0,100000000.0,300507.11,333162.94
Na,II,306.1792,306.179,25.0,,331186.7,363837.82
Na,II,306.4375,306.4374,500.0,7620000.0,298165.44,330789.05
Na,II,306.6223,306.622,500.0,,331186.7,363790.64
Na,II,306.6535,306.6534,500.0,37400000.0,300507.11,333107.74
Na,II,307.0829,307.0823,350.0,8700000.0,299189.96,331745.06
Na,II,307.4334,307.4332,550.0,140000000.0,299189.96,331707.9
Na,II,307.8318,307.832,,117000000.0,265689.62,298165.44
Na,II,307.8318,307.8338,,360000.0,299189.96,331665.59
Na,II,307.8752,307.8747,170.0,3590000.0,298165.44,330636.75
Na,II,308.0254,308.0251,550.0,281000000.0,300507.11,332962.57
