element,ionization_stage,observed_wavelength_nm,ritz_wavelength_nm,relative_intensity,Aki,lower_energy,upper_energy
Al,II,,299.8172,,201000.0,105470.93,138814.87
Al,II,,299.8172,,1810000.0,105470.93,138814.87
Al,II,300.179,300.1788,30.0,,111637.33,144941.1
Al,II,302.2789,302.2792,15.0,2680000.0,105427.52,138499.89
Al,II,302.4077,302.407,200.0,8020000.0,105441.5,138499.89
Al,II,302.6761,302.6765,500.0,13300000.0,105470.93,138499.89
Al,II,304.1276,304.1276,750.0,,110089.83,142961.2
Al,II,307.4691,307.4684,750.0,9020000.0,110089.83,142604.05
Al,II,308.8516,308.8518,800.0,10800000.0,106920.56,139289.15
Al,II,313.5848,313.585,75.0,,106920.56,138800.6
Al,II,319.1529,319.1531,2.0,,111637.33,142961.2
Al,II,327.5767,327.5766,80.0,7410000.0,95350.6,125869.015
Al,II,331.3344,331.3346,80.0,1330000.0,95549.42,125721.703
Al,II,331.347,331.3466,2.0,237000.0,95550.51,125721.703
Al,II,,331.3568,,15800.0,95551.44,125721.703
Al,II,331.4756,331.4761,2.0,,95549.42,125708.828
Al,II,331.4883,331.4881,40.0,1180000.0,95550.51,125708.828
Al,II,331.4981,331.4983,1.0,394000.0,95551.44,125708.828
Al,II,331.5516,331.5506,2.0,,95550.51,125703.14
Al,II,331.5608,331.5608,10.0,1580000.0,95551.44,125703.14
Al,II,335.1462,335.1462,50.0,10400000.0,110089.83,139918.98
Al,II,342.8894,342.89,30.0,5780000.0,110089.83,139245.343
Al,II,346.363,346.3603,5.0,,121483.5,150346.9
Al,II,351.605,351.6059,2.0,,121483.5,149916.3
Al,II,353.4856,353.4851,5.0,811000.0,111637.33,139918.98
Al,II,355.2,355.1951,3.0,,121483.5,149629.0
Al,II,358.6557,358.6557,200.0,235000000.0,95549.42,123423.36
Al,II,358.6708,358.6697,15.0,,95550.51,123423.36
Al,II,358.6811,358.6817,2.0,,95551.44,123423.36
Al,II,358.6912,,50.0,,95549.42,123420.45
Al,II,358.692,358.6931,,26200000.0,95549.42,123420.45
Al,II,358.6936,,25.0,,95549.42,123420.45
Al,II,358.7068,358.7072,100.0,209000000.0,95550.51,123420.45
Al,II,358.7165,,5.0,,95549.42,123418.48
Al,II,358.7185,358.7185,,1030000.0,95549.42,123418.48
Al,II,358.7195,,10.0,,95549.42,123418.48
Al,II,358.7309,,30.0,,95550.51,123418.48
Al,II,358.733,358.7325,,36600000.0,95550.51,123418.48
Al,II,358.7342,,50.0,,95550.51,123418.48
