element,ionization_stage,observed_wavelength_nm,ritz_wavelength_nm,relative_intensity,Aki,lower_energy,upper_energy
Cu,I,275.569,275.566,,,41562.93,77841.1
Cu,I,275.8221,275.8201,1.0,,39018.69,75263.5
Cu,I,276.025,276.022,,,40114.01,76332.32
Cu,I,276.258,276.256,,,39018.69,75206.3
Cu,I,276.258,276.271,,,43514.01,79699.6
Cu,I,276.309,276.311,,,43514.01,79694.4
Cu,I,276.309,276.313,,,44406.32,80586.5
Cu,I,276.3809,276.3804,,,40909.16,77080.49
Cu,I,276.4762,276.4749,,,40909.16,77068.13
Cu,I,276.53,276.5317,1.0,,39018.69,75170.23
Cu,I,276.6371,276.63669,,,13245.443,49383.264
Cu,I,276.6371,276.6391,,9600000.0,13245.443,49382.945
Cu,I,276.8878,276.8879,,,40909.16,77014.2
Cu,I,277.37,277.37,,,44544.16,80586.5
Cu,I,277.45,277.465,,,44544.16,80574.1
Cu,I,278.0828,278.079,1.0,,40114.01,76064.42
Cu,I,278.2592,278.2599,,,41153.47,77080.49
Cu,I,278.3551,278.3557,,,41153.47,77068.13
Cu,I,278.6496,278.6493,,,41153.47,77030.29
Cu,I,279.1951,279.1945,,,41153.47,76960.23
Cu,I,279.3485,279.351,,,44544.16,80330.87
Cu,I,279.6045,279.607,,,43514.01,79267.93
Cu,I,280.2556,280.2568,,,41153.47,76824.52
Cu,I,280.3686,280.3691,,,42302.58,77959.34
Cu,I,280.571,280.572,,,42302.58,77933.5
Cu,I,280.978,280.982,,,44963.26,80542.3
Cu,I,281.274,281.272,,,44963.26,80505.6
Cu,I,281.274,281.277,,,43726.24,79267.93
Cu,I,281.3558,281.3559,,,43726.24,79257.95
Cu,I,281.571,281.566,,,41562.93,77068.13
Cu,I,281.747,281.742,,,45879.32,81362.3
Cu,I,281.868,281.8664,,,41562.93,77030.29
Cu,I,282.123,282.128,,,45879.32,81313.82
Cu,I,282.286,282.282,,,44915.68,80330.87
Cu,I,282.437,282.4368,,7800000.0,11202.618,46598.35
Cu,I,282.942,282.941,,,40114.01,75446.67
Cu,I,282.988,282.985,,,43726.24,79053.38
Cu,I,282.988,282.993,,,40114.01,75440.18
Cu,I,283.249,283.2477,,,39018.69,74313.1
Cu,I,283.43,283.426,,,40114.01,75386.2
Cu,I,283.734,283.729,,,44406.32,79640.9
Cu,I,284.092,284.093,,,46172.89,81362.3
Cu,I,284.416,284.4155,15.0,,40114.01,75263.5
Cu,I,284.4842,284.4848,,,46172.89,81313.82
Cu,I,284.6478,284.6492,15.0,,40943.78,76064.42
Cu,I,285.1743,285.1723,,,40114.01,75170.23
Cu,I,285.666,285.6674,,,40114.01,75109.47
Cu,I,285.8225,285.8234,,,39018.69,73995.05
Cu,I,285.8734,285.8732,200.0,,11202.618,46172.89
Cu,I,286.207,286.2059,,,40114.01,75043.63
Cu,I,286.7633,286.7643,,,44406.32,79267.93
Cu,I,286.847,286.8463,,,43726.24,78577.89
Cu,I,286.847,286.8464,,,44406.32,79257.95
Cu,I,286.98,286.977,,,43514.01,78349.76
Cu,I,287.456,287.4549,,,46598.35,81376.21
Cu,I,287.524,287.5249,,,41562.93,76332.32
Cu,I,287.567,287.57,,,46598.35,81362.3
Cu,I,287.6025,287.6005,,,43726.24,78486.49
Cu,I,287.7101,287.7088,5.0,,43514.01,78261.18
Cu,I,287.886,287.891,,,44915.68,79640.9
Cu,I,287.886,287.896,,,30535.324,65259.93
Cu,I,287.9743,287.972,,,46598.35,81313.82
Cu,I,288.2934,288.2935,1500.0,,11202.618,45879.32
Cu,I,288.5408,288.5402,,,44406.32,79053.38
Cu,I,288.5408,288.5418,,,42302.58,76949.44
Cu,I,289.084,289.084,,,44406.32,78988.2
Cu,I,289.164,289.161,,,44544.16,79116.79
Cu,I,289.683,289.693,,,44544.16,79053.38
Cu,I,289.805,289.8,,,40943.78,75440.18
Cu,I,289.963,289.97,,,30783.697,65259.93
Cu,I,290.118,290.112,,,44544.16,79003.46
Cu,I,290.446,290.449,,,41153.47,75572.84
Cu,I,290.5662,290.5674,,,43514.01,77919.35
Cu,I,291.1215,291.1209,,,43514.01,77853.94
Cu,I,291.2916,291.2924,2.0,,40943.78,75263.5
